ManchesterCity,Leicester,334.389784189121,,,,,1.32,6.4,11,3,,0.779125891077228,0.107207428684961,0.113666680237811,,1.02844617622194,0.686127543583751,1.25033348261592,,25.9291341035156,1.41378801386368,,22.5812065917091,1.3537471440602
WestHam,Wolverhampton,-41.158354034808,,,,,3.45,3.35,2.3,1,,0.25470071322697,0.422504846315869,0.322794440457162,,0.878717460633046,1.41539123515816,0.742427213051472,,25.9291341035156,1.41378801386368,,18.947294868064,1.27754721389595
Fulham,AstonVilla,83.4425301611734,,,,,3.05,3.4,2.5,3,,0.400873908495616,0.351154765128681,0.247971326375703,,1.22266542091163,1.19392620143752,0.619928315939257,,25.9291341035156,1.41378801386368,,16.991840253935,1.23024041647055
Liverpool,Arsenal,319.647281274633,,,,,1.55,5.25,5.75,1,,0.768952385717209,0.108929174919813,0.122118439362978,,1.19187619786167,0.571878168329019,0.702181026337123,,23.1127821234994,1.3638522253649,,15.4771198381685,1.18969014531532
Chelsea,CrystalPalace,164.121035225115,,,,,1.55,4.95,7.4,1,,0.565646858293754,0.214444249264395,0.219908892441851,,0.876752630355318,1.06149903385876,1.6273258040697,,27.5475748793617,1.44008337223066,,17.5553385427405,1.24440920895525
Everton,Brighton,152.173079288364,,,,,1.83,3.8,5.2,1,,0.540707468369,0.23411260672523,0.225179924905771,,0.98949466711527,0.889627905555873,1.17093560951001,,27.5475748793617,1.44008337223066,,17.0246824406516,1.23107901981778
Leeds,ManchesterCity,-147.77922058075,,,,,8.75,6.5,1.35,2,,0.184063384036518,0.384997959036765,0.430938656926717,,1.61055461031953,2.50248673373897,0.581767186851068,,26.4264173787602,1.42203828995359,,16.6498269436305,1.22140972385934
Newcastle,Burnley,15.3848454826265,,,,,2.45,3.3,3.2,1,,0.306386919991871,0.413193646827544,0.280419433180584,,0.750647953980085,1.3635390345309,0.89734218617787,,26.4264173787602,1.42203828995359,,14.348272225583,1.1567996078246
Leicester,WestHam,141.108733676432,,,,,1.85,4.2,4.85,3,,0.517074459026462,0.253426300771279,0.229499240202259,,0.956587749198954,1.06439046323937,1.11307131498096,,22.2494459613754,1.34731920098377,,13.2195927443785,1.12121807605783
Southampton,WestBromwich,81.0417682624015,,,,,1.85,3.92,4.65,1,,0.396682724031899,0.354523869645852,0.248793406322249,,0.733863039459014,1.38973356901174,1.15688933939846,,24.7652200738259,1.39384219165316,,13.835266739755,1.14098753662384
Wolverhampton,Fulham,180.513541799344,,,,,1.83,4.2,7.25,1,,0.598135203694731,0.190264871323917,0.211599924981352,,1.09458742276136,0.79911245956045,1.5340994561148,,21.4597962359035,1.33162559395599,,14.4247918221091,1.15910955415625
Arsenal,Sheffield,263.262060398513,,,,,1.55,4.4,7.55,1,,0.719356987364375,0.122594899479825,0.1580481131558,,1.11500333041478,0.539417557711229,1.19326325432629,,21.4597962359035,1.33162559395599,,14.1697942854114,1.1513635452821
ManchesterUnited,Tottenham,60.6976869904608,,,,,3,3.55,2.4,3,,0.363862493702635,0.379575068139913,0.256562438157452,,1.0915874811079,1.34749149189669,0.615749851577885,,21.4597962359035,1.33162559395599,,13.4626965459315,1.12913205674729
AstonVilla,Liverpool,-345.5894108836,,,,,9.3,5.55,1.48,1,,0.096959400675798,0.194175736652143,0.708864862672059,,0.901722426284919,1.07767533841939,1.04911999675465,,18.5354446242121,1.26800300825206,,11.7156404205926,1.06876603373772
Everton,Liverpool,-183.30072896938,,,,,4.7,4.3,1.82,2,,0.165106189188808,0.360635253332172,0.47425855747902,,0.775999089187399,1.55073158932834,0.863150574611816,,18.5354446242121,1.26800300825206,,15.1975978781369,1.18177494908217
Chelsea,Southampton,160.427250105521,,,,,1.6,4.7,5.7,2,,0.558027680911581,0.220363205127069,0.22160911396135,,0.892844289458529,1.03570706409723,1.2631719495797,,18.5354446242121,1.26800300825206,,14.6381100643512,1.16548500830657
ManchesterCity,Arsenal,254.498399294539,,,,,1.53,5.2,6.75,1,,0.709706020340773,0.126298268270037,0.16399571138919,,1.08585021112138,0.656750995004194,1.10697105187703,,17.4975703480248,1.24297774824618,,14.8188381456331,1.17081415460683
Newcastle,ManchesterUnited,-101.78983857143,,,,,5.8,4.3,1.74,3,,0.211666811598619,0.408032278612345,0.380300909789036,,1.22766750727199,1.75453879803308,0.661723583032922,,17.4975703480248,1.24297774824618,,14.7362713716345,1.16838761055352
Sheffield,Fulham,118.511477604184,,,,,2.3,3.45,4.2,2,,0.468927595639414,0.294029425042255,0.237042979318332,,1.07853346997065,1.01440151639578,0.995580513136994,,17.4975703480248,1.24297774824618,,14.3469435044209,1.15675938813958
CrystalPalace,Brighton,77.897320990447,,,,,3.1,3.3,2.92,2,,0.391294579306598,0.358808716102848,0.249896704590555,,1.21301319585045,1.1840687631394,0.729698377404419,,16.440535797651,1.2159159671074,,15.9852032324434,1.20371816216965
Tottenham,WestHam,213.305013504294,,,,,1.69,4.3,5.45,2,,0.6548261038962,0.153367338961055,0.191806557142745,,1.10665611558458,0.659479557532538,1.04534573642796,,14.7728924301503,1.1694655354928,,14.4058835281937,1.1585398991768
Leicester,AstonVilla,216.596172609614,,,,,2.35,4.3,5.4,3,,0.659853818497477,0.150494235758932,0.189651945743591,,1.55065647346907,0.647125213763407,1.02412050701539,,12.4893861655871,1.09654109398267,,17.1966612600338,1.23544413661142
WestBromwich,Burnley,-38.853576113228,,,,,2.6,3.35,3,2,,0.256533829984712,0.422633500126632,0.320832669888656,,0.666987957960252,1.41582222542422,0.962498009665968,,12.4893861655871,1.09654109398267,,16.6932378034644,1.2225405801664
Leeds,Wolverhampton,67.1769587046674,,,,,2.85,3.5,3,3,,0.373793840626298,0.372290348735454,0.253915810638248,,1.06531244578495,1.30301622057409,0.761747431914745,,12.4893861655871,1.09654109398267,,22.9976155646037,1.36168280989512
AstonVilla,Leeds,-54.012075643908,,,,,2.08,4.1,3.85,3,,0.244787402361995,0.421156615900992,0.334055981737013,,0.509157796912949,1.72674212519407,1.2861155296875,,10.9755915283125,1.04042793579882,,22.1414760858495,1.345206570227
WestHam,ManchesterCity,-225.7278516949,,,,,7.3,5.3,1.47,2,,0.14479382676547,0.324236550381037,0.530969622853493,,1.05699493538793,1.7184537170195,0.780525345594635,,10.9755915283125,1.04042793579882,,19.522773494882,1.29054151558269
Fulham,CrystalPalace,-62.890506213605,,,,,2.6,3.2,3,3,,0.238219904606795,0.419639732302875,0.34214036309033,,0.619371751977668,1.3428471433692,1.02642108927099,,10.9755915283125,1.04042793579882,,16.7066713256174,1.22288992871316
ManchesterUnited,Chelsea,38.7650029130425,,,,,2.42,3.45,3.38,2,,0.333635929429783,0.399456859953476,0.266907210616741,,0.807398949220076,1.37812616683949,0.902146371884585,,9.26515961819013,0.9668529056519,,17.3835687153648,1.24013893864262
Liverpool,Sheffield,480.971092081174,,,,,1.25,7.75,12.5,1,,0.84401713227345,0.103025848512393,0.052957019214158,,1.05502141534181,0.798450325971042,0.661962740176974,,12.7685589097724,1.10614188451084,,23.3043643778424,1.36743726212979
Southampton,Everton,-59.624891080084,,,,,3.1,3.6,2.35,1,,0.240610701397948,0.42025074249883,0.339138556103223,,0.745893174333638,1.51290267299579,0.796975606842573,,12.7685589097724,1.10614188451084,,23.9095012484792,1.37857051683964
Wolverhampton,Newcastle,96.8832411797579,,,,,1.86,3.45,5,2,,0.4255384794552,0.330831537791191,0.24362998275361,,0.791501571786671,1.14136880537961,1.21814991376805,,12.7685589097724,1.10614188451084,,28.443706122274,1.45398618290122
Arsenal,Leicester,159.609395221961,,,,,1.99,3.7,4.1,3,,0.556328536950419,0.221694528469271,0.221976934580311,,1.10709378853133,0.820269755336302,0.910105431779274,,12.0721939034951,1.08178620245853,,27.0735767214239,1.43254563470533
Brighton,WestBromwich,77.9052688201584,,,,,1.7,4.1,5.4,2,,0.391308052739905,0.358798071237183,0.249893876022912,,0.665223689657839,1.47107209207245,1.34942693052372,,10.7662777610606,1.0320655800626,,26.2936850281028,1.4198514562174
Burnley,Tottenham,-104.03260172209,,,,,6.2,4.6,1.61,3,,0.210232557853612,0.407135274042272,0.382632168104116,,1.30344185869239,1.87282226059445,0.616037790647627,,10.7662777610606,1.0320655800626,,26.0535624389982,1.41586711503744
Wolverhampton,CrystalPalace,61.3858866184716,,,,,1.85,3.6,4.6,1,,0.364894655067271,0.378832384775842,0.256272960156887,,0.675055111874452,1.36379658519303,1.17885561672168,,10.7662777610606,1.0320655800626,,22.5672968787543,1.35347954219933
Sheffield,ManchesterCity,-240.2004585346,,,,,12.5,6.5,1.33,3,,0.138367793358663,0.310144086736796,0.551488119904541,,1.72959741698329,2.01593656378917,0.733479199473039,,9.25984119001698,0.966603538421596,,21.3936055478353,1.33028398408395
Burnley,Chelsea,-110.7095957741,,,,,5.8,4.4,1.64,3,,0.206019011422601,0.404325060045327,0.389655928532072,,1.19491026625109,1.77903026419944,0.639035722792598,,9.25984119001698,0.966603538421596,,24.8104311009923,1.39463431055014
Liverpool,WestHam,425.634639776566,,,,,1.45,5.25,7.5,1,,0.825534378555747,0.103237979922318,0.071227641521935,,1.19702484890583,0.541999394592172,0.534207311414509,,9.25984119001698,0.966603538421596,,21.3034393307006,1.32844972370937
AstonVilla,Southampton,-44.91392896323,,,,,2.6,3.7,2.78,3,,0.251751226958197,0.422219633147812,0.326029139893991,,0.654553190091312,1.56221264264691,0.906361008905295,,9.25984119001698,0.966603538421596,,21.5274064695091,1.33299171102054
Newcastle,Everton,-4.8823612697706,,,,,3.4,3.45,2.35,1,,0.285986858632238,0.419874568781704,0.294138572586058,,0.972355319349608,1.44856726229688,0.691225645577237,,9.25984119001698,0.966603538421596,,22.4649930755848,1.35150628906589
ManchesterUnited,Arsenal,70.9480978415551,,,,,2,3.8,4,3,,0.379797055512916,0.367749471976346,0.252453472510738,,0.759594111025832,1.39744799351012,1.00981389004295,,9.25984119001698,0.966603538421596,,19.7456933246102,1.29547238759224
Tottenham,Brighton,241.283741724638,,,,,1.62,4.5,6,1,,0.693908223241136,0.133073222049645,0.173018554709219,,1.12413132165064,0.598829499223402,1.03811132825532,,7.94544643959035,0.90011830441356,,18.7124550693719,1.27213077056435
Fulham,WestBromwich,47.7189388745734,,,,,2.5,3.35,3.2,1,,0.345371773559048,0.39221272050017,0.262415505940782,,0.86342943389762,1.31391261367557,0.839729619010502,,7.94544643959035,0.90011830441356,,13.358974787965,1.12577313021932
Leeds,Leicester,35.1519206793466,,,,,1.88,4,4.2,3,,0.329118941023808,0.402053941525287,0.268827117450905,,0.61874360912476,1.60821576610115,1.1290738932938,,6.88409501036862,0.837846855582611,,13.325772653887,1.12469239965667
Brighton,Burnley,-35.34049786791,,,,,2,3.5,4.4,2,,0.25936304650486,0.422759779432375,0.317877174062765,,0.518726093009721,1.47965922801331,1.39865956587617,,6.88409501036862,0.837846855582611,,12.782671502496,1.10662162827814
Southampton,Newcastle,8.98576879913002,,,,,2.2,3.5,3.65,1,,0.299663762458674,0.415778888649338,0.284557348891988,,0.659260277409083,1.45522611027268,1.03863432345575,,6.88409501036862,0.837846855582611,,12.7472794622071,1.1054175070741
Everton,ManchesterUnited,-19.883350882101,,,,,3.25,3.7,2.3,3,,0.272363817692739,0.422244088044408,0.305392094262854,,0.8851824075014,1.56230312576431,0.702401816804563,,6.88409501036862,0.837846855582611,,10.931475427056,1.03867878286319
CrystalPalace,Leeds,-23.609741576651,,,,,2.91,3.5,2.5,1,,0.269141517416928,0.422536101985249,0.308322380597823,,0.783201815683261,1.47887635694837,0.770805951494556,,6.88409501036862,0.837846855582611,,14.678721231453,1.1666882227249
Chelsea,Sheffield,241.661334149799,,,,,1.36,6,14,1,,0.694381707520069,0.132857600033371,0.17276069244656,,0.944359122227294,0.797145600200226,2.41864969425184,,6.88409501036862,0.837846855582611,,12.9004501272621,1.11060486412681
WestHam,Fulham,137.844160180163,,,,,1.9,3.8,4.5,1,,0.510062272713181,0.259256208967167,0.230681518319652,,0.969118318155044,0.985173594075233,1.03806683243843,,6.88409501036862,0.837846855582611,,11.9430515744666,1.07711530775029
WestBromwich,Tottenham,-171.13373398248,,,,,1.47,5.15,8.5,3,,0.171385068254611,0.369620605922485,0.458994325822905,,0.251936050334277,1.9035461205008,3.90145176949469,,6.80922195572577,0.833097490820414,,14.2364252659707,1.1534009526323
Leicester,Wolverhampton,31.9698440520387,,,,,6.5,4.75,1.52,1,,0.325239385676822,0.404191311902371,0.270569302420807,,2.11405600689934,1.91990873153626,0.411265339679627,,6.80922195572577,0.833097490820414,,13.0857306425552,1.11679797651134
ManchesterCity,Liverpool,56.3000345422874,,,,,1.93,4.2,3.8,2,,0.357392037240346,0.38414710234123,0.258460860418423,,0.689766631873868,1.61341782983317,0.982151269590009,,6.80922195572577,0.833097490820414,,17.2941381654958,1.23789892429803
Arsenal,AstonVilla,292.779430630723,,,,,1.7,4.5,5,3,,0.747707911816959,0.113685651245907,0.138606436937134,,1.27110345008883,0.51158543060658,0.69303218468567,,6.80922195572577,0.833097490820414,,14.9900665660629,1.17580356141463
Newcastle,Chelsea,-95.314765885464,,,,,7.5,5,1.48,3,,0.215862595165789,0.410487988074274,0.373649416759936,,1.61896946374342,2.05243994037137,0.553001136804705,,4.17207400627167,0.62035200354892,,13.570945841041,1.13261011731559
AstonVilla,Brighton,21.4460019508121,,,,,2.25,3.8,3.15,3,,0.313025069341192,0.410303627583955,0.276671303074853,,0.704306406017683,1.55915378481903,0.871514604685786,,4.17207400627167,0.62035200354892,,13.4569470660121,1.12894654408028
Tottenham,ManchesterCity,-47.387232661347,,,,,6,4.3,1.62,1,,0.249833323503123,0.421981888318663,0.328184788178214,,1.49899994101874,1.81452211977025,0.531659356848706,,4.17207400627167,0.62035200354892,,14.4235627901844,1.15907254949581
ManchesterUnited,WestBromwich,268.998842388032,,,,,1.34,5.75,9.25,1,,0.725346185456723,0.12046664874541,0.154187165797867,,0.971963888512009,0.692683230286107,1.42623128363027,,4.17207400627167,0.62035200354892,,14.8878976291044,1.17283337387419
Fulham,Everton,-75.684815764242,,,,,4.4,3.86,1.84,3,,0.229112083911735,0.416678554734018,0.354209361354247,,1.00809316921163,1.60837922127331,0.651745224891815,,4.17207400627167,0.62035200354892,,14.1807635945482,1.15169961702265
Sheffield,WestHam,7.11097158676034,,,,,3.3,3.3,2.42,3,,0.297746038680313,0.416449789883945,0.285804171435742,,0.982561927645034,1.37428430661702,0.691646094874495,,4.17207400627167,0.62035200354892,,13.7202152234725,1.13736092402622
Leeds,Arsenal,-14.804611796109,,,,,3.4,3.75,2.21,2,,0.276854405841302,0.421662496609935,0.301483097548763,,0.941304979860428,1.58123436228725,0.666277645582766,,3.4931427773185,0.543216337179106,,13.5721158229363,1.13264755721
Liverpool,Leicester,347.578312377231,,,,,1.78,4.1,4.33,1,,0.787467618896287,0.106047751775919,0.106484629327794,,1.40169236163539,0.434795782281268,0.461078444989349,,3.4931427773185,0.543216337179106,,11.6335564069099,1.065712499921
Burnley,CrystalPalace,-0.5684932418059,,,,,2.75,3.1,2.86,1,,0.29011958297734,0.418809859574258,0.291070557448403,,0.797828853187684,1.2983105646802,0.832461794302432,,3.4931427773185,0.543216337179106,,9.71851954208292,0.987600112284976
Wolverhampton,Southampton,49.9256965521251,,,,,3.32,3.12,2.52,2,,0.348388423800886,0.390245345618819,0.261366230580295,,1.15664956701894,1.21756547833071,0.658642901062343,,2.99693258950401,0.476676974398536,,8.99859505536583,0.954174708624721
CrystalPalace,Newcastle,63.8815492540568,,,,,2.25,3.15,3.75,3,,0.36868269413235,0.376077221630002,0.255240084237648,,0.829536061797788,1.18464324813451,0.957150315891179,,3.64896166186435,0.562169300435565,,10.6886616253032,1.02892332867609
Brighton,Liverpool,-334.23457967439,,,,,5.2,4.35,1.63,2,,0.101073738780531,0.206737123139667,0.692189138079803,,0.525583441658759,0.89930648565755,1.12826829507008,,3.3355867160202,0.523172235589571,,8.91069332952319,0.94991149724353
ManchesterCity,Burnley,354.008673199601,,,,,1.11,9.75,23,1,,0.791298149825364,0.105587652410261,0.103114197764375,,0.878340946306154,1.02947961100004,2.37162654858063,,2.65645969836574,0.424303231534994,,9.19062324176044,0.963344963103172
Everton,Leeds,70.7171944058911,,,,,2.24,3.7,3.15,3,,0.379424724535226,0.368033841870413,0.25254143359436,,0.849911382958907,1.36172521492053,0.795505515822234,,2.65645969836574,0.424303231534994,,8.1103189370053,0.90903793310856
WestBromwich,Sheffield,22.5945928612807,,,,,2.6,3,2.8,1,,0.314314401417168,0.409705479283006,0.275980119299826,,0.817217443684636,1.22911643784902,0.772744334039513,,2.30056767787719,0.361835013821758,,6.33053381912596,0.80144033322838
Southampton,ManchesterUnited,-147.12288684217,,,,,3.8,3.6,1.95,3,,0.184432056145067,0.385394471470961,0.430173472383972,,0.700841813351256,1.38742009729546,0.838838271148745,,2.03701874218429,0.30899502487143,,7.63479690567172,0.882797488816249
Chelsea,Tottenham,45.0271607062318,,,,,2.05,3.65,3.6,2,,0.34175988162807,0.394513978062391,0.263726140309539,,0.700607757337543,1.43997601992773,0.949414105114341,,1.73348720399594,0.23892064019232,,7.23515842896599,0.859448045347576
Arsenal,Wolverhampton,131.433238217153,,,,,2.1,3.3,4,3,,0.496306264516906,0.27079525155086,0.232898483932234,,1.0422431554855,0.893624330117838,0.931593935728937,,1.73348720399594,0.23892064019232,,9.23393119537424,0.965386634176501
Leicester,Fulham,210.120021062961,,,,,1.55,4.4,6,3,,0.649846039043605,0.156284044344841,0.193869916611554,,1.00726136051759,0.687649795117301,1.16321949966932,,1.66691632264091,0.221913799271661,,9.13011777962551,0.960476380021868
WestHam,AstonVilla,117.917178211655,,,,,2.3,3.45,3,1,,0.46768746319898,0.29508626541434,0.23722627138668,,1.07568116535765,1.01804761567947,0.711678814160041,,1.66691632264091,0.221913799271661,,10.7908386406226,1.03305519842168
Burnley,Everton,-11.669551921389,,,,,4.1,3.55,1.93,2,,0.279686580245484,0.421193380860712,0.299120038893804,,1.14671497900648,1.49523650205553,0.577301675065042,,1.79307049249207,0.253597363682945,,9.37374819080578,0.971913282786453
ManchesterCity,Fulham,451.508779832341,,,,,1.11,10,20,1,,0.834878779452793,0.10305554698057,0.062065673566637,,0.9267154451926,1.0305554698057,1.24131347133274,,1.79307049249207,0.253597363682945,,12.4044786662479,1.09357851652201
WestHam,ManchesterUnited,-114.56544186318,,,,,3.35,3.6,2.19,3,,0.203623431787489,0.402607718241858,0.393768849970653,,0.682138496488087,1.44938778567069,0.862353781435731,,1.79307049249207,0.253597363682945,,16.0978969871807,1.20676914394997
Chelsea,Leeds,127.149909155024,,,,,1.48,5,6.4,1,,0.487159290995596,0.278527799461198,0.234312909543205,,0.720995750673483,1.39263899730599,1.49960262107651,,1.79307049249207,0.253597363682945,,20.9607829260902,1.3214075003599
WestBromwich,CrystalPalace,-32.638847449665,,,,,2.89,3.2,2.54,3,,0.261568664243307,0.422798023236372,0.315633312520321,,0.755933439663159,1.35295367435639,0.801708613801615,,1.79307049249207,0.253597363682945,,17.7473757708046,1.24913414485505
Sheffield,Leicester,-81.944767129234,,,,,3.9,3.4,2,3,,0.224796396039343,0.414914388880678,0.360289215079979,,0.876705944553437,1.41070892219431,0.720578430159958,,1.50540193853521,0.177652470948023,,14.4724039625501,1.16054067631292
Tottenham,Arsenal,110.55523423771,,,,,2.18,3.6,3.4,1,,0.452519492472837,0.3080115598315,0.239468947695663,,0.986492493590785,1.1088416153934,0.814194422165253,,1.50540193853521,0.177652470948023,,19.4468400298514,1.28884904169815
Liverpool,Wolverhampton,364.644623257098,,,,,1.55,4.5,6,1,,0.797319350987751,0.104952258501588,0.097728390510661,,1.23584499403101,0.472285163257147,0.586370343063963,,1.44238256207116,0.159080463269219,,18.0627981385325,1.25678502847991
Brighton,Southampton,-66.207149849782,,,,,2.5,3.4,2.95,3,,0.235820105712613,0.418957703444954,0.345222190842433,,0.589550264281533,1.42445619171284,1.01840546298518,,1.44238256207116,0.159080463269219,,17.7986829660649,1.25038786738012
Leeds,WestHam,84.5899322502466,,,,,2.11,3.7,3.18,3,,0.402900507528824,0.349515259500269,0.247584232970907,,0.850120070885818,1.293206460151,0.787317860847485,,1.44238256207116,0.159080463269219,,17.4518079787114,1.24184042582264
Wolverhampton,AstonVilla,172.362743891234,,,,,2.45,3.2,2.95,3,,0.582276717844298,0.201838233630525,0.215885048525176,,1.42657795871853,0.645882347617682,0.63686089314927,,1.28574704903101,0.109155536227799,,15.0517413538204,1.17758674688051
Newcastle,WestBromwich,152.255326210217,,,,,2.39,3.2,3.2,1,,0.540881713891842,0.233972416764862,0.225145869343296,,1.2927072962015,0.748711733647558,0.720466781898548,,1.28574704903101,0.109155536227799,,14.2681311494712,1.15436709262243
ManchesterUnited,ManchesterCity,-84.379627791164,,,,,4.8,4.3,1.66,2,,0.223141264627988,0.414174265476157,0.362684469895855,,1.07107807021434,1.78094934154747,0.60205622002712,,1.66209459135193,0.220655736255067,,13.6164570052984,1.13406411908809
Everton,Chelsea,-38.005726104514,,,,,4.7,4.25,1.64,1,,0.257212706863569,0.422671769603135,0.320115523533296,,1.20889972225877,1.79635502081332,0.524989458594606,,1.66209459135193,0.220655736255067,,18.8589408279824,1.27551729786686
Southampton,Sheffield,74.8673671100718,,,,,1.61,4,5.3,1,,0.386211972127747,0.362797510084931,0.250990517787322,,0.621801275125674,1.45119004033972,1.33024974427281,,1.66209459135193,0.220655736255067,,22.7402509771056,1.35679525355183
CrystalPalace,Tottenham,-110.7790194057,,,,,4.35,3.75,1.78,2,,0.205975638343951,0.404294748889845,0.389729612766204,,0.895994026796189,1.51610530833692,0.693718710723843,,1.66209459135193,0.220655736255067,,28.6598902412742,1.45727452284778
Fulham,Liverpool,-352.79231311597,,,,,8.65,5.8,1.33,2,,0.09438534467408,0.186355582411516,0.719259072914404,,0.816433231430789,1.08086237798679,0.956614566976157,,1.66209459135193,0.220655736255067,,21.6846098981117,1.33615161368232
Leicester,Brighton,118.37064220727,,,,,1.99,3.5,4,1,,0.468633522013931,0.294280021586151,0.237086456399919,,0.932580708807722,1.02998007555153,0.948345825599674,,1.66209459135193,0.220655736255067,,23.7793070629842,1.3761991949796
