Creteil,Auxerre,2,2,D,,,2.64,3.21,3.1,2,,,,,,,,09/01/15,,,,,,,,,,,,,,,,,,2.46,,3.06,,2.91
Dijon,Tours,0,3,A,,,1.55,4.15,8,3,,,,,,,,09/01/15,,,,,,,,,,,,,,,,,,1.5,,3.83,,6.73
LeHavre,Chateauroux,1,1,D,,,1.63,3.85,7.04,2,,,,,,,,09/01/15,,,,,,,,,,,,,,,,,,1.57,,3.6,,6.17
Niort,AjaccioGFCO,1,1,D,,,2.07,3.3,4.7,2,,,,,,,,09/01/15,,,,,,,,,,,,,,,,,,1.95,,3.14,,4.11
Orleans,Arles,1,1,D,,,1.95,3.4,5.28,2,,,,,,,,09/01/15,,,,,,,,,,,,,,,,,,1.87,,3.16,,4.47
Troyes,Brest,1,0,H,,,2.1,3.2,4.63,1,,,,,,,,10/01/15,,,,,,,,,,,,,,,,,,1.99,,3.09,,3.96
Valenciennes,Sochaux,1,2,A,,,2.52,3.1,3.53,3,,,,,,,,12/01/15,,,,,,,,,,,,,,,,,,2.32,,2.97,,3.2
AjaccioGFCO,LeHavre,1,0,H,,,2.26,3.2,3.9,1,,,,,,,,16/01/15,,,,,,,,,,,,,,,,,,2.17,,3.01,,3.52
Arles,Angers,1,3,A,,,2.85,3.1,2.97,3,,,,,,,,16/01/15,,,,,,,,,,,,,,,,,,2.64,,2.95,,2.78
Auxerre,Clermont,1,1,D,,,2,3.25,5.18,2,,,,,,,,16/01/15,,,,,,,,,,,,,,,,,,1.91,,3.09,,4.33
Brest,Niort,0,0,D,,,1.95,3.35,5.16,2,,,,,,,,16/01/15,,,,,,,,,,,,,,,,,,1.87,,3.13,,4.44
Chateauroux,Creteil,2,2,D,,,2.88,3.14,2.88,2,,,,,,,,16/01/15,,,,,,,,,,,,,,,,,,2.7,,2.98,,2.68
Laval,Dijon,1,0,H,,,2.9,3.04,2.95,1,,,,,,,,16/01/15,,,,,,,,,,,,,,,,,,2.72,,2.92,,2.71
Nimes,Valenciennes,2,0,H,,,2.45,3.1,3.7,1,,,,,,,,16/01/15,,,,,,,,,,,,,,,,,,2.33,,2.98,,3.19
Tours,Troyes,0,2,A,,,3.93,3.3,2.3,3,,,,,,,,16/01/15,,,,,,,,,,,,,,,,,,3.44,,3.15,,2.13
Sochaux,Ajaccio,1,1,D,,,2.1,3.26,4.35,2,,,,,,,,17/01/15,,,,,,,,,,,,,,,,,,1.99,,3.13,,3.86
Nancy,Orleans,2,2,D,,,1.92,3.35,5.4,2,,,,,,,,19/01/15,,,,,,,,,,,,,,,,,,1.85,,3.16,,4.45
Ajaccio,AjaccioGFCO,0,3,A,,,2.56,3.1,3.45,3,,,,,,,,23/01/15,,,,,,,,,,,,,,,,,,2.42,,2.9,,3.15
Arles,Nancy,1,0,H,,,3.66,3.25,2.31,1,,,,,,,,23/01/15,,,,,,,,,,,,,,,,,,3.33,,3.07,,2.22
Creteil,Laval,1,0,H,,,2.27,3.2,3.95,1,,,,,,,,23/01/15,,,,,,,,,,,,,,,,,,2.17,,3.03,,3.49
Dijon,Nimes,4,5,A,,,1.64,3.83,7.5,3,,,,,,,,23/01/15,,,,,,,,,,,,,,,,,,1.58,,3.57,,6.19
LeHavre,Niort,1,1,D,,,2.45,3.1,3.73,2,,,,,,,,23/01/15,,,,,,,,,,,,,,,,,,2.28,,2.93,,3.37
Orleans,Auxerre,0,0,D,,,2.56,3,3.45,2,,,,,,,,23/01/15,,,,,,,,,,,,,,,,,,2.42,,2.91,,3.12
Clermont,Chateauroux,3,3,D,,,1.8,3.4,6.27,2,,,,,,,,24/01/15,,,,,,,,,,,,,,,,,,1.74,,3.25,,5.1
Troyes,Sochaux,2,0,H,,,1.83,3.4,6.02,1,,,,,,,,24/01/15,,,,,,,,,,,,,,,,,,1.76,,3.22,,4.95
Valenciennes,Tours,1,2,A,,,2.18,3.22,4.35,3,,,,,,,,24/01/15,,,,,,,,,,,,,,,,,,2.05,,3.06,,3.77
Angers,Brest,1,2,A,,,2.55,3.1,3.5,3,,,,,,,,26/01/15,,,,,,,,,,,,,,,,,,2.42,,2.91,,3.07
AjaccioGFCO,Clermont,1,1,D,,,1.91,3.4,5.8,2,,,,,,,,30/01/15,,,,,,,,,,,,,,,,,,1.78,,3.22,,4.88
Brest,Orleans,1,1,D,,,1.75,3.45,6.83,2,,,,,,,,30/01/15,,,,,,,,,,,,,,,,,,1.7,,3.24,,5.61
Chateauroux,Angers,0,1,A,,,3.06,3.1,2.8,3,,,,,,,,30/01/15,,,,,,,,,,,,,,,,,,2.82,,3,,2.58
Laval,Troyes,2,1,H,,,3.82,3.05,2.4,1,,,,,,,,30/01/15,,,,,,,,,,,,,,,,,,3.44,,2.93,,2.25
Nimes,Nancy,1,1,D,,,3.19,3.1,2.75,2,,,,,,,,30/01/15,,,,,,,,,,,,,,,,,,2.92,,2.96,,2.52
Niort,Creteil,1,3,A,,,2.1,3.3,4.55,3,,,,,,,,30/01/15,,,,,,,,,,,,,,,,,,1.95,,3.16,,4.04
Sochaux,Arles,1,0,H,,,1.75,3.55,6.5,1,,,,,,,,30/01/15,,,,,,,,,,,,,,,,,,1.69,,3.35,,5.41
Tours,Ajaccio,0,2,A,,,2.15,3.2,4.25,3,,,,,,,,30/01/15,,,,,,,,,,,,,,,,,,2.07,,3.09,,3.7
Auxerre,Dijon,3,0,H,,,2.5,3.1,3.4,1,,,,,,,,31/01/15,,,,,,,,,,,,,,,,,,2.38,,2.98,,3.1
LeHavre,Valenciennes,3,1,H,,,2.11,3.27,4.36,1,,,,,,,,02/02/15,,,,,,,,,,,,,,,,,,2.02,,3.09,,3.82
Ajaccio,Laval,0,0,D,,,2.15,3.1,4.6,2,,,,,,,,06/02/15,,,,,,,,,,,,,,,,,,2.08,,2.94,,3.89
Angers,Tours,2,0,H,,,1.99,3.4,4.92,1,,,,,,,,06/02/15,,,,,,,,,,,,,,,,,,1.9,,3.18,,4.24
Arles,Nimes,0,1,A,,,2.66,3.15,3.25,3,,,,,,,,06/02/15,,,,,,,,,,,,,,,,,,2.46,,2.93,,3.03
Clermont,Niort,1,1,D,,,2.56,3,3.55,2,,,,,,,,06/02/15,,,,,,,,,,,,,,,,,,2.44,,2.88,,3.12
Creteil,LeHavre,0,0,D,,,2.32,3.2,3.85,2,,,,,,,,06/02/15,,,,,,,,,,,,,,,,,,2.19,,3.05,,3.43
Orleans,Chateauroux,1,0,H,,,1.78,3.4,6.8,1,,,,,,,,06/02/15,,,,,,,,,,,,,,,,,,1.73,,3.2,,5.47
Troyes,AjaccioGFCO,1,1,D,,,1.81,3.45,6.6,2,,,,,,,,06/02/15,,,,,,,,,,,,,,,,,,1.73,,3.25,,5.23
Valenciennes,Auxerre,1,2,A,,,2.9,3.05,3.02,3,,,,,,,,06/02/15,,,,,,,,,,,,,,,,,,2.71,,2.9,,2.77
Dijon,Sochaux,1,0,H,,,2.1,3.2,4.54,1,,,,,,,,07/02/15,,,,,,,,,,,,,,,,,,2,,3.04,,4.03
Nancy,Brest,2,1,H,,,2.5,3,3.8,1,,,,,,,,09/02/15,,,,,,,,,,,,,,,,,,2.29,,2.89,,3.35
AjaccioGFCO,Angers,1,0,H,,,2.25,3.1,4.26,1,,,,,,,,13/02/15,,,,,,,,,,,,,,,,,,2.12,,2.93,,3.79
Auxerre,Troyes,0,1,A,,,2.85,3.03,3,3,,,,,,,,13/02/15,,,,,,,,,,,,,,,,,,2.69,,2.9,,2.77
Chateauroux,Ajaccio,0,0,D,,,2.97,3,2.92,2,,,,,,,,13/02/15,,,,,,,,,,,,,,,,,,2.78,,2.88,,2.7
Creteil,Valenciennes,0,0,D,,,2,3.4,4.59,2,,,,,,,,13/02/15,,,,,,,,,,,,,,,,,,1.93,,3.15,,4.16
Laval,Orleans,1,1,D,,,2.57,3,3.7,2,,,,,,,,13/02/15,,,,,,,,,,,,,,,,,,2.42,,2.88,,3.17
LeHavre,Clermont,3,1,H,,,2.2,3.2,4.2,1,,,,,,,,13/02/15,,,,,,,,,,,,,,,,,,2.08,,3.01,,3.8
Niort,Dijon,1,1,D,,,2.75,3,3.2,2,,,,,,,,13/02/15,,,,,,,,,,,,,,,,,,2.58,,2.87,,2.94
Tours,Arles,2,2,D,,,2.05,3.25,4.62,2,,,,,,,,13/02/15,,,,,,,,,,,,,,,,,,1.97,,3.08,,4.09
Sochaux,Nancy,0,2,A,,,2.32,3.1,4,3,,,,,,,,14/02/15,,,,,,,,,,,,,,,,,,2.19,,2.94,,3.57
Brest,Nimes,3,1,H,,,1.85,3.45,6.57,1,,,,,,,,16/02/15,,,,,,,,,,,,,,,,,,1.7,,3.25,,5.48
Ajaccio,Auxerre,1,1,D,,,2.6,3,3.45,2,,,,,,,,20/02/15,,,,,,,,,,,,,,,,,,2.44,,2.86,,3.17
Angers,Laval,2,0,H,,,2.1,3.2,4.65,1,,,,,,,,20/02/15,,,,,,,,,,,,,,,,,,2,,3.06,,4.02
Arles,Brest,1,0,H,,,4.2,3.1,2.25,1,,,,,,,,20/02/15,,,,,,,,,,,,,,,,,,3.61,,2.93,,2.18
Clermont,Creteil,1,0,H,,,2.37,3.15,3.8,1,,,,,,,,20/02/15,,,,,,,,,,,,,,,,,,2.24,,3.03,,3.34
Dijon,AjaccioGFCO,1,1,D,,,2.12,3.15,4.6,2,,,,,,,,20/02/15,,,,,,,,,,,,,,,,,,2.02,,3.03,,3.99
Nancy,Chateauroux,6,0,H,,,1.55,4.01,8.8,1,,,,,,,,20/02/15,,,,,,,,,,,,,,,,,,1.47,,3.81,,7.36
Orleans,Tours,2,1,H,,,2.47,3.2,3.53,1,,,,,,,,20/02/15,,,,,,,,,,,,,,,,,,2.3,,3.04,,3.21
Valenciennes,Niort,1,3,A,,,2.9,3.01,2.96,3,,,,,,,,20/02/15,,,,,,,,,,,,,,,,,,2.67,,2.9,,2.8
Troyes,LeHavre,2,2,D,,,1.77,3.52,6.34,2,,,,,,,,21/02/15,,,,,,,,,,,,,,,,,,1.7,,3.35,,5.22
Nimes,Sochaux,2,1,H,,,2.82,3,3.1,1,,,,,,,,23/02/15,,,,,,,,,,,,,,,,,,2.58,,2.88,,2.91
AjaccioGFCO,Orleans,3,2,H,,,2,3.15,5.1,1,,,,,,,,27/02/15,,,,,,,,,,,,,,,,,,1.94,,3.03,,4.39
Chateauroux,Nimes,2,1,H,,,2.77,3.09,3.05,1,,,,,,,,27/02/15,,,,,,,,,,,,,,,,,,2.57,,2.96,,2.87
Clermont,Valenciennes,0,0,D,,,2.1,3.25,4.6,2,,,,,,,,27/02/15,,,,,,,,,,,,,,,,,,2.03,,3.06,,3.93
Creteil,Dijon,0,2,A,,,2.75,3.1,3.1,3,,,,,,,,27/02/15,,,,,,,,,,,,,,,,,,2.57,,2.96,,2.87
Laval,Arles,1,0,H,,,2.31,3.1,4,1,,,,,,,,27/02/15,,,,,,,,,,,,,,,,,,2.16,,2.99,,3.62
LeHavre,Ajaccio,2,1,H,,,2.05,3.3,5.74,1,,,,,,,,27/02/15,,,,,,,,,,,,,,,,,,1.82,,3.15,,4.82
Niort,Troyes,1,0,H,,,3.1,3,2.71,1,,,,,,,,27/02/15,,,,,,,,,,,,,,,,,,2.88,,2.94,,2.58
Tours,Nancy,1,1,D,,,3.3,3.2,2.55,2,,,,,,,,27/02/15,,,,,,,,,,,,,,,,,,3.04,,3.04,,2.4
Brest,Sochaux,1,1,D,,,2.1,3.2,4.85,2,,,,,,,,28/02/15,,,,,,,,,,,,,,,,,,1.98,,3.01,,4.17
Auxerre,Angers,0,1,A,,,2.23,3.2,4.08,3,,,,,,,,02/03/15,,,,,,,,,,,,,,,,,,2.12,,3,,3.65
Ajaccio,Creteil,0,1,A,,,2.5,3.1,3.55,3,,,,,,,,06/03/15,,,,,,,,,,,,,,,,,,2.36,,2.93,,3.22
Angers,Niort,0,0,D,,,2.47,3.1,3.55,2,,,,,,,,06/03/15,,,,,,,,,,,,,,,,,,2.32,,2.93,,3.28
Nancy,Laval,1,1,D,,,1.65,3.8,8.64,2,,,,,,,,06/03/15,,,,,,,,,,,,,,,,,,1.55,,3.52,,6.87
Nimes,AjaccioGFCO,2,0,H,,,2.78,3.01,3.13,1,,,,,,,,06/03/15,,,,,,,,,,,,,,,,,,2.63,,2.89,,2.86
Orleans,Valenciennes,0,1,A,,,2.21,3.1,4.28,3,,,,,,,,06/03/15,,,,,,,,,,,,,,,,,,2.08,,2.94,,3.91
Sochaux,Tours,2,1,H,,,1.91,3.4,5.24,1,,,,,,,,06/03/15,,,,,,,,,,,,,,,,,,1.82,,3.19,,4.67
Troyes,Clermont,2,0,H,,,1.6,4,8,1,,,,,,,,06/03/15,,,,,,,,,,,,,,,,,,1.52,,3.69,,6.7
Dijon,LeHavre,1,1,D,,,2.02,3.3,4.8,2,,,,,,,,07/03/15,,,,,,,,,,,,,,,,,,1.93,,3.11,,4.21
Arles,Auxerre,2,4,A,,,2.73,3.1,3.1,3,,,,,,,,09/03/15,,,,,,,,,,,,,,,,,,2.57,,2.89,,2.89
Brest,Chateauroux,3,0,H,,,1.53,4.3,8.56,1,,,,,,,,09/03/15,,,,,,,,,,,,,,,,,,1.46,,3.92,,7.32
AjaccioGFCO,Nancy,1,0,H,,,2.73,3,3.25,1,,,,,,,,13/03/15,,,,,,,,,,,,,,,,,,2.55,,2.84,,2.99
Chateauroux,Arles,1,2,A,,,2.38,3.1,3.8,3,,,,,,,,13/03/15,,,,,,,,,,,,,,,,,,2.28,,2.96,,3.33
Clermont,Dijon,2,5,A,,,3.2,3.05,2.74,3,,,,,,,,13/03/15,,,,,,,,,,,,,,,,,,2.91,,2.93,,2.55
Creteil,Angers,0,1,A,,,2.6,3,3.61,3,,,,,,,,13/03/15,,,,,,,,,,,,,,,,,,2.37,,2.91,,3.21
Laval,Nimes,0,1,A,,,2.3,3.1,4,3,,,,,,,,13/03/15,,,,,,,,,,,,,,,,,,2.16,,2.98,,3.59
LeHavre,Orleans,3,1,H,,,1.91,3.25,5.7,1,,,,,,,,13/03/15,,,,,,,,,,,,,,,,,,1.84,,3.1,,4.76
Niort,Ajaccio,1,0,H,,,1.85,3.3,5.96,1,,,,,,,,13/03/15,,,,,,,,,,,,,,,,,,1.77,,3.13,,5.17
Tours,Brest,1,1,D,,,3.4,3.03,2.6,2,,,,,,,,13/03/15,,,,,,,,,,,,,,,,,,3.07,,2.91,,2.46
Auxerre,Sochaux,1,0,H,,,2.5,3.03,3.63,1,,,,,,,,14/03/15,,,,,,,,,,,,,,,,,,2.34,,2.88,,3.3
Valenciennes,Troyes,1,1,D,,,4.05,3.2,2.25,2,,,,,,,,16/03/15,,,,,,,,,,,,,,,,,,3.54,,3.01,,2.14
Ajaccio,Clermont,1,2,A,,,2.42,3.1,3.87,3,,,,,,,,20/03/15,,,,,,,,,,,,,,,,,,2.21,,2.97,,3.48
Angers,LeHavre,1,0,H,,,2.5,3.1,3.57,1,,,,,,,,20/03/15,,,,,,,,,,,,,,,,,,2.33,,2.91,,3.3
Arles,AjaccioGFCO,0,0,D,,,3.05,3,2.81,2,,,,,,,,20/03/15,,,,,,,,,,,,,,,,,,2.85,,2.88,,2.64
Dijon,Valenciennes,1,1,D,,,1.73,3.74,6.25,2,,,,,,,,20/03/15,,,,,,,,,,,,,,,,,,1.64,,3.49,,5.47
Nimes,Tours,3,2,H,,,2.63,3.29,3.2,1,,,,,,,,20/03/15,,,,,,,,,,,,,,,,,,2.39,,3.07,,3.01
Orleans,Niort,0,0,D,,,2.85,3,3.12,2,,,,,,,,20/03/15,,,,,,,,,,,,,,,,,,2.63,,2.87,,2.87
Sochaux,Chateauroux,3,0,H,,,1.65,3.8,7,1,,,,,,,,20/03/15,,,,,,,,,,,,,,,,,,1.57,,3.61,,6.13
Troyes,Creteil,2,0,H,,,1.63,3.8,7.5,1,,,,,,,,20/03/15,,,,,,,,,,,,,,,,,,1.56,,3.61,,6.28
Brest,Laval,0,0,D,,,1.68,3.55,7.5,2,,,,,,,,21/03/15,,,,,,,,,,,,,,,,,,1.61,,3.35,,6.34
Nancy,Auxerre,2,1,H,,,2.1,3.3,4.74,1,,,,,,,,23/03/15,,,,,,,,,,,,,,,,,,1.98,,3.04,,4.12
Auxerre,Nimes,3,1,H,,,1.85,3.72,6,1,,,,,,,,03/04/15,,,,,,,,,,,,,,,,,,1.68,,3.48,,5.25
Clermont,Angers,2,0,H,,,2.75,3.1,3.05,1,,,,,,,,03/04/15,,,,,,,,,,,,,,,,,,2.56,,2.94,,2.88
Creteil,Orleans,1,0,H,,,2.36,3.16,3.8,1,,,,,,,,03/04/15,,,,,,,,,,,,,,,,,,2.23,,3.01,,3.37
Laval,Sochaux,2,2,D,,,3.12,3,2.79,2,,,,,,,,03/04/15,,,,,,,,,,,,,,,,,,2.85,,2.89,,2.63
LeHavre,Nancy,0,1,A,,,2.95,3.14,2.9,3,,,,,,,,03/04/15,,,,,,,,,,,,,,,,,,2.71,,3,,2.67
Niort,Arles,1,1,D,,,1.8,3.51,6.3,2,,,,,,,,03/04/15,,,,,,,,,,,,,,,,,,1.72,,3.33,,5.14
Tours,Chateauroux,1,0,H,,,1.85,3.62,5.5,1,,,,,,,,03/04/15,,,,,,,,,,,,,,,,,,1.74,,3.45,,4.72
Valenciennes,Ajaccio,1,1,D,,,2.29,3.2,3.8,2,,,,,,,,03/04/15,,,,,,,,,,,,,,,,,,2.2,,3.01,,3.46
Dijon,Troyes,0,1,A,,,2.5,3.25,3.32,3,,,,,,,,04/04/15,,,,,,,,,,,,,,,,,,2.37,,3.07,,3.04
AjaccioGFCO,Brest,1,1,D,,,2.45,3,3.7,2,,,,,,,,06/04/15,,,,,,,,,,,,,,,,,,2.34,,2.85,,3.32
Ajaccio,Dijon,1,0,H,,,3.4,3.15,2.6,1,,,,,,,,10/04/15,,,,,,,,,,,,,,,,,,3.03,,2.94,,2.45
Arles,LeHavre,0,1,A,,,3.11,3.1,2.72,3,,,,,,,,10/04/15,,,,,,,,,,,,,,,,,,2.92,,2.92,,2.54
Chateauroux,AjaccioGFCO,0,2,A,,,4.6,3.21,2.1,3,,,,,,,,10/04/15,,,,,,,,,,,,,,,,,,4.07,,3.04,,1.99
Nancy,Niort,1,2,A,,,1.85,3.5,6.15,3,,,,,,,,10/04/15,,,,,,,,,,,,,,,,,,1.73,,3.32,,5.09
Nimes,Clermont,0,1,A,,,2.68,3.17,3.08,3,,,,,,,,10/04/15,,,,,,,,,,,,,,,,,,2.51,,3.01,,2.87
Orleans,Troyes,0,1,A,,,3.8,3.1,2.4,3,,,,,,,,10/04/15,,,,,,,,,,,,,,,,,,3.44,,2.91,,2.26
Sochaux,Creteil,2,1,H,,,1.75,3.6,6.55,1,,,,,,,,10/04/15,,,,,,,,,,,,,,,,,,1.68,,3.4,,5.44
Tours,Laval,1,1,D,,,2.05,3.33,4.73,2,,,,,,,,10/04/15,,,,,,,,,,,,,,,,,,1.95,,3.12,,4.1
Brest,Auxerre,0,1,A,,,2.15,3.2,4.33,3,,,,,,,,11/04/15,,,,,,,,,,,,,,,,,,2.05,,3.02,,3.89
Angers,Valenciennes,0,0,D,,,1.8,3.5,5.8,2,,,,,,,,13/04/15,,,,,,,,,,,,,,,,,,1.75,,3.27,,4.95
AjaccioGFCO,Sochaux,3,0,H,,,2.31,3.1,3.95,1,,,,,,,,17/04/15,,,,,,,,,,,,,,,,,,2.2,,2.94,,3.53
Auxerre,Tours,2,3,A,,,1.86,3.62,5.2,3,,,,,,,,17/04/15,,,,,,,,,,,,,,,,,,1.76,,3.4,,4.68
Clermont,Orleans,1,0,H,,,2.3,3.1,4,1,,,,,,,,17/04/15,,,,,,,,,,,,,,,,,,2.18,,2.95,,3.59
Creteil,Nancy,1,1,D,,,3.37,3.1,2.53,2,,,,,,,,17/04/15,,,,,,,,,,,,,,,,,,3.11,,2.99,,2.38
Laval,Chateauroux,1,0,H,,,1.8,3.55,6,1,,,,,,,,17/04/15,,,,,,,,,,,,,,,,,,1.73,,3.33,,5.1
Niort,Nimes,3,2,H,,,1.73,3.8,6.3,1,,,,,,,,17/04/15,,,,,,,,,,,,,,,,,,1.67,,3.5,,5.22
Troyes,Ajaccio,2,0,H,,,1.65,3.88,8,1,,,,,,,,17/04/15,,,,,,,,,,,,,,,,,,1.54,,3.63,,6.65
Valenciennes,Arles,3,0,H,,,2.25,3.2,4,1,,,,,,,,17/04/15,,,,,,,,,,,,,,,,,,2.13,,3.06,,3.56
Dijon,Angers,1,1,D,,,2.2,3.3,4.7,2,,,,,,,,18/04/15,,,,,,,,,,,,,,,,,,1.95,,3.13,,4.1
LeHavre,Brest,1,1,D,,,2.65,3.01,3.3,2,,,,,,,,20/04/15,,,,,,,,,,,,,,,,,,2.48,,2.92,,2.99
Angers,Ajaccio,1,0,H,,,1.8,3.45,6.25,1,,,,,,,,24/04/15,,,,,,,,,,,,,,,,,,1.73,,3.26,,5.27
Arles,Clermont,0,0,D,,,2.85,3.1,3,2,,,,,,,,24/04/15,,,,,,,,,,,,,,,,,,2.66,,2.95,,2.77
Brest,Valenciennes,1,0,H,,,1.6,3.88,9.5,1,,,,,,,,24/04/15,,,,,,,,,,,,,,,,,,1.49,,3.65,,7.77
Chateauroux,Auxerre,2,1,H,,,5.1,3.32,2,1,,,,,,,,24/04/15,,,,,,,,,,,,,,,,,,4.26,,3.18,,1.9
Laval,AjaccioGFCO,0,2,A,,,3.6,3,2.6,3,,,,,,,,24/04/15,,,,,,,,,,,,,,,,,,3.23,,2.9,,2.37
Nancy,Troyes,2,0,H,,,2.2,3.26,4.6,1,,,,,,,,24/04/15,,,,,,,,,,,,,,,,,,2,,3.09,,3.96
Nimes,Creteil,0,1,A,,,2.73,3.22,3.08,3,,,,,,,,24/04/15,,,,,,,,,,,,,,,,,,2.51,,3.08,,2.83
Sochaux,LeHavre,0,1,A,,,2.05,3.25,4.85,3,,,,,,,,24/04/15,,,,,,,,,,,,,,,,,,1.94,,3.11,,4.18
Tours,Niort,1,0,H,,,2.48,3.27,3.3,1,,,,,,,,24/04/15,,,,,,,,,,,,,,,,,,2.38,,3.09,,3.01
Orleans,Dijon,0,1,A,,,2.78,3.04,3.1,3,,,,,,,,25/04/15,,,,,,,,,,,,,,,,,,2.6,,2.91,,2.88
Clermont,Sochaux,0,0,D,,,2.55,3.2,3.6,2,,,,,,,,27/04/15,,,,,,,,,,,,,,,,,,2.29,,3.03,,3.27
Ajaccio,Orleans,2,3,A,,,2.33,3.1,3.98,3,,,,,,,,28/04/15,,,,,,,,,,,,,,,,,,2.2,,2.93,,3.56
AjaccioGFCO,Tours,1,1,D,,,1.73,3.81,5.97,2,,,,,,,,28/04/15,,,,,,,,,,,,,,,,,,1.66,,3.52,,5.27
Auxerre,Laval,1,1,D,,,1.77,3.5,6.3,2,,,,,,,,28/04/15,,,,,,,,,,,,,,,,,,1.71,,3.33,,5.27
Creteil,Brest,2,1,H,,,3.5,3.18,2.51,1,,,,,,,,28/04/15,,,,,,,,,,,,,,,,,,3.16,,2.99,,2.35
Dijon,Arles,1,0,H,,,1.47,4.5,9.3,1,,,,,,,,28/04/15,,,,,,,,,,,,,,,,,,1.43,,4.1,,7.59
LeHavre,Nimes,2,0,H,,,1.75,3.65,5.88,1,,,,,,,,28/04/15,,,,,,,,,,,,,,,,,,1.68,,3.46,,5.15
Niort,Chateauroux,3,0,H,,,1.57,4,7.9,1,,,,,,,,28/04/15,,,,,,,,,,,,,,,,,,1.52,,3.72,,6.57
Troyes,Angers,2,1,H,,,2.05,3.25,4.91,1,,,,,,,,28/04/15,,,,,,,,,,,,,,,,,,1.93,,3.11,,4.2
Valenciennes,Nancy,1,1,D,,,4.12,3.25,2.2,2,,,,,,,,28/04/15,,,,,,,,,,,,,,,,,,3.64,,3.08,,2.1
Angers,Orleans,2,1,H,,,2.04,3.35,4.55,1,,,,,,,,01/05/15,,,,,,,,,,,,,,,,,,1.94,,3.14,,4.14
Arles,Creteil,2,0,H,,,3.1,3.2,2.71,1,,,,,,,,01/05/15,,,,,,,,,,,,,,,,,,2.82,,3.03,,2.57
Auxerre,AjaccioGFCO,0,0,D,,,2.74,3.1,3.03,2,,,,,,,,01/05/15,,,,,,,,,,,,,,,,,,2.6,,2.96,,2.83
Chateauroux,Valenciennes,3,0,H,,,3.06,3.1,2.75,1,,,,,,,,01/05/15,,,,,,,,,,,,,,,,,,2.83,,2.95,,2.61
Laval,LeHavre,1,1,D,,,3.03,3.1,2.8,2,,,,,,,,01/05/15,,,,,,,,,,,,,,,,,,2.79,,2.96,,2.64
Nancy,Ajaccio,2,0,H,,,1.6,4.05,8,1,,,,,,,,01/05/15,,,,,,,,,,,,,,,,,,1.53,,3.71,,6.64
Sochaux,Niort,2,3,A,,,2.06,3.35,4.37,3,,,,,,,,01/05/15,,,,,,,,,,,,,,,,,,1.99,,3.16,,3.89
Tours,Clermont,0,1,A,,,2.2,3.3,3.99,3,,,,,,,,01/05/15,,,,,,,,,,,,,,,,,,2.09,,3.12,,3.59
Nimes,Troyes,1,2,A,,,4.35,3.4,2.05,3,,,,,,,,02/05/15,,,,,,,,,,,,,,,,,,3.9,,3.19,,1.98
Brest,Dijon,0,0,D,,,2.3,3.15,3.94,2,,,,,,,,04/05/15,,,,,,,,,,,,,,,,,,2.16,,3.02,,3.52
Ajaccio,Brest,2,1,H,,,3.06,3.11,2.75,1,,,,,,,,08/05/15,,,,,,,,,,,,,,,,,,2.87,,2.94,,2.56
Clermont,Nancy,0,1,A,,,4.55,3.34,2.1,3,,,,,,,,08/05/15,,,,,,,,,,,,,,,,,,3.99,,3.15,,1.97
Dijon,Chateauroux,0,1,A,,,1.35,5.8,15,3,,,,,,,,08/05/15,,,,,,,,,,,,,,,,,,1.28,,5.11,,10.5
LeHavre,Tours,0,1,A,,,2.06,3.67,4.33,3,,,,,,,,08/05/15,,,,,,,,,,,,,,,,,,1.94,,3.38,,3.77
Niort,Auxerre,1,1,D,,,2.1,3.4,4.7,2,,,,,,,,08/05/15,,,,,,,,,,,,,,,,,,1.96,,3.21,,3.91
Orleans,Nimes,1,1,D,,,1.65,3.8,7.3,2,,,,,,,,08/05/15,,,,,,,,,,,,,,,,,,1.58,,3.57,,6.1
Troyes,Arles,4,0,H,,,1.4,5,10.5,1,,,,,,,,08/05/15,,,,,,,,,,,,,,,,,,1.37,,4.45,,8.38
Valenciennes,Laval,2,2,D,,,2.11,3.3,4.5,2,,,,,,,,08/05/15,,,,,,,,,,,,,,,,,,1.99,,3.08,,4
Creteil,AjaccioGFCO,1,1,D,,,3.63,3.1,2.4,2,,,,,,,,09/05/15,,,,,,,,,,,,,,,,,,3.35,,2.96,,2.25
Angers,Sochaux,0,0,D,,,1.91,3.4,5.3,2,,,,,,,,11/05/15,,,,,,,,,,,,,,,,,,1.83,,3.22,,4.43
AjaccioGFCO,Niort,3,2,H,,,1.63,3.91,6.75,1,,,,,,,,15/05/15,,,,,,,,,,,,,,,,,,1.57,,3.65,,6.07
Arles,Orleans,4,1,H,,,4.33,3.38,2.11,1,,,,,,,,15/05/15,,,,,,,,,,,,,,,,,,3.82,,3.16,,2.02
Auxerre,Creteil,2,2,D,,,2.38,3.32,3.8,2,,,,,,,,15/05/15,,,,,,,,,,,,,,,,,,2.21,,3.15,,3.27
Brest,Troyes,2,1,H,,,2.5,3.4,3.25,1,,,,,,,,15/05/15,,,,,,,,,,,,,,,,,,2.37,,3.13,,2.98
Chateauroux,LeHavre,0,0,D,,,3.6,3.32,2.32,2,,,,,,,,15/05/15,,,,,,,,,,,,,,,,,,3.3,,3.14,,2.2
Laval,Clermont,3,1,H,,,2.5,3.14,3.34,1,,,,,,,,15/05/15,,,,,,,,,,,,,,,,,,2.34,,3.01,,3.12
