Bastia,Bordeaux,0,0,,,,2.68,3.25,3.1,2,,,2.56,3.09,2.91,,,,,,,,,,,,,,,24/01/15
Guingamp,Lorient,3,2,,,,2.32,3.3,3.68,1,,,2.22,3.18,3.4,,,,,,,,,,,,,,,24/01/15
Lille,Monaco,0,1,,,,2.95,3.2,2.88,3,,,2.81,2.96,2.75,,,,,,,,,,,,,,,24/01/15
Montpellier,Nantes,4,0,,,,2.38,3.25,3.6,1,,,2.27,3.12,3.36,,,,,,,,,,,,,,,24/01/15
ETG,Toulouse,1,0,,,,2.68,3.25,3.03,1,,,2.54,3.12,2.89,,,,,,,,,,,,,,,25/01/15
Lyon,Metz,2,0,,,,1.4,5.3,11.5,1,,,1.34,4.86,9.43,,,,,,,,,,,,,,,25/01/15
Reims,Lens,0,0,,,,2.42,3.3,3.5,2,,,2.3,3.18,3.22,,,,,,,,,,,,,,,25/01/15
Rennes,Caen,1,4,,,,2.07,3.5,4.5,3,,,1.99,3.32,3.94,,,,,,,,,,,,,,,25/01/15
SaintEtienne,PSG,0,1,,,,3.75,3.4,2.25,3,,,3.51,3.23,2.16,,,,,,,,,,,,,,,25/01/15
PSG,Rennes,1,0,,,,1.26,6.8,18,1,,,1.22,6.13,13.7,,,,,,,,,,,,,,,30/01/15
Lens,Bastia,1,1,,,,2.23,3.35,4,2,,,2.15,3.17,3.57,,,,,,,,,,,,,,,31/01/15
Lorient,Montpellier,0,0,,,,2.55,3.26,3.4,2,,,2.39,3.15,3.08,,,,,,,,,,,,,,,31/01/15
Marseille,ETG,1,0,,,,1.4,5.5,12,1,,,1.33,4.96,9.5,,,,,,,,,,,,,,,31/01/15
Metz,Nice,0,0,,,,2.75,3.23,3.1,2,,,2.58,3.08,2.87,,,,,,,,,,,,,,,31/01/15
Nantes,Lille,1,1,,,,2.53,3.2,3.6,2,,,2.38,2.96,3.3,,,,,,,,,,,,,,,31/01/15
Toulouse,Reims,1,0,,,,2,3.58,5,1,,,1.85,3.41,4.44,,,,,,,,,,,,,,,31/01/15
Bordeaux,Guingamp,1,1,,,,2.05,3.45,4.4,2,,,1.97,3.29,3.96,,,,,,,,,,,,,,,01/02/15
Caen,SaintEtienne,1,0,,,,3.7,3.35,2.32,1,,,3.32,3.17,2.24,,,,,,,,,,,,,,,01/02/15
Monaco,Lyon,0,0,,,,2.3,3.4,3.9,2,,,2.14,3.17,3.56,,,,,,,,,,,,,,,01/02/15
SaintEtienne,Lens,3,3,,,,1.63,4,7.5,2,,,1.57,3.73,6.55,,,,,,,,,,,,,,,06/02/15
Bastia,Metz,2,0,,,,2.27,3.25,4,1,,,2.18,3.1,3.6,,,,,,,,,,,,,,,07/02/15
Caen,Toulouse,2,0,,,,2.38,3.43,3.55,1,,,2.23,3.28,3.27,,,,,,,,,,,,,,,07/02/15
ETG,Bordeaux,0,1,,,,2.93,3.21,2.76,3,,,2.8,3.1,2.63,,,,,,,,,,,,,,,07/02/15
Montpellier,Lille,1,2,,,,2.31,3.2,3.75,3,,,2.22,3.05,3.49,,,,,,,,,,,,,,,07/02/15
Reims,Lorient,1,3,,,,2.6,3.3,3.1,3,,,2.45,3.18,2.96,,,,,,,,,,,,,,,07/02/15
Rennes,Marseille,1,1,,,,3.55,3.35,2.36,2,,,3.29,3.21,2.25,,,,,,,,,,,,,,,07/02/15
Guingamp,Monaco,1,0,,,,3.5,3.25,2.45,1,,,3.32,3.07,2.3,,,,,,,,,,,,,,,08/02/15
Lyon,PSG,1,1,,,,3.7,3.4,2.28,2,,,3.42,3.25,2.18,,,,,,,,,,,,,,,08/02/15
Nice,Nantes,0,0,,,,2.3,3.24,3.75,2,,,2.18,3.12,3.56,,,,,,,,,,,,,,,08/02/15
Marseille,Reims,2,2,,,,1.4,5.6,10,2,,,1.35,4.99,8.65,,,,,,,,,,,,,,,13/02/15
Lens,ETG,0,2,,,,2,3.45,4.6,3,,,1.93,3.3,4.21,,,,,,,,,,,,,,,14/02/15
Lille,Nice,0,0,,,,2.06,3.4,4.9,2,,,1.96,3.17,4.3,,,,,,,,,,,,,,,14/02/15
Nantes,Bastia,0,2,,,,2.01,3.4,4.75,3,,,1.94,3.23,4.3,,,,,,,,,,,,,,,14/02/15
PSG,Caen,2,2,,,,1.3,7,15,2,,,1.25,5.88,11.46,,,,,,,,,,,,,,,14/02/15
Toulouse,Rennes,2,1,,,,2.3,3.3,3.75,1,,,2.22,3.18,3.42,,,,,,,,,,,,,,,14/02/15
Bordeaux,SaintEtienne,1,0,,,,2.74,3.2,3,1,,,2.61,3.06,2.86,,,,,,,,,,,,,,,15/02/15
Lorient,Lyon,1,1,,,,3.6,3.4,2.41,2,,,3.2,3.25,2.28,,,,,,,,,,,,,,,15/02/15
Metz,Guingamp,0,2,,,,2.78,3.2,3.01,3,,,2.66,2.99,2.83,,,,,,,,,,,,,,,15/02/15
Nice,Monaco,0,1,,,,3.5,3.2,2.6,3,,,3.28,3,2.39,,,,,,,,,,,,,,,20/02/15
Bastia,Lille,2,1,,,,2.9,3.2,3.01,1,,,2.77,2.93,2.82,,,,,,,,,,,,,,,21/02/15
Caen,Lens,4,1,,,,2.1,3.49,4.18,1,,,2.01,3.32,3.89,,,,,,,,,,,,,,,21/02/15
PSG,Toulouse,3,1,,,,1.31,6.12,13,1,,,1.28,5.67,10.76,,,,,,,,,,,,,,,21/02/15
Rennes,Bordeaux,1,1,,,,2.5,3.25,3.35,2,,,2.4,3.11,3.13,,,,,,,,,,,,,,,21/02/15
Guingamp,Montpellier,0,2,,,,2.44,3.27,3.45,3,,,2.33,3.15,3.22,,,,,,,,,,,,,,,22/02/15
Lyon,Nantes,1,0,,,,1.57,4.2,7.73,1,,,1.54,3.88,6.72,,,,,,,,,,,,,,,22/02/15
Reims,Metz,0,0,,,,2.2,3.33,4.1,2,,,2.11,3.19,3.72,,,,,,,,,,,,,,,22/02/15
SaintEtienne,Marseille,2,2,,,,2.62,3.3,3.13,2,,,2.49,3.14,2.97,,,,,,,,,,,,,,,22/02/15
Marseille,Caen,2,3,,,,1.52,4.8,8.5,3,,,1.44,4.47,7.23,,,,,,,,,,,,,,,27/02/15
Bordeaux,Reims,1,1,,,,1.8,3.8,5.75,2,,,1.71,3.57,5.15,,,,,,,,,,,,,,,28/02/15
Lens,Rennes,0,1,,,,2.45,3.3,3.45,3,,,2.36,3.14,3.18,,,,,,,,,,,,,,,28/02/15
Lille,Lyon,2,1,,,,3,3.2,2.8,1,,,2.8,3.05,2.68,,,,,,,,,,,,,,,28/02/15
Lorient,Bastia,2,0,,,,2.1,3.53,4.8,1,,,1.94,3.31,4.15,,,,,,,,,,,,,,,28/02/15
Metz,ETG,1,2,,,,2.22,3.3,4.09,3,,,2.14,3.17,3.63,,,,,,,,,,,,,,,28/02/15
Toulouse,SaintEtienne,1,1,,,,3.1,3.2,2.7,2,,,2.87,3.04,2.62,,,,,,,,,,,,,,,28/02/15
Monaco,PSG,0,0,,,,3.5,3.25,2.45,2,,,3.29,3.08,2.33,,,,,,,,,,,,,,,01/03/15
Montpellier,Nice,2,1,,,,2.16,3.3,4.2,1,,,2.08,3.18,3.81,,,,,,,,,,,,,,,01/03/15
Nantes,Guingamp,1,0,,,,2.3,3.25,3.9,1,,,2.2,3.09,3.56,,,,,,,,,,,,,,,01/03/15
ETG,Lorient,1,0,,,,2.87,3.25,3,1,,,2.67,3.12,2.77,,,,,,,,,,,,,,,04/03/15
Toulouse,Marseille,1,6,,,,3.25,3.35,2.5,3,,,3.01,3.23,2.41,,,,,,,,,,,,,,,06/03/15
Bastia,Nice,2,1,,,,2.5,3.25,3.5,1,,,2.33,3.07,3.3,,,,,,,,,,,,,,,07/03/15
Caen,Bordeaux,1,2,,,,2.9,3.35,2.88,3,,,2.64,3.17,2.74,,,,,,,,,,,,,,,07/03/15
ETG,Monaco,1,3,,,,4.6,3.4,2.1,3,,,4.11,3.19,2,,,,,,,,,,,,,,,07/03/15
PSG,Lens,4,1,,,,1.25,7.3,19,1,,,1.21,6.33,14.09,,,,,,,,,,,,,,,07/03/15
Reims,Nantes,3,1,,,,2.6,3.2,3.25,1,,,2.45,3.07,3.07,,,,,,,,,,,,,,,07/03/15
Rennes,Metz,1,0,,,,1.92,3.5,5,1,,,1.85,3.32,4.57,,,,,,,,,,,,,,,07/03/15
Guingamp,Lille,0,1,,,,2.8,3.3,3,3,,,2.62,3.03,2.88,,,,,,,,,,,,,,,08/03/15
Montpellier,Lyon,1,5,,,,3.1,3.32,2.72,3,,,2.88,3.17,2.53,,,,,,,,,,,,,,,08/03/15
SaintEtienne,Lorient,2,0,,,,1.69,3.88,7,1,,,1.63,3.66,5.87,,,,,,,,,,,,,,,08/03/15
Monaco,Bastia,3,0,,,,1.66,3.9,7.66,1,,,1.6,3.65,6.4,,,,,,,,,,,,,,,13/03/15
Nice,Guingamp,1,2,,,,2.5,3.2,3.6,3,,,2.38,3.04,3.24,,,,,,,,,,,,,,,13/03/15
Lens,Toulouse,1,0,,,,2.5,3.31,3.21,1,,,2.42,3.17,3.03,,,,,,,,,,,,,,,14/03/15
Lorient,Caen,2,1,,,,2,3.66,4.33,1,,,1.92,3.45,4.01,,,,,,,,,,,,,,,14/03/15
Metz,SaintEtienne,2,3,,,,4.13,3.4,2.18,3,,,3.78,3.16,2.1,,,,,,,,,,,,,,,14/03/15
Montpellier,Reims,3,1,,,,1.88,3.66,5.2,1,,,1.82,3.45,4.56,,,,,,,,,,,,,,,14/03/15
Nantes,ETG,2,1,,,,2.14,3.4,4.4,1,,,2.03,3.15,4.03,,,,,,,,,,,,,,,14/03/15
Bordeaux,PSG,3,2,,,,4.45,3.5,2,1,,,4.09,3.34,1.94,,,,,,,,,,,,,,,15/03/15
Lille,Rennes,3,0,,,,1.95,3.6,5.2,1,,,1.89,3.25,4.54,,,,,,,,,,,,,,,15/03/15
Marseille,Lyon,0,0,,,,2.15,3.64,3.9,2,,,2.04,3.42,3.61,,,,,,,,,,,,,,,15/03/15
PSG,Lorient,3,1,,,,1.3,7,16,1,,,1.26,5.7,11.68,,,,,,,,,,,,,,,20/03/15
Bastia,Guingamp,0,0,,,,3,3.3,3,2,,,2.85,3.06,2.6,,,,,,,,,,,,,,,21/03/15
Caen,Metz,0,0,,,,1.96,3.58,4.6,2,,,1.9,3.4,4.18,,,,,,,,,,,,,,,21/03/15
ETG,Montpellier,1,0,,,,3.05,3.3,3,1,,,2.88,3.08,2.57,,,,,,,,,,,,,,,21/03/15
Lyon,Nice,1,2,,,,1.57,4.6,8.5,3,,,1.52,3.95,6.65,,,,,,,,,,,,,,,21/03/15
Rennes,Nantes,0,0,,,,2.25,3.3,4.05,2,,,2.16,3.08,3.62,,,,,,,,,,,,,,,21/03/15
Toulouse,Bordeaux,2,1,,,,2.7,3.3,3.1,1,,,2.52,3.09,2.93,,,,,,,,,,,,,,,21/03/15
Lens,Marseille,0,4,,,,4.85,3.7,1.9,3,,,4.47,3.51,1.8,,,,,,,,,,,,,,,22/03/15
Reims,Monaco,1,3,,,,5,3.4,2.1,3,,,4.41,3.25,1.91,,,,,,,,,,,,,,,22/03/15
SaintEtienne,Lille,2,0,,,,2.05,3.5,4.8,1,,,1.96,3.18,4.24,,,,,,,,,,,,,,,22/03/15
Monaco,SaintEtienne,1,1,,,,2.1,3.4,5.3,2,,,1.87,3.22,4.71,,,,,,,,,,,,,,,03/04/15
Guingamp,Lyon,1,3,,,,4,3.55,2.21,3,,,3.52,3.28,2.14,,,,,,,,,,,,,,,04/04/15
Lille,Reims,3,1,,,,1.75,3.65,6.5,1,,,1.67,3.51,5.73,,,,,,,,,,,,,,,04/04/15
Lorient,Rennes,0,3,,,,2.1,3.45,4.44,3,,,1.99,3.31,3.96,,,,,,,,,,,,,,,04/04/15
Metz,Toulouse,3,2,,,,2.88,3.25,2.9,1,,,2.72,3.1,2.72,,,,,,,,,,,,,,,04/04/15
Montpellier,Bastia,3,1,,,,1.91,3.6,5,1,,,1.83,3.46,4.47,,,,,,,,,,,,,,,04/04/15
Nice,ETG,2,2,,,,2,3.4,5,2,,,1.92,3.25,4.37,,,,,,,,,,,,,,,04/04/15
Bordeaux,Lens,2,1,,,,1.7,4,6.5,1,,,1.62,3.79,5.63,,,,,,,,,,,,,,,05/04/15
Marseille,PSG,2,3,,,,3.21,3.4,2.45,3,,,3.05,3.28,2.35,,,,,,,,,,,,,,,05/04/15
Nantes,Caen,1,2,,,,2.3,3.31,3.75,3,,,2.2,3.2,3.43,,,,,,,,,,,,,,,05/04/15
Monaco,Montpellier,0,0,,,,1.75,3.8,6.31,2,,,1.68,3.56,5.49,,,,,,,,,,,,,,,07/04/15
Caen,Monaco,0,3,,,,3.72,3.4,2.25,3,,,3.43,3.23,2.19,,,,,,,,,,,,,,,10/04/15
Bordeaux,Marseille,1,0,,,,2.88,3.4,2.9,1,,,2.6,3.24,2.71,,,,,,,,,,,,,,,12/04/15
ETG,Lille,0,1,,,,3.4,3.3,2.6,3,,,3.15,3.03,2.43,,,,,,,,,,,,,,,12/04/15
Lens,Lorient,0,0,,,,2.85,3.4,2.88,2,,,2.65,3.21,2.72,,,,,,,,,,,,,,,12/04/15
Reims,Nice,0,1,,,,2.4,3.3,3.6,3,,,2.29,3.18,3.26,,,,,,,,,,,,,,,12/04/15
Rennes,Guingamp,1,0,,,,2.3,3.3,3.88,1,,,2.17,3.18,3.53,,,,,,,,,,,,,,,12/04/15
SaintEtienne,Nantes,1,0,,,,1.73,4,7.17,1,,,1.64,3.55,6.04,,,,,,,,,,,,,,,12/04/15
Toulouse,Montpellier,1,0,,,,2.5,3.34,3.3,1,,,2.38,3.21,3.05,,,,,,,,,,,,,,,12/04/15
Lyon,Bastia,2,0,,,,1.4,5.5,12.5,1,,,1.36,4.63,9.3,,,,,,,,,,,,,,,15/04/15
Nantes,Marseille,1,0,,,,4.52,3.55,2.05,1,,,4.13,3.35,1.93,,,,,,,,,,,,,,,17/04/15
Bastia,Reims,1,2,,,,2.25,3.4,3.8,3,,,2.17,3.24,3.45,,,,,,,,,,,,,,,18/04/15
Guingamp,ETG,1,1,,,,2,3.49,4.6,2,,,1.92,3.31,4.23,,,,,,,,,,,,,,,18/04/15
Lorient,Toulouse,0,1,,,,2.2,3.49,3.94,3,,,2.11,3.29,3.56,,,,,,,,,,,,,,,18/04/15
Metz,Lens,3,1,,,,2.25,3.4,3.85,1,,,2.18,3.25,3.42,,,,,,,,,,,,,,,18/04/15
Monaco,Rennes,1,1,,,,1.7,3.8,6.7,2,,,1.64,3.57,5.98,,,,,,,,,,,,,,,18/04/15
Nice,PSG,1,3,,,,7.1,4,1.75,3,,,6.16,3.79,1.58,,,,,,,,,,,,,,,18/04/15
Lille,Bordeaux,2,0,,,,2.25,3.2,4.1,1,,,2.15,3.1,3.69,,,,,,,,,,,,,,,19/04/15
Lyon,SaintEtienne,2,2,,,,1.95,3.6,4.65,2,,,1.9,3.39,4.23,,,,,,,,,,,,,,,19/04/15
Montpellier,Caen,1,0,,,,1.99,3.6,4.6,1,,,1.92,3.43,4.04,,,,,,,,,,,,,,,19/04/15
Marseille,Lorient,3,5,,,,1.5,5.5,9.8,3,,,1.38,4.79,8.11,,,,,,,,,,,,,,,24/04/15
Bordeaux,Metz,1,1,,,,1.67,4.2,7,2,,,1.59,3.86,5.84,,,,,,,,,,,,,,,25/04/15
Caen,Guingamp,0,2,,,,2.38,3.3,3.8,3,,,2.22,3.18,3.41,,,,,,,,,,,,,,,25/04/15
ETG,Bastia,1,2,,,,2.2,3.4,4.09,3,,,2.09,3.21,3.74,,,,,,,,,,,,,,,25/04/15
PSG,Lille,6,1,,,,1.4,5,11.5,1,,,1.36,4.68,9.36,,,,,,,,,,,,,,,25/04/15
Rennes,Nice,2,1,,,,2.13,3.4,4.4,1,,,2.02,3.25,3.91,,,,,,,,,,,,,,,25/04/15
Toulouse,Nantes,1,1,,,,2.17,3.4,4.33,2,,,2.08,3.18,3.84,,,,,,,,,,,,,,,25/04/15
Lens,Monaco,0,3,,,,6,4,1.75,3,,,5.32,3.58,1.69,,,,,,,,,,,,,,,26/04/15
Reims,Lyon,2,4,,,,5.25,3.81,1.85,3,,,4.73,3.65,1.75,,,,,,,,,,,,,,,26/04/15
SaintEtienne,Montpellier,1,0,,,,1.8,3.8,5.5,1,,,1.73,3.53,5.06,,,,,,,,,,,,,,,26/04/15
PSG,Metz,3,1,,,,1.18,9.2,22.27,1,,,1.15,7.82,16.54,,,,,,,,,,,,,,,28/04/15
Metz,Marseille,0,2,,,,5.25,4,1.9,3,,,4.65,3.78,1.73,,,,,,,,,,,,,,,01/05/15
Bastia,SaintEtienne,1,0,,,,3.8,3.3,2.31,1,,,3.5,3.12,2.22,,,,,,,,,,,,,,,02/05/15
Guingamp,Reims,2,0,,,,2.14,3.52,4.1,1,,,2.04,3.38,3.68,,,,,,,,,,,,,,,02/05/15
Lorient,Bordeaux,0,0,,,,2.69,3.31,3.05,2,,,2.53,3.17,2.87,,,,,,,,,,,,,,,02/05/15
Lyon,ETG,2,0,,,,1.3,6.5,14.5,1,,,1.25,5.81,11.81,,,,,,,,,,,,,,,02/05/15
Montpellier,Rennes,0,0,,,,2.11,3.47,4.5,2,,,2.04,3.32,3.74,,,,,,,,,,,,,,,02/05/15
Nice,Caen,1,1,,,,2.2,3.43,3.82,2,,,2.12,3.29,3.52,,,,,,,,,,,,,,,02/05/15
Lille,Lens,3,1,,,,1.55,4.25,8,1,,,1.51,3.94,7,,,,,,,,,,,,,,,03/05/15
Monaco,Toulouse,4,1,,,,1.48,4.7,9.5,1,,,1.44,4.29,7.79,,,,,,,,,,,,,,,03/05/15
Nantes,PSG,0,2,,,,11.5,5,1.4,3,,,10.14,4.66,1.34,,,,,,,,,,,,,,,03/05/15
PSG,Guingamp,6,0,,,,1.15,10,29,1,,,1.13,8.64,20.35,,,,,,,,,,,,,,,08/05/15
Bordeaux,Nantes,2,1,,,,1.62,3.9,7.5,1,,,1.58,3.69,6.45,,,,,,,,,,,,,,,09/05/15
Caen,Lyon,3,0,,,,5.1,4.04,1.75,1,,,4.75,3.82,1.7,,,,,,,,,,,,,,,09/05/15
ETG,Reims,2,3,,,,2.2,3.45,3.81,3,,,2.12,3.3,3.48,,,,,,,,,,,,,,,09/05/15
Metz,Lorient,0,4,,,,2.7,3.39,2.93,3,,,2.56,3.24,2.77,,,,,,,,,,,,,,,09/05/15
Rennes,Bastia,0,1,,,,2.1,3.4,4.25,3,,,2.02,3.26,3.84,,,,,,,,,,,,,,,09/05/15
Toulouse,Lille,3,2,,,,2.63,3.25,3.15,1,,,2.49,3.12,2.95,,,,,,,,,,,,,,,09/05/15
Lens,Montpellier,0,1,,,,4.5,3.6,2.05,3,,,4.14,3.4,1.9,,,,,,,,,,,,,,,10/05/15
Marseille,Monaco,2,1,,,,2.3,3.51,3.5,1,,,2.22,3.32,3.23,,,,,,,,,,,,,,,10/05/15
SaintEtienne,Nice,5,0,,,,1.65,4,7,1,,,1.6,3.68,6.15,,,,,,,,,,,,,,,10/05/15
Bastia,Caen,1,1,,,,2.4,3.4,3.4,2,,,2.3,3.24,3.14,,,,,,,,,,,,,,,16/05/15
ETG,SaintEtienne,1,2,,,,4.6,3.7,1.95,3,,,4.15,3.42,1.9,,,,,,,,,,,,,,,16/05/15
Guingamp,Toulouse,2,1,,,,2.65,3.37,3,1,,,2.52,3.19,2.84,,,,,,,,,,,,,,,16/05/15
Lille,Marseille,0,4,,,,3.4,3.5,2.4,3,,,3.11,3.33,2.28,,,,,,,,,,,,,,,16/05/15
Lyon,Bordeaux,1,1,,,,1.83,3.86,5.2,2,,,1.77,3.65,4.49,,,,,,,,,,,,,,,16/05/15
Monaco,Metz,2,0,,,,1.25,6.9,18,1,,,1.22,5.87,14.35,,,,,,,,,,,,,,,16/05/15
Montpellier,PSG,1,2,,,,8.3,4.75,1.5,3,,,7.19,4.28,1.46,,,,,,,,,,,,,,,16/05/15
Nantes,Lorient,1,1,,,,2.8,3.21,2.9,2,,,2.65,3.13,2.74,,,,,,,,,,,,,,,16/05/15
Nice,Lens,2,1,,,,1.65,4,6.5,1,,,1.6,3.73,5.93,,,,,,,,,,,,,,,16/05/15
Reims,Rennes,1,0,,,,2.15,3.44,4.2,1,,,2.08,3.3,3.59,,,,,,,,,,,,,,,16/05/15
Bordeaux,Montpellier,2,1,,,,2.1,3.58,4.1,1,,,1.99,3.37,3.81,,,,,,,,,,,,,,,23/05/15
Caen,ETG,3,2,,,,1.9,3.8,4.95,1,,,1.79,3.6,4.45,,,,,,,,,,,,,,,23/05/15
Lens,Nantes,1,0,,,,3.68,3.41,2.3,1,,,3.4,3.25,2.17,,,,,,,,,,,,,,,23/05/15
Lorient,Monaco,0,1,,,,7.7,4.8,1.53,3,,,6.81,4.19,1.48,,,,,,,,,,,,,,,23/05/15
Marseille,Bastia,3,0,,,,1.25,7.14,15,1,,,1.22,6.3,11.94,,,,,,,,,,,,,,,23/05/15
Metz,Lille,1,4,,,,3.44,3.4,2.32,3,,,3.22,3.29,2.23,,,,,,,,,,,,,,,23/05/15
PSG,Reims,3,2,,,,1.2,9.96,23,1,,,1.13,8.63,17.42,,,,,,,,,,,,,,,23/05/15
Rennes,Lyon,0,1,,,,3.3,3.56,2.4,3,,,3.05,3.34,2.29,,,,,,,,,,,,,,,23/05/15
SaintEtienne,Guingamp,2,1,,,,1.29,6.5,17,1,,,1.25,5.66,12.07,,,,,,,,,,,,,,,23/05/15
Toulouse,Nice,2,3,,,,2,3.75,4.3,3,,,1.89,3.54,3.96,,,,,,,,,,,,,,,23/05/15
