Bordeaux,Lille,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-22T19:00:00Z
Montpellier,Angers,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-22T19:00:00Z
Nice,Lens,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-22T19:00:00Z
Nantes,Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-09T19:00:00Z
Montpellier,Troyes,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-09T19:00:00Z
Metz,Strasbourg,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-09T19:00:00Z
Lyon,PSG,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-09T19:00:00Z
Lille,Lorient,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-09T19:00:00Z
Lens,Rennes,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-09T19:00:00Z
Clermont,Reims,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-09T19:00:00Z
Brest,Nice,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-09T19:00:00Z
Angers,SaintEtienne,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-09T19:00:00Z
Bordeaux,Marseille,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-09T19:00:00Z
Troyes,Lyon,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-16T19:00:00Z
Strasbourg,Montpellier,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-16T19:00:00Z
Rennes,Bordeaux,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-16T19:00:00Z
SaintEtienne,Lens,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-16T19:00:00Z
PSG,Brest,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-16T19:00:00Z
Nice,Nantes,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-16T19:00:00Z
Reims,Metz,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-16T19:00:00Z
Monaco,Clermont,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-16T19:00:00Z
Marseille,Lille,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-16T19:00:00Z
Lorient,Angers,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-16T19:00:00Z
PSG,Reims,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-23T19:00:00Z
Montpellier,Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-23T19:00:00Z
Metz,Nice,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-23T19:00:00Z
Nantes,Lorient,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-23T19:00:00Z
Lyon,SaintEtienne,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-23T19:00:00Z
Lens,Marseille,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-23T19:00:00Z
Clermont,Rennes,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-23T19:00:00Z
Brest,Lille,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-23T19:00:00Z
Angers,Troyes,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-23T19:00:00Z
Bordeaux,Strasbourg,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-23T19:00:00Z
Troyes,Metz,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-06T19:00:00Z
Strasbourg,Nantes,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-06T19:00:00Z
SaintEtienne,Montpellier,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-06T19:00:00Z
Rennes,Brest,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-06T19:00:00Z
Nice,Clermont,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-06T19:00:00Z
Reims,Bordeaux,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-06T19:00:00Z
Monaco,Lyon,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-06T19:00:00Z
Marseille,Angers,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-06T19:00:00Z
Lorient,Lens,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-06T19:00:00Z
Lille,PSG,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-06T19:00:00Z
PSG,Rennes,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-13T19:00:00Z
Nantes,Reims,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-13T19:00:00Z
Montpellier,Lille,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-13T19:00:00Z
Metz,Marseille,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-13T19:00:00Z
Lyon,Nice,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-13T19:00:00Z
Clermont,SaintEtienne,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-13T19:00:00Z
