Reims,SaintEtienne,1,1,-66.3845203510418,,,2.9,3.22,2.89,2,,,2.73,3.06,2.74,,,,,,24/01/16
Marseille,Lille,1,1,58.2407478424154,,,2.12,3.7,4.33,2,,,2,3.34,3.95,,,,,,29/01/16
Ajaccio,Montpellier,0,4,-51.6132311628535,,,2.6,3.2,3.25,3,,,2.48,3.07,3.04,,,,,,30/01/16
Angers,Monaco,3,0,-145.854937024448,,,3.53,3.1,2.47,1,,,3.33,2.99,2.36,,,,,,30/01/16
Bastia,Lyon,1,0,-23.7870401256171,,,5.74,3.6,1.85,1,,,5.08,3.45,1.75,,,,,,30/01/16
Lorient,Reims,2,0,82.2835151358033,,,2.12,3.5,4.16,1,,,2.04,3.26,3.81,,,,,,30/01/16
Toulouse,Guingamp,1,2,95.3012928126789,,,2.2,3.37,4.17,3,,,2.11,3.22,3.68,,,,,,30/01/16
Troyes,Nantes,0,1,3.04282427894782,,,3.44,3.49,2.4,3,,,3.14,3.25,2.31,,,,,,30/01/16
Bordeaux,Rennes,4,0,97.1103068923817,,,2.38,3.34,3.44,1,,,2.28,3.17,3.29,,,,,,31/01/16
Caen,Nice,2,0,-19.1817362271693,,,2.5,3.45,3.2,1,,,2.37,3.21,3.08,,,,,,31/01/16
SaintEtienne,PSG,0,2,-88.2384421508612,,,8.57,4.16,1.58,3,,,7,3.85,1.52,,,,,,31/01/16
Monaco,Bastia,2,0,215.761386724762,,,1.5,4.37,9.4,1,,,1.44,4.1,8.54,,,,,,02/02/16
Montpellier,Marseille,0,1,-67.0806561111297,,,2.66,3.37,3.01,3,,,2.55,3.14,2.86,,,,,,02/02/16
Guingamp,Troyes,4,0,61.6189617029963,,,1.65,4,6.93,1,,,1.59,3.79,6.02,,,,,,03/02/16
Lille,Caen,1,0,123.36644030142,,,1.87,3.6,5.28,1,,,1.81,3.39,4.8,,,,,,03/02/16
Lyon,Bordeaux,3,0,156.034252224465,,,1.75,3.87,6.24,1,,,1.67,3.66,5.42,,,,,,03/02/16
Nantes,Ajaccio,3,1,177.674122306425,,,2.02,3.35,4.7,1,,,1.95,3.21,4.3,,,,,,03/02/16
Nice,Toulouse,1,0,117.023329412743,,,2.27,3.51,3.72,1,,,2.17,3.28,3.42,,,,,,03/02/16
PSG,Lorient,3,1,359.359754111472,,,1.22,7.83,21,1,,,1.17,7.02,16.09,,,,,,03/02/16
Reims,Angers,2,1,48.7040260219144,,,2.4,3.12,3.6,1,,,2.33,2.99,3.39,,,,,,03/02/16
Rennes,SaintEtienne,0,1,-30.3723961165474,,,2.4,3.29,3.61,3,,,2.29,3.05,3.39,,,,,,04/02/16
Ajaccio,Guingamp,0,0,-43.0097652556246,,,2.7,3.19,3.09,2,,,2.6,3.01,2.93,,,,,,06/02/16
Angers,Lyon,0,3,-50.2259559019333,,,3.75,3.3,2.32,3,,,3.49,3.15,2.2,,,,,,06/02/16
Bastia,Troyes,2,0,130.919642333112,,,1.92,3.61,4.8,1,,,1.84,3.44,4.45,,,,,,06/02/16
Caen,Reims,0,2,69.4694637967996,,,2.17,3.51,4,3,,,2.06,3.29,3.73,,,,,,06/02/16
Lorient,Montpellier,1,1,60.2508265883289,,,2.45,3.31,3.32,2,,,2.37,3.13,3.13,,,,,,06/02/16
Monaco,Nice,1,0,129.582818492051,,,1.94,3.6,4.8,1,,,1.85,3.41,4.47,,,,,,06/02/16
Toulouse,Nantes,0,0,44.4370658367864,,,2.37,3.28,3.6,2,,,2.23,3.13,3.41,,,,,,06/02/16
Bordeaux,SaintEtienne,1,4,74.8978566841581,,,2.4,3.31,3.7,3,,,2.24,3.12,3.42,,,,,,07/02/16
Lille,Rennes,1,1,106.371591537805,,,2.04,3.34,4.6,2,,,1.97,3.21,4.16,,,,,,07/02/16
Marseille,PSG,1,2,-188.861696170077,,,5.7,3.88,1.75,3,,,5.21,3.61,1.7,,,,,,07/02/16
Rennes,Angers,1,0,80.4198483219714,,,2,3.37,5,1,,,1.91,3.26,4.48,,,,,,12/02/16
Ajaccio,Troyes,2,3,-20.4348287016978,,,1.73,3.88,6.1,3,,,1.66,3.64,5.58,,,,,,13/02/16
Guingamp,Bordeaux,2,4,14.6933577179514,,,2.5,3.33,3.61,3,,,2.27,3.14,3.33,,,,,,13/02/16
Montpellier,Toulouse,2,0,108.630394588027,,,2.19,3.44,4.12,1,,,2.09,3.21,3.74,,,,,,13/02/16
Nantes,Lorient,2,1,53.7453056483903,,,2.18,3.33,4.16,1,,,2.09,3.15,3.82,,,,,,13/02/16
PSG,Lille,0,0,315.960114967517,,,1.41,4.91,12,2,,,1.36,4.62,9.58,,,,,,13/02/16
Reims,Bastia,0,1,91.5161386010784,,,1.92,3.4,5.5,3,,,1.84,3.25,4.87,,,,,,13/02/16
Lyon,Caen,4,1,167.701144879924,,,1.6,4.25,7.49,1,,,1.54,3.9,6.56,,,,,,14/02/16
Nice,Marseille,1,1,-61.3662387693448,,,3.43,3.42,2.5,2,,,3.18,3.21,2.31,,,,,,14/02/16
SaintEtienne,Monaco,1,1,35.5495915663678,,,2.62,3.3,3.13,2,,,2.53,3.07,2.95,,,,,,14/02/16
Bordeaux,Nice,0,0,128.712939974899,,,2.14,3.5,4.15,2,,,2.02,3.34,3.86,,,,,,19/02/16
Angers,Montpellier,2,3,32.2354857761316,,,3.05,3.05,2.83,3,,,2.88,2.95,2.68,,,,,,20/02/16
Lorient,Guingamp,4,3,85.4195153722685,,,2.25,3.35,3.87,1,,,2.17,3.2,3.52,,,,,,20/02/16
Monaco,Troyes,3,1,203.76722360094,,,1.4,5.25,9.55,1,,,1.37,4.85,8.4,,,,,,20/02/16
PSG,Reims,4,1,389.63171576096,,,1.22,7.2,19,1,,,1.19,6.51,15.16,,,,,,20/02/16
Toulouse,Ajaccio,1,1,169.947359584538,,,2,3.6,5.05,2,,,1.83,3.43,4.6,,,,,,20/02/16
Caen,Rennes,1,0,-35.7617471997269,,,2.86,3.15,2.9,1,,,2.71,3.07,2.74,,,,,,21/02/16
Lille,Lyon,1,0,55.0008654718808,,,2.75,3.2,2.97,1,,,2.66,3.06,2.8,,,,,,21/02/16
Marseille,SaintEtienne,1,1,3.55454588628845,,,2,3.44,4.7,2,,,1.91,3.31,4.33,,,,,,21/02/16
Nice,Bastia,0,2,116.060163086026,,,1.87,3.4,5.5,3,,,1.81,3.29,5.04,,,,,,26/02/16
Guingamp,Angers,2,2,74.1939924485423,,,2.25,3.2,4.2,2,,,2.12,3.09,3.82,,,,,,27/02/16
Montpellier,Lille,3,0,-15.6976019381732,,,2.6,3.1,3.38,1,,,2.48,2.95,3.16,,,,,,27/02/16
Reims,Bordeaux,4,1,-19.2763012251701,,,2.65,3.34,3.1,1,,,2.48,3.19,2.91,,,,,,27/02/16
Toulouse,Rennes,1,2,-6.36220232416463,,,2.38,3.33,3.4,3,,,2.27,3.21,3.26,,,,,,27/02/16
Troyes,Lorient,0,1,-16.3929655908532,,,3.9,3.62,2.31,3,,,3.14,3.44,2.23,,,,,,27/02/16
Lyon,PSG,2,1,-108.348897644905,,,5,3.75,1.83,1,,,4.56,3.57,1.79,,,,,,28/02/16
Nantes,Monaco,0,0,-91.6617688947204,,,2.6,3.14,3.2,2,,,2.53,3.04,2.98,,,,,,28/02/16
SaintEtienne,Caen,1,2,177.754105000266,,,1.8,3.69,5.3,3,,,1.77,3.53,4.86,,,,,,28/02/16
Caen,Monaco,2,2,-127.738217418558,,,3.25,3.25,2.51,2,,,3.12,3.12,2.41,,,,,,04/03/16
Angers,SaintEtienne,0,0,-78.8672882126198,,,3.15,3.15,2.7,2,,,3.05,2.94,2.57,,,,,,05/03/16
Bastia,Lorient,0,0,88.0765692070113,,,2.5,3.21,3.49,2,,,2.37,3.06,3.24,,,,,,05/03/16
Bordeaux,Ajaccio,1,1,271.289449817391,,,1.8,3.75,5.76,2,,,1.71,3.58,5.24,,,,,,05/03/16
Lille,Reims,2,0,192.066754644938,,,1.87,3.45,5.16,1,,,1.83,3.34,4.77,,,,,,05/03/16
Nice,Troyes,2,1,92.748075126716,,,1.57,4.42,6.62,1,,,1.53,4.16,6.21,,,,,,05/03/16
PSG,Montpellier,0,0,353.499430130469,,,1.49,4.4,9,2,,,1.44,4.18,8.2,,,,,,05/03/16
Lyon,Guingamp,5,1,243.442345395892,,,1.51,4.56,9,1,,,1.46,4.26,7.08,,,,,,06/03/16
Marseille,Toulouse,1,1,180.83624050059,,,1.75,4,5.51,2,,,1.67,3.72,5.22,,,,,,06/03/16
Rennes,Nantes,4,1,47.6368310366047,,,2.35,3.2,3.71,1,,,2.28,3.04,3.44,,,,,,06/03/16
Ajaccio,Marseille,1,1,-198.373124034426,,,3.7,3.39,2.25,2,,,3.49,3.24,2.17,,,,,,09/03/16
Bastia,Nantes,0,0,101.748980233096,,,2.97,3.02,2.9,2,,,2.84,2.89,2.78,,,,,,09/03/16
Monaco,Reims,2,2,203.211183664979,,,1.67,4.07,6.57,2,,,1.63,3.77,5.7,,,,,,11/03/16
Ajaccio,Caen,1,0,-103.608361123253,,,2.6,3.3,3.2,1,,,2.45,3.15,3.01,,,,,,12/03/16
Bastia,Lille,1,2,39.1661592868174,,,3.12,3.1,2.75,3,,,2.99,2.91,2.63,,,,,,12/03/16
Guingamp,SaintEtienne,2,0,-74.6771857401434,,,3.02,3.25,2.7,1,,,2.91,3.09,2.55,,,,,,12/03/16
Lorient,Marseille,1,1,-50.2441355526364,,,3.16,3.45,2.44,2,,,3.05,3.26,2.35,,,,,,12/03/16
Montpellier,Nice,0,2,30.1577310151956,,,2.1,3.36,4.3,3,,,2.02,3.24,3.92,,,,,,12/03/16
Toulouse,Bordeaux,4,0,5.98353995348111,,,2.43,3.46,3.25,1,,,2.32,3.29,3.08,,,,,,12/03/16
Nantes,Angers,2,0,117.37419375649,,,2,3.3,5.42,1,,,1.84,3.2,4.95,,,,,,13/03/16
Rennes,Lyon,2,2,-35.4730044554028,,,3.3,3.35,2.45,2,,,3.13,3.19,2.35,,,,,,13/03/16
Troyes,PSG,0,9,-318.076408586022,,,15,6.5,1.3,3,,,11.83,5.86,1.24,,,,,,13/03/16
Marseille,Rennes,2,5,45.797285056085,,,2.01,3.6,4.4,3,,,1.94,3.39,4.08,,,,,,18/03/16
Angers,Lorient,5,1,14.1300484790834,,,2.64,3.2,3.13,1,,,2.54,3.05,2.96,,,,,,19/03/16
Caen,Troyes,2,1,84.3619466364373,,,1.53,4.8,7.5,1,,,1.46,4.4,6.74,,,,,,19/03/16
Lille,Toulouse,1,0,240.522749451019,,,2,3.45,4.7,1,,,1.91,3.33,4.23,,,,,,19/03/16
Lyon,Nantes,2,0,217.578819186176,,,1.69,3.85,6.5,1,,,1.64,3.7,5.64,,,,,,19/03/16
Reims,Guingamp,0,1,62.9465799706384,,,2.25,3.4,3.73,3,,,2.17,3.25,3.45,,,,,,19/03/16
SaintEtienne,Montpellier,3,0,159.92395307341,,,2.1,3.35,4.33,1,,,2.02,3.24,3.93,,,,,,19/03/16
Bordeaux,Bastia,1,1,181.54859120097,,,1.8,3.6,6,2,,,1.74,3.41,5.26,,,,,,20/03/16
Nice,Ajaccio,3,0,173.68640429657,,,1.88,3.7,4.9,1,,,1.83,3.45,4.5,,,,,,20/03/16
PSG,Monaco,0,2,203.095312786304,,,1.4,5.25,12,3,,,1.32,4.87,10.23,,,,,,20/03/16
Monaco,Bordeaux,1,2,152.787512579712,,,1.9,3.76,5.16,3,,,1.77,3.55,4.76,,,,,,01/04/16
Ajaccio,SaintEtienne,0,2,-146.333218648064,,,3.3,3.15,2.6,3,,,3.08,3.01,2.48,,,,,,02/04/16
Guingamp,Montpellier,2,2,22.4688300463201,,,2.54,3.15,3.5,2,,,2.4,3.04,3.18,,,,,,02/04/16
PSG,Nice,4,1,305.052478887511,,,1.67,4.18,6.5,1,,,1.6,3.83,5.78,,,,,,02/04/16
Rennes,Reims,3,1,85.4619172943631,,,1.95,3.65,4.5,1,,,1.92,3.45,4.07,,,,,,02/04/16
Toulouse,Caen,2,0,19.4706470467274,,,2.1,3.63,4,1,,,2.01,3.43,3.72,,,,,,02/04/16
Troyes,Angers,0,1,22.1803154648912,,,3.45,3.44,2.4,3,,,3.2,3.28,2.26,,,,,,02/04/16
Bastia,Marseille,2,1,-34.6603949897242,,,3.31,3.2,2.54,1,,,3.11,3.1,2.41,,,,,,03/04/16
Lorient,Lyon,1,3,-24.2998681628651,,,3.8,3.76,2.2,3,,,3.56,3.55,2.02,,,,,,03/04/16
Nantes,Lille,0,3,15.7674715688909,,,2.5,3.1,3.75,3,,,2.37,2.89,3.44,,,,,,03/04/16
Montpellier,Lyon,0,2,-54.5941923489593,,,3.75,3.45,2.23,3,,,3.36,3.36,2.16,,,,,,08/04/16
Angers,Ajaccio,0,0,156.089495166312,,,2.2,3.3,4,2,,,2.11,3.14,3.71,,,,,,09/04/16
Caen,Lorient,1,2,40.7416119711404,,,2.16,3.58,3.78,3,,,2.09,3.39,3.47,,,,,,09/04/16
Guingamp,PSG,0,2,-257.579022959538,,,3.8,3.45,2.25,3,,,3.44,3.33,2.13,,,,,,09/04/16
Reims,Nantes,2,1,21.8323069292123,,,2.54,3.25,3.3,1,,,2.43,3.03,3.12,,,,,,09/04/16
SaintEtienne,Troyes,1,0,243.272892023385,,,1.33,6.08,13,1,,,1.28,5.45,10.32,,,,,,09/04/16
Toulouse,Bastia,4,0,82.3220548490599,,,1.85,3.6,5.39,1,,,1.77,3.44,4.91,,,,,,09/04/16
Lille,Monaco,4,1,3.09969423738153,,,2.4,3.25,3.59,1,,,2.28,3.07,3.35,,,,,,10/04/16
Marseille,Bordeaux,0,0,62.1596205284882,,,2,3.65,4.7,2,,,1.85,3.45,4.3,,,,,,10/04/16
Nice,Rennes,3,0,-2.76844391021723,,,2.4,3.4,3.36,1,,,2.29,3.25,3.14,,,,,,10/04/16
Lyon,Nice,1,1,182.16892012111,,,1.64,4.31,6.4,2,,,1.56,4.11,5.82,,,,,,15/04/16
Ajaccio,Lille,2,4,-138.611713305418,,,3.44,3.2,2.47,3,,,3.23,3.06,2.37,,,,,,16/04/16
Bastia,SaintEtienne,0,1,-2.30113682996625,,,4.07,3.21,2.2,3,,,3.78,3.11,2.1,,,,,,16/04/16
Bordeaux,Angers,1,3,178.680088718577,,,1.96,3.4,5,3,,,1.88,3.21,4.6,,,,,,16/04/16
Lorient,Toulouse,1,1,133.074544612036,,,2.97,3.5,2.61,2,,,2.81,3.27,2.51,,,,,,16/04/16
PSG,Caen,6,0,336.551948949646,,,1.45,5.25,8.75,1,,,1.37,4.91,8.01,,,,,,16/04/16
Troyes,Reims,2,1,-5.57401452179715,,,5.45,4.16,1.8,1,,,4.89,3.94,1.66,,,,,,16/04/16
Monaco,Marseille,2,1,47.5748893454775,,,2.17,3.5,3.85,1,,,2.09,3.35,3.52,,,,,,17/04/16
Nantes,Montpellier,0,2,53.3846324145211,,,2.5,3.22,3.25,3,,,2.42,3.06,3.1,,,,,,17/04/16
Rennes,Guingamp,0,3,92.6454920346651,,,1.92,3.6,4.5,3,,,1.87,3.47,4.22,,,,,,17/04/16
Nice,Reims,2,0,118.077693632564,,,1.76,4.05,6.03,1,,,1.65,3.84,5.28,,,,,,22/04/16
Toulouse,Lyon,2,3,-53.9904524716646,,,3.5,3.6,2.4,3,,,3.24,3.39,2.19,,,,,,23/04/16
Ajaccio,Bastia,3,2,-28.9599230282242,,,1.95,3.5,4.8,1,,,1.89,3.3,4.4,,,,,,24/04/16
Guingamp,Caen,1,1,25.6877831896738,,,2,3.6,4.32,2,,,1.94,3.4,4.01,,,,,,24/04/16
Marseille,Nantes,1,1,105.8607459162,,,1.78,3.6,5.85,2,,,1.73,3.46,5.16,,,,,,24/04/16
Montpellier,Troyes,4,1,99.4026150136267,,,1.29,6.47,13,1,,,1.26,5.77,10.99,,,,,,24/04/16
Rennes,Monaco,1,1,-107.301759348456,,,2.7,3.36,2.9,2,,,2.6,3.2,2.75,,,,,,24/04/16
SaintEtienne,Lorient,2,0,177.20336877645,,,1.5,4.5,8,1,,,1.47,4.18,7.08,,,,,,24/04/16
Lille,Angers,0,0,210.003646440569,,,1.7,3.75,7,2,,,1.64,3.52,6.14,,,,,,27/04/16
PSG,Rennes,4,0,292.760816373586,,,1.35,6,10,1,,,1.3,5.63,8.98,,,,,,29/04/16
Caen,Bastia,0,0,83.9989974414164,,,2.2,3.4,4.65,2,,,1.95,3.27,4.16,,,,,,30/04/16
Lorient,Lille,0,1,-25.4083284596466,,,3.5,3.55,2.22,3,,,3.4,3.3,2.16,,,,,,30/04/16
Lyon,Ajaccio,2,1,329.577925487473,,,1.35,5.75,12,1,,,1.3,5.31,9.97,,,,,,30/04/16
Monaco,Guingamp,3,2,174.181564312993,,,1.5,4.51,8,1,,,1.46,4.25,7.23,,,,,,30/04/16
Nantes,Nice,1,0,17.1339068000436,,,3.1,3.3,2.52,1,,,2.94,3.19,2.45,,,,,,30/04/16
Reims,Montpellier,2,3,-4.70465474408547,,,2.2,3.58,4,3,,,2.04,3.38,3.65,,,,,,30/04/16
SaintEtienne,Toulouse,0,0,266.369691848623,,,2.05,3.6,4.2,2,,,1.98,3.42,3.82,,,,,,30/04/16
Troyes,Bordeaux,2,4,-58.8064073677831,,,5.3,4.15,1.76,3,,,4.66,3.86,1.7,,,,,,30/04/16
Angers,Marseille,0,1,-64.6584449887175,,,3.5,3.4,2.34,3,,,3.32,3.22,2.23,,,,,,01/05/16
Ajaccio,PSG,0,4,-357.921869118796,,,7.5,4.5,1.53,3,,,6.59,4.3,1.48,,,,,,07/05/16
Bastia,Angers,1,0,102.305267258662,,,2.53,3.2,3.25,1,,,2.44,3.08,3.06,,,,,,07/05/16
Bordeaux,Lorient,3,0,115.436578527078,,,1.9,3.91,5,1,,,1.77,3.7,4.47,,,,,,07/05/16
Lille,Guingamp,0,0,197.624652400422,,,1.5,4.41,8.5,2,,,1.45,4.2,7.48,,,,,,07/05/16
Lyon,Monaco,6,1,57.4493983120651,,,1.9,3.9,5.3,1,,,1.74,3.69,4.72,,,,,,07/05/16
Marseille,Reims,1,0,135.942870219369,,,2,4,4.2,1,,,1.93,3.7,3.7,,,,,,07/05/16
Montpellier,Rennes,2,0,-7.4290937528001,,,2.4,3.47,3.3,1,,,2.31,3.31,3.08,,,,,,07/05/16
Nantes,Caen,1,2,58.84014355264,,,2.05,3.5,4.75,3,,,1.9,3.39,4.21,,,,,,07/05/16
Nice,SaintEtienne,2,0,-23.4856469827273,,,2.3,3.41,3.6,1,,,2.18,3.27,3.39,,,,,,07/05/16
Toulouse,Troyes,1,0,115.645407097513,,,1.25,7.35,15,1,,,1.21,6.59,12.21,,,,,,07/05/16
Bordeaux,PSG,1,1,-170.362536862407,,,6.3,4.46,1.67,2,,,5.56,4.21,1.56,,,,,,11/05/16
Angers,Toulouse,2,3,87.1928387231931,,,5.6,3.7,1.88,3,,,4.43,3.51,1.82,,,,,,14/05/16
Caen,Bordeaux,1,0,-8.34904232320082,,,2.42,3.57,3.25,1,,,2.32,3.39,2.99,,,,,,14/05/16
Guingamp,Nice,2,3,1.52001914582138,,,4.59,3.84,1.87,3,,,4.23,3.62,1.82,,,,,,14/05/16
Lorient,Ajaccio,1,0,164.967263272621,,,3.25,3.62,2.33,1,,,3.06,3.41,2.26,,,,,,14/05/16
Monaco,Montpellier,2,0,128.851088844318,,,1.44,5.11,9,1,,,1.4,4.68,7.6,,,,,,14/05/16
PSG,Nantes,4,0,367.307970646778,,,1.31,6.5,11.46,1,,,1.28,5.86,9.59,,,,,,14/05/16
Reims,Lyon,4,1,-105.826474987333,,,3.45,4.04,2.11,1,,,3.28,3.74,2.05,,,,,,14/05/16
Rennes,Bastia,1,2,106.916443092956,,,1.92,3.77,4.53,3,,,1.86,3.55,4.15,,,,,,14/05/16
SaintEtienne,Lille,0,1,99.473452005129,,,2.46,3.35,3.41,3,,,2.36,3.19,3.1,,,,,,14/05/16
Troyes,Marseille,1,1,-141.824295220268,,,5.25,4.5,1.7,2,,,4.71,4.15,1.65,,,,,,14/05/16
