Montpellier,Amiens,,,,,,,,,2
Toulouse,Rennes,,,,,,,,,2
Nantes,Dijon,,,,,,,,,1
Monaco,SaintEtienne,,,,,,,,,3
Lyon,Lille,,,,,,,,,2
SaintEtienne,Montpellier,,,,,,,,,3
Angers,PSG,,,,,,,,,3
Caen,Reims,,,,,,,,,1
Dijon,Strasbourg,,,,,,,,,1
Nice,Nantes,,,,,,,,,2
Nimes,Monaco,,,,,,,,,1
Amiens,Toulouse,,,,,,,,,2
Rennes,Guingamp,,,,,,,,,2
Lille,Bordeaux,,,,,,,,,1
Marseille,Lyon,,,,,,,,,3
Lille,Angers,,,,,,,,,1
Montpellier,Nantes,,,,,,,,,2
SaintEtienne,Nice,,,,,,,,,1
Toulouse,Marseille,,,,,,,,,3
Bordeaux,Reims,,,,,,,,,3
PSG,Dijon,,,,,,,,,1
Lyon,Caen,,,,,,,,,1
Guingamp,Nimes,,,,,,,,,2
Strasbourg,Rennes,,,,,,,,,3
Monaco,Amiens,,,,,,,,,1
Rennes,Lille,,,,,,,,,1
Marseille,Montpellier,,,,,,,,,1
Nice,Monaco,,,,,,,,,1
Angers,SaintEtienne,,,,,,,,,2
Reims,PSG,,,,,,,,,1
Nantes,Strasbourg,,,,,,,,,3
Dijon,Toulouse,,,,,,,,,1
Caen,Bordeaux,,,,,,,,,3
Nimes,Lyon,,,,,,,,,3
Amiens,Guingamp,,,,,,,,,1
