AthBilbao,Sevilla,1,2,,,,,,,3,,09/07/2020,21:00
Sociedad,Granada,2,3,,,,,,,3,,10/07/2020,18:30
RealMadrid,Alaves,2,0,,,,,,,1,,10/07/2020,21:00
Osasuna,Celta,2,1,,,,,,,1,,11/07/2020,16:00
Valladolid,Barcelona,0,1,,,,,,,3,,11/07/2020,18:30
AthMadrid,Betis,1,0,,,,,,,1,,11/07/2020,21:00
Espanol,Eibar,0,2,,,,,,,3,,12/07/2020,13:00
Levante,AthBilbao,1,2,,,,,,,3,,12/07/2020,16:00
Leganes,Valencia,1,0,,,,,,,1,,12/07/2020,18:30
Sevilla,Mallorca,2,0,,,,,,,1,,12/07/2020,21:00
Alaves,Getafe,0,0,,,,,,,2,,13/07/2020,18:30
Villarreal,Sociedad,1,2,,,,,,,3,,13/07/2020,18:30
Granada,RealMadrid,1,2,,,,,,,3,,13/07/2020,21:00
Eibar,Valladolid,3,1,,,,,,,1,,16/07/2020,17:30
AthBilbao,Leganes,0,2,,,,,,,3,,16/07/2020,20:00
Barcelona,Osasuna,1,2,,,,,,,3,,16/07/2020,20:00
Betis,Alaves,1,2,,,,,,,3,,16/07/2020,20:00
Celta,Levante,2,3,,,,,,,3,,16/07/2020,20:00
Getafe,AthMadrid,0,2,,,,,,,3,,16/07/2020,20:00
Mallorca,Granada,1,2,,,,,,,3,,16/07/2020,20:00
RealMadrid,Villarreal,2,1,,,,,,,1,,16/07/2020,20:00
Sociedad,Sevilla,0,0,,,,,,,2,,16/07/2020,20:00
Valencia,Espanol,1,0,,,,,,,1,,16/07/2020,20:00
Alaves,Barcelona,0,5,,,,,,,3,,19/07/2020,16:00
Valladolid,Betis,2,0,,,,,,,1,,19/07/2020,17:30
Villarreal,Eibar,4,0,,,,,,,1,,19/07/2020,17:30
AthMadrid,Sociedad,1,1,,,,,,,2,,19/07/2020,20:00
Espanol,Celta,0,0,,,,,,,2,,19/07/2020,20:00
Granada,AthBilbao,4,0,,,,,,,1,,19/07/2020,20:00
Leganes,RealMadrid,2,2,,,,,,,2,,19/07/2020,20:00
Levante,Getafe,1,0,,,,,,,1,,19/07/2020,20:00
Osasuna,Mallorca,2,2,,,,,,,2,,19/07/2020,20:00
Sevilla,Valencia,1,0,,,,,,,1,,19/07/2020,20:00
