Lugo,Cadiz,1,1,,,,,,,2,,,,,,,,,06/03/2020,20:00
Extremadura,Oviedo,1,2,,,,,,,3,,,,,,,,,07/03/2020,15:00
Girona,Albacete,1,1,,,,,,,2,,,,,,,,,07/03/2020,15:00
Huesca,Fuenlabrada,2,0,,,,,,,1,,,,,,,,,07/03/2020,17:15
Numancia,Santander,1,2,,,,,,,3,,,,,,,,,07/03/2020,17:15
Almeria,LaCoruna,4,0,,,,,,,1,,,,,,,,,07/03/2020,20:00
Vallecano,Elche,2,3,,,,,,,3,,,,,,,,,08/03/2020,11:00
Malaga,Zaragoza,0,1,,,,,,,3,,,,,,,,,08/03/2020,15:00
Alcorcon,Mirandes,1,2,,,,,,,3,,,,,,,,,08/03/2020,17:15
Gijon,LasPalmas,4,0,,,,,,,1,,,,,,,,,08/03/2020,17:15
Tenerife,Ponferradina,1,0,,,,,,,1,,,,,,,,,08/03/2020,19:30
Vallecano,Albacete,1,0,,,,,,,1,,,,,,,,,10/06/2020,19:00
Elche,Extremadura,1,1,,,,,,,2,,,,,,,,,12/06/2020,18:30
Fuenlabrada,Tenerife,1,0,,,,,,,1,,,,,,,,,12/06/2020,18:30
Malaga,Huesca,1,3,,,,,,,3,,,,,,,,,12/06/2020,18:30
Oviedo,Ponferradina,0,0,,,,,,,2,,,,,,,,,12/06/2020,20:45
Santander,Lugo,1,2,,,,,,,3,,,,,,,,,13/06/2020,16:00
LasPalmas,Girona,0,0,,,,,,,2,,,,,,,,,13/06/2020,18:30
Zaragoza,Alcorcon,1,3,,,,,,,3,,,,,,,,,13/06/2020,20:30
LaCoruna,Gijon,0,0,,,,,,,2,,,,,,,,,14/06/2020,16:00
Mirandes,Numancia,2,1,,,,,,,1,,,,,,,,,14/06/2020,16:00
Albacete,Almeria,0,1,,,,,,,3,,,,,,,,,14/06/2020,18:30
Cadiz,Vallecano,1,1,,,,,,,2,,,,,,,,,14/06/2020,20:30
Ponferradina,Elche,2,1,,,,,,,1,,,,,,,,,15/06/2020,18:30
Tenerife,Malaga,0,0,,,,,,,2,,,,,,,,,15/06/2020,20:30
Lugo,Zaragoza,1,3,,,,,,,3,,,,,,,,,16/06/2020,18:30
Girona,Santander,0,0,,,,,,,2,,,,,,,,,16/06/2020,20:45
Almeria,LasPalmas,0,1,,,,,,,3,,,,,,,,,17/06/2020,18:30
Extremadura,Albacete,0,1,,,,,,,3,,,,,,,,,17/06/2020,18:30
Oviedo,LaCoruna,2,2,,,,,,,2,,,,,,,,,17/06/2020,18:30
Vallecano,Fuenlabrada,1,0,,,,,,,1,,,,,,,,,17/06/2020,20:45
Huesca,Mirandes,1,2,,,,,,,3,,,,,,,,,18/06/2020,18:30
Numancia,Cadiz,1,2,,,,,,,3,,,,,,,,,18/06/2020,18:30
Alcorcon,Gijon,0,2,,,,,,,3,,,,,,,,,18/06/2020,20:45
Elche,Girona,1,0,,,,,,,1,,,,,,,,,19/06/2020,18:30
LaCoruna,Vallecano,3,3,,,,,,,2,,,,,,,,,20/06/2020,16:00
LasPalmas,Lugo,1,0,,,,,,,1,,,,,,,,,20/06/2020,18:30
Zaragoza,Almeria,0,2,,,,,,,3,,,,,,,,,20/06/2020,18:30
Malaga,Extremadura,1,1,,,,,,,2,,,,,,,,,20/06/2020,20:45
Mirandes,Ponferradina,1,2,,,,,,,3,,,,,,,,,21/06/2020,16:00
Santander,Tenerife,1,2,,,,,,,3,,,,,,,,,21/06/2020,16:00
Albacete,Huesca,2,2,,,,,,,2,,,,,,,,,21/06/2020,18:30
Cadiz,Alcorcon,1,1,,,,,,,2,,,,,,,,,21/06/2020,18:30
Fuenlabrada,Numancia,2,0,,,,,,,1,,,,,,,,,21/06/2020,20:45
Gijon,Oviedo,0,1,,,,,,,3,,,,,,,,,22/06/2020,20:45
Elche,LaCoruna,0,1,,,,,,,3,,,,,,,,,23/06/2020,18:30
Lugo,Malaga,0,0,,,,,,,2,,,,,,,,,23/06/2020,18:30
Extremadura,Zaragoza,1,2,,,,,,,3,,,,,,,,,23/06/2020,20:45
Girona,Numancia,2,0,,,,,,,1,,,,,,,,,24/06/2020,18:30
Huesca,Cadiz,1,1,,,,,,,2,,,,,,,,,24/06/2020,18:30
Tenerife,Mirandes,4,1,,,,,,,1,,,,,,,,,24/06/2020,18:30
Albacete,LasPalmas,0,0,,,,,,,2,,,,,,,,,24/06/2020,20:45
Ponferradina,Santander,1,1,,,,,,,2,,,,,,,,,24/06/2020,20:45
Almeria,Alcorcon,0,1,,,,,,,3,,,,,,,,,25/06/2020,18:30
Vallecano,Gijon,1,1,,,,,,,2,,,,,,,,,25/06/2020,18:30
Oviedo,Fuenlabrada,0,0,,,,,,,2,,,,,,,,,25/06/2020,20:45
LaCoruna,Ponferradina,2,1,,,,,,,1,,,,,,,,,27/06/2020,16:00
Cadiz,Tenerife,0,2,,,,,,,3,,,,,,,,,27/06/2020,18:30
LasPalmas,Elche,1,1,,,,,,,2,,,,,,,,,27/06/2020,18:30
Santander,Albacete,1,2,,,,,,,3,,,,,,,,,27/06/2020,20:45
Mirandes,Almeria,2,2,,,,,,,2,,,,,,,,,28/06/2020,16:00
Gijon,Lugo,2,0,,,,,,,1,,,,,,,,,28/06/2020,16:00
Malaga,Girona,2,0,,,,,,,1,,,,,,,,,28/06/2020,18:30
Numancia,Oviedo,1,0,,,,,,,1,,,,,,,,,28/06/2020,18:30
Fuenlabrada,Extremadura,1,1,,,,,,,2,,,,,,,,,28/06/2020,20:45
Alcorcon,Vallecano,3,2,,,,,,,1,,,,,,,,,29/06/2020,18:30
Zaragoza,Huesca,0,1,,,,,,,3,,,,,,,,,29/06/2020,20:45
Tenerife,LaCoruna,1,1,,,,,,,2,,,,,,,,,30/06/2020,18:30
Elche,Cadiz,0,0,,,,,,,2,,,,,,,,,30/06/2020,20:45
Almeria,Gijon,1,0,,,,,,,1,,,,,,,,,01/07/2020,18:30
Lugo,Numancia,3,1,,,,,,,1,,,,,,,,,01/07/2020,18:30
Oviedo,Mirandes,1,0,,,,,,,1,,,,,,,,,01/07/2020,18:30
Extremadura,Santander,3,1,,,,,,,1,,,,,,,,,01/07/2020,20:45
Ponferradina,Fuenlabrada,0,3,,,,,,,3,,,,,,,,,01/07/2020,20:45
Albacete,Alcorcon,1,1,,,,,,,2,,,,,,,,,02/07/2020,18:30
Huesca,LasPalmas,1,0,,,,,,,1,,,,,,,,,02/07/2020,18:30
Vallecano,Malaga,0,0,,,,,,,2,,,,,,,,,02/07/2020,20:45
Girona,Zaragoza,1,0,,,,,,,1,,,,,,,,,03/07/2020,18:30
Numancia,Extremadura,1,0,,,,,,,1,,,,,,,,,04/07/2020,16:00
Santander,Elche,1,2,,,,,,,3,,,,,,,,,04/07/2020,16:00
Almeria,Tenerife,1,2,,,,,,,3,,,,,,,,,04/07/2020,18:30
Cadiz,Oviedo,2,0,,,,,,,1,,,,,,,,,04/07/2020,20:45
Fuenlabrada,Mirandes,2,2,,,,,,,2,,,,,,,,,04/07/2020,20:45
LaCoruna,Huesca,2,1,,,,,,,1,,,,,,,,,05/07/2020,16:00
LasPalmas,Ponferradina,3,0,,,,,,,1,,,,,,,,,05/07/2020,18:30
Malaga,Albacete,0,0,,,,,,,2,,,,,,,,,05/07/2020,18:30
Alcorcon,Lugo,2,2,,,,,,,2,,,,,,,,,05/07/2020,20:45
Gijon,Girona,0,0,,,,,,,2,,,,,,,,,06/07/2020,18:30
Zaragoza,Vallecano,2,4,,,,,,,3,,,,,,,,,06/07/2020,20:45
Mirandes,Elche,1,0,,,,,,,1,,,,,,,,,07/07/2020,18:30
Fuenlabrada,Santander,1,0,,,,,,,1,,,,,,,,,07/07/2020,19:30
Extremadura,Cadiz,0,1,,,,,,,3,,,,,,,,,07/07/2020,20:45
Malaga,LaCoruna,1,0,,,,,,,1,,,,,,,,,08/07/2020,18:30
Oviedo,LasPalmas,2,1,,,,,,,1,,,,,,,,,08/07/2020,18:30
Huesca,Alcorcon,2,1,,,,,,,1,,,,,,,,,08/07/2020,20:45
Ponferradina,Lugo,0,1,,,,,,,3,,,,,,,,,08/07/2020,20:45
Albacete,Gijon,1,1,,,,,,,2,,,,,,,,,09/07/2020,18:30
Vallecano,Numancia,3,2,,,,,,,1,,,,,,,,,09/07/2020,19:30
Girona,Almeria,1,0,,,,,,,1,,,,,,,,,09/07/2020,20:45
Tenerife,Zaragoza,1,1,,,,,,,2,,,,,,,,,09/07/2020,20:45
Santander,Huesca,1,0,,,,,,,1,,,,,,,,,11/07/2020,16:00
LasPalmas,Mirandes,1,0,,,,,,,1,,,,,,,,,11/07/2020,18:30
Cadiz,Fuenlabrada,0,1,,,,,,,3,,,,,,,,,11/07/2020,20:45
LaCoruna,Extremadura,2,3,,,,,,,3,,,,,,,,,12/07/2020,16:00
Lugo,Girona,2,2,,,,,,,2,,,,,,,,,12/07/2020,18:30
Numancia,Ponferradina,1,0,,,,,,,1,,,,,,,,,12/07/2020,18:30
Zaragoza,Oviedo,2,4,,,,,,,3,,,,,,,,,12/07/2020,20:45
Almeria,Vallecano,3,2,,,,,,,1,,,,,,,,,13/07/2020,18:30
Gijon,Malaga,2,1,,,,,,,1,,,,,,,,,13/07/2020,18:30
Alcorcon,Tenerife,0,0,,,,,,,2,,,,,,,,,13/07/2020,20:45
Elche,Albacete,2,0,,,,,,,1,,,,,,,,,13/07/2020,20:45
Albacete,Zaragoza,4,1,,,,,,,1,,,,,,,,,17/07/2020,20:00
Extremadura,Gijon,2,0,,,,,,,1,,,,,,,,,17/07/2020,20:00
Fuenlabrada,Elche,3,1,,,,,,,1,,,,,,,,,17/07/2020,20:00
Girona,Cadiz,2,1,,,,,,,1,,,,,,,,,17/07/2020,20:00
Huesca,Numancia,3,0,,,,,,,1,,,,,,,,,17/07/2020,20:00
Malaga,Alcorcon,2,0,,,,,,,1,,,,,,,,,17/07/2020,20:00
Mirandes,LaCoruna,1,0,,,,,,,1,,,,,,,,,17/07/2020,20:00
Oviedo,Santander,1,0,,,,,,,1,,,,,,,,,17/07/2020,20:00
Ponferradina,Almeria,2,1,,,,,,,1,,,,,,,,,17/07/2020,20:00
Tenerife,Lugo,1,2,,,,,,,3,,,,,,,,,17/07/2020,20:00
Vallecano,LasPalmas,2,2,,,,,,,2,,,,,,,,,17/07/2020,20:00
LasPalmas,Extremadura,5,1,,,,,,,1,,,,,,,,,20/07/2020,17:30
Alcorcon,Girona,2,0,,,,,,,1,,,,,,,,,20/07/2020,20:00
Almeria,Malaga,0,0,,,,,,,2,,,,,,,,,20/07/2020,20:00
Cadiz,Albacete,0,1,,,,,,,3,,,,,,,,,20/07/2020,20:00
Elche,Oviedo,2,1,,,,,,,1,,,,,,,,,20/07/2020,20:00
Lugo,Mirandes,2,1,,,,,,,1,,,,,,,,,20/07/2020,20:00
Numancia,Tenerife,2,1,,,,,,,1,,,,,,,,,20/07/2020,20:00
Santander,Vallecano,1,2,,,,,,,3,,,,,,,,,20/07/2020,20:00
Gijon,Huesca,0,1,,,,,,,3,,,,,,,,,20/07/2020,20:00
Zaragoza,Ponferradina,2,1,,,,,,,1,,,,,,,,,20/07/2020,20:00
LaCoruna,Fuenlabrada,2,1,,,,,,,1,,,,,,,,,07/08/2020,20:00
