Alcorcon,Castellon,2,1,,,,,,,1,,,,12/04/2021,20:00
Vallecano,Mirandes,0,1,,,,,,,3,,,,14/04/2021,18:00
Fuenlabrada,Sabadell,2,2,,,,,,,2,,,,16/04/2021,18:00
Girona,Zaragoza,3,0,,,,,,,1,,,,16/04/2021,20:00
Lugo,Alcorcon,1,3,,,,,,,3,,,,17/04/2021,13:00
Castellon,Mallorca,1,0,,,,,,,1,,,,17/04/2021,15:00
LasPalmas,Malaga,1,1,,,,,,,2,,,,17/04/2021,17:15
Gijon,Oviedo,0,1,,,,,,,3,,,,17/04/2021,17:15
Albacete,Mirandes,1,0,,,,,,,1,,,,18/04/2021,13:00
Logrones,Vallecano,0,0,,,,,,,2,,,,18/04/2021,13:00
Cartagena,Tenerife,0,0,,,,,,,2,,,,18/04/2021,17:15
Leganes,Ponferradina,1,1,,,,,,,2,,,,19/04/2021,18:00
Almeria,Espanol,1,1,,,,,,,2,,,,19/04/2021,20:00
Mirandes,Tenerife,0,0,,,,,,,2,,,,21/04/2021,18:00
Zaragoza,Gijon,0,0,,,,,,,2,,,,23/04/2021,20:00
Logrones,Cartagena,0,1,,,,,,,3,,,,24/04/2021,15:00
Malaga,Fuenlabrada,0,1,,,,,,,3,,,,24/04/2021,15:00
Espanol,LasPalmas,4,0,,,,,,,1,,,,24/04/2021,17:15
Ponferradina,Lugo,2,0,,,,,,,1,,,,24/04/2021,19:30
Oviedo,Girona,0,1,,,,,,,3,,,,25/04/2021,13:00
Mirandes,Almeria,1,1,,,,,,,2,,,,25/04/2021,15:00
Alcorcon,Leganes,1,2,,,,,,,3,,,,25/04/2021,17:15
Tenerife,Castellon,1,1,,,,,,,2,,,,25/04/2021,19:30
Vallecano,Albacete,2,2,,,,,,,2,,,,26/04/2021,18:00
Sabadell,Mallorca,1,0,,,,,,,1,,,,26/04/2021,20:00
Lugo,Zaragoza,2,2,,,,,,,2,,,,30/04/2021,20:00
Girona,Tenerife,1,0,,,,,,,1,,,,01/05/2021,15:00
Almeria,Oviedo,2,2,,,,,,,2,,,,01/05/2021,17:15
Mallorca,Mirandes,2,1,,,,,,,1,,,,01/05/2021,17:15
Fuenlabrada,Cartagena,2,1,,,,,,,1,,,,02/05/2021,13:00
Espanol,Malaga,3,0,,,,,,,1,,,,02/05/2021,15:00
Castellon,Logrones,0,0,,,,,,,2,,,,02/05/2021,17:15
Leganes,Gijon,0,0,,,,,,,2,,,,02/05/2021,17:15
LasPalmas,Ponferradina,2,0,,,,,,,1,,,,02/05/2021,19:30
Sabadell,Vallecano,2,0,,,,,,,1,,,,03/05/2021,17:00
Albacete,Alcorcon,0,1,,,,,,,3,,,,03/05/2021,20:00
Tenerife,Almeria,0,1,,,,,,,3,,,,07/05/2021,20:00
Ponferradina,Albacete,0,1,,,,,,,3,,,,08/05/2021,17:15
Zaragoza,Espanol,0,0,,,,,,,2,,,,08/05/2021,17:15
Alcorcon,LasPalmas,0,0,,,,,,,2,,,,08/05/2021,19:30
Malaga,Mallorca,1,1,,,,,,,2,,,,08/05/2021,20:00
Mirandes,Fuenlabrada,2,1,,,,,,,1,,,,09/05/2021,13:00
Oviedo,Sabadell,2,1,,,,,,,1,,,,09/05/2021,15:00
Cartagena,Castellon,1,0,,,,,,,1,,,,09/05/2021,17:15
Logrones,Girona,1,4,,,,,,,3,,,,09/05/2021,17:15
Vallecano,Leganes,1,1,,,,,,,2,,,,10/05/2021,18:00
Gijon,Lugo,1,0,,,,,,,1,,,,10/05/2021,20:00
Espanol,Cartagena,0,2,,,,,,,3,,,,14/05/2021,20:00
Castellon,Ponferradina,0,2,,,,,,,3,,,,15/05/2021,15:00
Lugo,Mirandes,2,1,,,,,,,1,,,,15/05/2021,17:30
Almeria,Albacete,1,1,,,,,,,2,,,,15/05/2021,20:00
LasPalmas,Zaragoza,0,2,,,,,,,3,,,,15/05/2021,20:00
Sabadell,Tenerife,0,2,,,,,,,3,,,,16/05/2021,13:00
Fuenlabrada,Vallecano,1,2,,,,,,,3,,,,16/05/2021,15:00
Mallorca,Alcorcon,2,0,,,,,,,1,,,,16/05/2021,19:45
Leganes,Logrones,3,0,,,,,,,1,,,,16/05/2021,20:30
Oviedo,Malaga,1,0,,,,,,,1,,,,17/05/2021,18:00
Girona,Gijon,1,0,,,,,,,1,,,,17/05/2021,20:00
Cartagena,Almeria,3,2,,,,,,,1,,,,18/05/2021,18:00
Albacete,Lugo,1,1,,,,,,,2,,,,18/05/2021,20:30
Ponferradina,Espanol,1,4,,,,,,,3,,,,18/05/2021,20:30
Alcorcon,Sabadell,2,0,,,,,,,1,,,,19/05/2021,18:00
Logrones,Fuenlabrada,1,0,,,,,,,1,,,,19/05/2021,18:00
Mirandes,Leganes,0,0,,,,,,,2,,,,19/05/2021,20:30
Tenerife,Mallorca,0,1,,,,,,,3,,,,19/05/2021,20:30
Malaga,Girona,0,1,,,,,,,3,,,,20/05/2021,18:00
Gijon,LasPalmas,1,0,,,,,,,1,,,,20/05/2021,18:00
Vallecano,Oviedo,4,1,,,,,,,1,,,,20/05/2021,20:30
Zaragoza,Castellon,3,0,,,,,,,1,,,,20/05/2021,20:30
Espanol,Tenerife,1,1,,,,,,,2,,,,23/05/2021,17:15
Mallorca,Zaragoza,2,1,,,,,,,1,,,,23/05/2021,17:15
Oviedo,Mirandes,1,1,,,,,,,2,,,,24/05/2021,17:30
Almeria,Logrones,2,1,,,,,,,1,,,,24/05/2021,20:00
Castellon,Vallecano,0,2,,,,,,,3,,,,24/05/2021,20:00
Fuenlabrada,Gijon,0,0,,,,,,,2,,,,24/05/2021,20:00
Girona,Alcorcon,1,0,,,,,,,1,,,,24/05/2021,20:00
LasPalmas,Albacete,3,2,,,,,,,1,,,,24/05/2021,20:00
Leganes,Malaga,1,0,,,,,,,1,,,,24/05/2021,20:00
Lugo,Cartagena,2,1,,,,,,,1,,,,24/05/2021,20:00
Sabadell,Ponferradina,2,0,,,,,,,1,,,,24/05/2021,20:00
Tenerife,Oviedo,2,2,,,,,,,2,,,,29/05/2021,17:30
Albacete,Fuenlabrada,1,2,,,,,,,3,,,,30/05/2021,17:30
Alcorcon,Espanol,1,0,,,,,,,1,,,,30/05/2021,20:00
Cartagena,Girona,1,1,,,,,,,2,,,,30/05/2021,20:00
Logrones,LasPalmas,0,1,,,,,,,3,,,,30/05/2021,20:00
Malaga,Castellon,3,0,,,,,,,1,,,,30/05/2021,20:00
Mirandes,Sabadell,0,2,,,,,,,3,,,,30/05/2021,20:00
Ponferradina,Mallorca,2,2,,,,,,,2,,,,30/05/2021,20:00
Gijon,Almeria,0,2,,,,,,,3,,,,30/05/2021,20:00
Vallecano,Lugo,0,1,,,,,,,3,,,,30/05/2021,20:00
Zaragoza,Leganes,0,5,,,,,,,3,,,,30/05/2021,20:00
