Monaco,Guingamp,0,2,,,,1.97,3.5,4.55,3,,,,,,,,,,,,,,,,,22/12/2018,,,,,,,,,,,,,,,1.92,,3.38,,4.28
Montpellier,Lyon,1,1,,,,3.6,3.45,2.26,2,,,,,,,,,,,,,,,,,22/12/2018,,,,,,,,,,,,,,,3.38,,3.32,,2.21
PSG,Nantes,1,0,,,,1.14,10.5,29,1,,,,,,,,,,,,,,,,,22/12/2018,,,,,,,,,,,,,,,1.12,,9.34,,20.65
Reims,Caen,2,2,,,,1.8,3.55,5.92,2,,,,,,,,,,,,,,,,,22/12/2018,,,,,,,,,,,,,,,1.74,,3.4,,5.46
Rennes,Nimes,4,0,,,,1.88,3.8,4.67,1,,,,,,,,,,,,,,,,,22/12/2018,,,,,,,,,,,,,,,1.82,,3.63,,4.44
SaintEtienne,Dijon,3,0,,,,1.57,4.65,7,1,,,,,,,,,,,,,,,,,22/12/2018,,,,,,,,,,,,,,,1.52,,4.37,,6.14
Strasbourg,Nice,2,0,,,,2.58,3.25,3.25,1,,,,,,,,,,,,,,,,,22/12/2018,,,,,,,,,,,,,,,2.43,,3.15,,3.13
Bordeaux,Amiens,1,1,,,,1.65,3.95,6.5,2,,,,,,,,,,,,,,,,,23/12/2018,,,,,,,,,,,,,,,1.62,,3.76,,5.86
Amiens,Angers,0,0,,,,3.26,3.07,2.61,2,,,,,,,,,,,,,,,,,08/01/2019,,,,,,,,,,,,,,,3.13,,2.99,,2.54
Nantes,Montpellier,2,0,,,,2.71,3.15,3.08,1,,,,,,,,,,,,,,,,,08/01/2019,,,,,,,,,,,,,,,2.61,,3.05,,2.98
Caen,Lille,1,3,,,,3.8,3.37,2.2,3,,,,,,,,,,,,,,,,,11/01/2019,,,,,,,,,,,,,,,3.64,,3.22,,2.15
Lyon,Reims,1,1,,,,1.5,4.75,8.05,2,,,,,,,,,,,,,,,,,11/01/2019,,,,,,,,,,,,,,,1.46,,4.43,,7.32
Amiens,PSG,0,3,,,,19.5,8.05,1.22,3,,,,,,,,,,,,,,,,,12/01/2019,,,,,,,,,,,,,,,15.93,,7.09,,1.18
Guingamp,SaintEtienne,0,1,,,,3.02,3.3,2.7,3,,,,,,,,,,,,,,,,,12/01/2019,,,,,,,,,,,,,,,2.88,,3.19,,2.58
Nice,Bordeaux,1,0,,,,2.27,3.22,3.9,1,,,,,,,,,,,,,,,,,12/01/2019,,,,,,,,,,,,,,,2.19,,3.13,,3.67
Dijon,Montpellier,1,1,,,,3.53,3.36,2.35,2,,,,,,,,,,,,,,,,,13/01/2019,,,,,,,,,,,,,,,3.32,,3.24,,2.28
Marseille,Monaco,1,1,,,,1.63,4.6,6,2,,,,,,,,,,,,,,,,,13/01/2019,,,,,,,,,,,,,,,1.58,,4.23,,5.4
Nantes,Rennes,0,1,,,,2.68,3.35,2.9,3,,,,,,,,,,,,,,,,,13/01/2019,,,,,,,,,,,,,,,2.6,,3.24,,2.8
Toulouse,Strasbourg,1,2,,,,2.55,3.25,3.2,3,,,,,,,,,,,,,,,,,13/01/2019,,,,,,,,,,,,,,,2.46,,3.15,,3.07
Angers,Bordeaux,1,2,,,,2.68,3.12,3.16,3,,,,,,,,,,,,,,,,,15/01/2019,,,,,,,,,,,,,,,2.57,,3.01,,3.05
Guingamp,Rennes,2,1,,,,3.25,3.3,2.63,1,,,,,,,,,,,,,,,,,16/01/2019,,,,,,,,,,,,,,,2.94,,3.17,,2.54
Monaco,Nice,1,1,,,,2.38,3.35,3.48,2,,,,,,,,,,,,,,,,,16/01/2019,,,,,,,,,,,,,,,2.3,,3.18,,3.34
Nimes,Nantes,1,0,,,,2.45,3.4,3.31,1,,,,,,,,,,,,,,,,,16/01/2019,,,,,,,,,,,,,,,2.34,,3.25,,3.2
SaintEtienne,Marseille,2,1,,,,2.41,3.55,3.18,1,,,,,,,,,,,,,,,,,16/01/2019,,,,,,,,,,,,,,,2.32,,3.43,,3.06
Toulouse,Lyon,2,2,,,,5.25,4.1,1.8,2,,,,,,,,,,,,,,,,,16/01/2019,,,,,,,,,,,,,,,4.76,,3.82,,1.73
Lille,Amiens,2,1,,,,1.69,3.84,6.3,1,,,,,,,,,,,,,,,,,18/01/2019,,,,,,,,,,,,,,,1.66,,3.68,,5.75
Monaco,Strasbourg,1,5,,,,2,3.7,4.3,3,,,,,,,,,,,,,,,,,19/01/2019,,,,,,,,,,,,,,,1.95,,3.5,,3.97
Nimes,Toulouse,0,1,,,,2.08,3.7,3.95,3,,,,,,,,,,,,,,,,,19/01/2019,,,,,,,,,,,,,,,2,,3.5,,3.79
PSG,Guingamp,9,0,,,,1.1,13.5,41,1,,,,,,,,,,,,,,,,,19/01/2019,,,,,,,,,,,,,,,1.08,,11.55,,28.88
Reims,Nice,1,1,,,,2.25,3.22,3.92,2,,,,,,,,,,,,,,,,,19/01/2019,,,,,,,,,,,,,,,2.2,,3.11,,3.69
Angers,Nantes,1,0,,,,2.61,3.15,3.2,1,,,,,,,,,,,,,,,,,20/01/2019,,,,,,,,,,,,,,,2.53,,3.06,,3.02
Bordeaux,Dijon,1,0,,,,1.75,3.85,5.75,1,,,,,,,,,,,,,,,,,20/01/2019,,,,,,,,,,,,,,,1.7,,3.72,,5.21
Caen,Marseille,0,1,,,,4.55,3.75,1.92,3,,,,,,,,,,,,,,,,,20/01/2019,,,,,,,,,,,,,,,4.29,,3.6,,1.86
Rennes,Montpellier,0,0,,,,2.15,3.4,4,2,,,,,,,,,,,,,,,,,20/01/2019,,,,,,,,,,,,,,,2.1,,3.23,,3.83
SaintEtienne,Lyon,1,2,,,,3.2,3.79,2.35,3,,,,,,,,,,,,,,,,,20/01/2019,,,,,,,,,,,,,,,3.04,,3.61,,2.26
Nimes,Angers,3,1,,,,2.13,3.45,4.18,1,,,,,,,,,,,,,,,,,23/01/2019,,,,,,,,,,,,,,,2.03,,3.32,,3.89
Marseille,Lille,1,2,,,,2.55,3.35,3.2,3,,,,,,,,,,,,,,,,,25/01/2019,,,,,,,,,,,,,,,2.43,,3.23,,3.05
Dijon,Monaco,2,0,,,,3.2,3.48,2.46,1,,,,,,,,,,,,,,,,,26/01/2019,,,,,,,,,,,,,,,3.02,,3.35,,2.39
Guingamp,Reims,0,1,,,,2.6,3.2,3.27,3,,,,,,,,,,,,,,,,,26/01/2019,,,,,,,,,,,,,,,2.49,,3.05,,3.12
Nice,Nimes,2,0,,,,2.24,3.3,4,1,,,,,,,,,,,,,,,,,26/01/2019,,,,,,,,,,,,,,,2.17,,3.14,,3.7
Strasbourg,Bordeaux,1,0,,,,2.5,3.25,3.3,1,,,,,,,,,,,,,,,,,26/01/2019,,,,,,,,,,,,,,,2.41,,3.14,,3.18
Amiens,Lyon,0,1,,,,6.5,4.5,1.6,3,,,,,,,,,,,,,,,,,27/01/2019,,,,,,,,,,,,,,,5.77,,4.23,,1.56
Montpellier,Caen,2,0,,,,1.72,3.75,6.25,1,,,,,,,,,,,,,,,,,27/01/2019,,,,,,,,,,,,,,,1.68,,3.58,,5.76
PSG,Rennes,4,1,,,,1.25,7.25,14.5,1,,,,,,,,,,,,,,,,,27/01/2019,,,,,,,,,,,,,,,1.22,,6.73,,12.2
Toulouse,Angers,0,0,,,,2.35,3.34,3.5,2,,,,,,,,,,,,,,,,,27/01/2019,,,,,,,,,,,,,,,2.26,,3.23,,3.37
Nantes,SaintEtienne,1,1,,,,2.85,3.25,2.82,2,,,,,,,,,,,,,,,,,30/01/2019,,,,,,,,,,,,,,,2.76,,3.14,,2.72
Lille,Nice,4,0,,,,1.91,3.6,5.15,1,,,,,,,,,,,,,,,,,01/02/2019,,,,,,,,,,,,,,,1.85,,3.38,,4.7
Angers,Dijon,1,0,,,,2.05,3.55,4.15,1,,,,,,,,,,,,,,,,,02/02/2019,,,,,,,,,,,,,,,1.99,,3.42,,3.92
Monaco,Toulouse,2,1,,,,1.81,3.8,5.25,1,,,,,,,,,,,,,,,,,02/02/2019,,,,,,,,,,,,,,,1.76,,3.68,,4.74
Reims,Marseille,2,1,,,,2.85,3.26,2.83,1,,,,,,,,,,,,,,,,,02/02/2019,,,,,,,,,,,,,,,2.74,,3.12,,2.74
Rennes,Amiens,1,0,,,,1.62,4.15,6.55,1,,,,,,,,,,,,,,,,,02/02/2019,,,,,,,,,,,,,,,1.6,,3.83,,6.17
Lyon,PSG,2,1,,,,4.05,4.1,1.96,1,,,,,,,,,,,,,,,,,03/02/2019,,,,,,,,,,,,,,,3.72,,3.91,,1.91
Nimes,Montpellier,1,1,,,,2.72,3.26,3,2,,,,,,,,,,,,,,,,,03/02/2019,,,,,,,,,,,,,,,2.62,,3.13,,2.87
Marseille,Bordeaux,1,0,,,,2.4,3.27,3.5,1,,,,,,,,,,,,,,,,,05/02/2019,,,,,,,,,,,,,,,2.34,,3.13,,3.33
Dijon,Marseille,1,2,,,,4.33,3.71,2,3,,,,,,,,,,,,,,,,,08/02/2019,,,,,,,,,,,,,,,4.06,,3.55,,1.92
Amiens,Caen,1,0,,,,2.15,3.25,4.23,1,,,,,,,,,,,,,,,,,09/02/2019,,,,,,,,,,,,,,,2.08,,3.16,,3.99
PSG,Bordeaux,1,0,,,,1.27,7.25,13,1,,,,,,,,,,,,,,,,,09/02/2019,,,,,,,,,,,,,,,1.25,,6.22,,11.17
Strasbourg,Angers,1,2,,,,2.08,3.35,4.3,3,,,,,,,,,,,,,,,,,09/02/2019,,,,,,,,,,,,,,,2.03,,3.22,,4.08
Guingamp,Lille,0,2,,,,3.55,3.4,2.3,3,,,,,,,,,,,,,,,,,10/02/2019,,,,,,,,,,,,,,,3.39,,3.29,,2.22
Montpellier,Monaco,2,2,,,,2.5,3.25,3.25,2,,,,,,,,,,,,,,,,,10/02/2019,,,,,,,,,,,,,,,2.43,,3.15,,3.13
Nantes,Nimes,2,4,,,,2.1,3.57,4.2,3,,,,,,,,,,,,,,,,,10/02/2019,,,,,,,,,,,,,,,2,,3.39,,3.94
Nice,Lyon,1,0,,,,4.9,4.39,1.76,1,,,,,,,,,,,,,,,,,10/02/2019,,,,,,,,,,,,,,,4.55,,4.06,,1.72
Rennes,SaintEtienne,3,0,,,,2.15,3.57,3.72,1,,,,,,,,,,,,,,,,,10/02/2019,,,,,,,,,,,,,,,2.1,,3.42,,3.59
Toulouse,Reims,1,1,,,,2.8,3.1,2.96,2,,,,,,,,,,,,,,,,,10/02/2019,,,,,,,,,,,,,,,2.72,,3.01,,2.86
Caen,Nantes,0,1,,,,3.23,3.2,2.59,3,,,,,,,,,,,,,,,,,13/02/2019,,,,,,,,,,,,,,,3.08,,3.1,,2.49
SaintEtienne,Strasbourg,2,1,,,,2.05,3.6,4,1,,,,,,,,,,,,,,,,,13/02/2019,,,,,,,,,,,,,,,2,,3.43,,3.83
Lyon,Guingamp,2,1,,,,1.34,6,10.85,1,,,,,,,,,,,,,,,,,15/02/2019,,,,,,,,,,,,,,,1.3,,5.68,,9.61
Nimes,Dijon,2,0,,,,1.85,4,4.65,1,,,,,,,,,,,,,,,,,15/02/2019,,,,,,,,,,,,,,,1.79,,3.79,,4.39
Angers,Nice,3,0,,,,2.48,3.13,3.44,1,,,,,,,,,,,,,,,,,16/02/2019,,,,,,,,,,,,,,,2.4,,3.02,,3.32
Marseille,Amiens,2,0,,,,1.45,4.93,9,1,,,,,,,,,,,,,,,,,16/02/2019,,,,,,,,,,,,,,,1.42,,4.6,,7.97
Monaco,Nantes,1,0,,,,1.91,3.85,4.65,1,,,,,,,,,,,,,,,,,16/02/2019,,,,,,,,,,,,,,,1.84,,3.58,,4.44
Bordeaux,Toulouse,2,1,,,,1.92,3.5,5,1,,,,,,,,,,,,,,,,,17/02/2019,,,,,,,,,,,,,,,1.88,,3.28,,4.68
Caen,Strasbourg,0,0,,,,3.5,3.13,2.46,2,,,,,,,,,,,,,,,,,17/02/2019,,,,,,,,,,,,,,,3.35,,3.02,,2.38
Lille,Montpellier,0,0,,,,1.95,3.47,5,2,,,,,,,,,,,,,,,,,17/02/2019,,,,,,,,,,,,,,,1.89,,3.32,,4.57
Reims,Rennes,2,0,,,,2.5,3.21,3.37,1,,,,,,,,,,,,,,,,,17/02/2019,,,,,,,,,,,,,,,2.42,,3.08,,3.22
SaintEtienne,PSG,0,1,,,,5.6,4.45,1.68,3,,,,,,,,,,,,,,,,,17/02/2019,,,,,,,,,,,,,,,5.05,,4.23,,1.63
Bordeaux,Guingamp,0,0,,,,1.96,3.5,4.55,2,,,,,,,,,,,,,,,,,20/02/2019,,,,,,,,,,,,,,,1.92,,3.38,,4.32
PSG,Montpellier,5,1,,,,1.29,6.15,13.25,1,,,,,,,,,,,,,,,,,20/02/2019,,,,,,,,,,,,,,,1.26,,5.78,,11.68
Dijon,SaintEtienne,0,1,,,,3.5,3.55,2.3,3,,,,,,,,,,,,,,,,,22/02/2019,,,,,,,,,,,,,,,3.28,,3.38,,2.24
Strasbourg,Lille,1,1,,,,3.03,3.23,2.73,2,,,,,,,,,,,,,,,,,22/02/2019,,,,,,,,,,,,,,,2.85,,3.11,,2.66
Amiens,Nice,1,0,,,,2.8,3.03,3.08,1,,,,,,,,,,,,,,,,,23/02/2019,,,,,,,,,,,,,,,2.7,,2.93,,2.95
Guingamp,Angers,1,0,,,,2.65,3.2,3.1,1,,,,,,,,,,,,,,,,,23/02/2019,,,,,,,,,,,,,,,2.56,,3.09,,2.99
PSG,Nimes,3,0,,,,1.25,7.15,13.5,1,,,,,,,,,,,,,,,,,23/02/2019,,,,,,,,,,,,,,,1.23,,6.65,,11.57
Monaco,Lyon,2,0,,,,3.4,3.75,2.25,1,,,,,,,,,,,,,,,,,24/02/2019,,,,,,,,,,,,,,,3.19,,3.57,,2.19
Montpellier,Reims,2,4,,,,2.38,3.2,3.7,3,,,,,,,,,,,,,,,,,24/02/2019,,,,,,,,,,,,,,,2.29,,3.01,,3.55
Nantes,Bordeaux,1,0,,,,2.06,3.45,4.33,1,,,,,,,,,,,,,,,,,24/02/2019,,,,,,,,,,,,,,,2,,3.27,,4.08
Rennes,Marseille,1,1,,,,2.97,3.55,2.63,2,,,,,,,,,,,,,,,,,24/02/2019,,,,,,,,,,,,,,,2.85,,3.33,,2.51
Toulouse,Caen,1,1,,,,1.91,3.6,5,2,,,,,,,,,,,,,,,,,24/02/2019,,,,,,,,,,,,,,,1.86,,3.41,,4.61
Angers,Monaco,2,2,,,,3.44,3.36,2.35,2,,,,,,,,,,,,,,,,,02/03/2019,,,,,,,,,,,,,,,3.31,,3.23,,2.28
Caen,PSG,1,2,,,,12,6.5,1.3,3,,,,,,,,,,,,,,,,,02/03/2019,,,,,,,,,,,,,,,10.63,,6.02,,1.27
Reims,Amiens,2,2,,,,1.85,3.47,5.5,2,,,,,,,,,,,,,,,,,02/03/2019,,,,,,,,,,,,,,,1.8,,3.33,,5.19
Guingamp,Nantes,0,0,,,,2.93,3.12,2.85,2,,,,,,,,,,,,,,,,,03/03/2019,,,,,,,,,,,,,,,2.82,,3,,2.76
Lille,Dijon,1,0,,,,1.55,4.42,7.5,1,,,,,,,,,,,,,,,,,03/03/2019,,,,,,,,,,,,,,,1.51,,4.17,,6.72
Lyon,Toulouse,5,1,,,,1.35,6,11.5,1,,,,,,,,,,,,,,,,,03/03/2019,,,,,,,,,,,,,,,1.3,,5.64,,9.86
Marseille,SaintEtienne,2,0,,,,1.85,3.9,4.75,1,,,,,,,,,,,,,,,,,03/03/2019,,,,,,,,,,,,,,,1.8,,3.72,,4.44
Nice,Strasbourg,1,0,,,,2.45,3.07,3.6,1,,,,,,,,,,,,,,,,,03/03/2019,,,,,,,,,,,,,,,2.37,,2.97,,3.43
Bordeaux,Montpellier,1,2,,,,2.6,3.07,3.38,3,,,,,,,,,,,,,,,,,05/03/2019,,,,,,,,,,,,,,,2.5,,2.97,,3.2
Amiens,Nimes,2,1,,,,2.62,3.35,3.1,1,,,,,,,,,,,,,,,,,09/03/2019,,,,,,,,,,,,,,,2.52,,3.2,,2.95
Dijon,Reims,1,1,,,,3.13,3.25,2.6,2,,,,,,,,,,,,,,,,,09/03/2019,,,,,,,,,,,,,,,3.02,,3.12,,2.52
Monaco,Bordeaux,1,1,,,,1.7,4.21,5.75,2,,,,,,,,,,,,,,,,,09/03/2019,,,,,,,,,,,,,,,1.65,,3.91,,5.28
Strasbourg,Lyon,2,2,,,,4.75,4,1.88,2,,,,,,,,,,,,,,,,,09/03/2019,,,,,,,,,,,,,,,4.35,,3.77,,1.81
Marseille,Nice,1,0,,,,1.57,4.5,7,1,,,,,,,,,,,,,,,,,10/03/2019,,,,,,,,,,,,,,,1.54,,4.17,,6.26
Montpellier,Angers,2,2,,,,2.2,3.29,4.15,2,,,,,,,,,,,,,,,,,10/03/2019,,,,,,,,,,,,,,,2.09,,3.18,,3.92
Rennes,Caen,3,1,,,,1.65,4,7,1,,,,,,,,,,,,,,,,,10/03/2019,,,,,,,,,,,,,,,1.6,,3.8,,6.27
SaintEtienne,Lille,0,1,,,,2.5,3.39,3.2,3,,,,,,,,,,,,,,,,,10/03/2019,,,,,,,,,,,,,,,2.42,,3.27,,3.04
Toulouse,Guingamp,1,0,,,,2.3,3.3,3.7,1,,,,,,,,,,,,,,,,,10/03/2019,,,,,,,,,,,,,,,2.23,,3.16,,3.52
Dijon,PSG,0,4,,,,15,7.8,1.22,3,,,,,,,,,,,,,,,,,12/03/2019,,,,,,,,,,,,,,,12.83,,7.23,,1.2
Lille,Monaco,0,1,,,,2.13,3.48,4.1,3,,,,,,,,,,,,,,,,,15/03/2019,,,,,,,,,,,,,,,2.06,,3.34,,3.8
Nice,Toulouse,1,1,,,,2.22,3.25,4,2,,,,,,,,,,,,,,,,,15/03/2019,,,,,,,,,,,,,,,2.16,,3.15,,3.73
Angers,Amiens,0,0,,,,2.15,3.26,4.25,2,,,,,,,,,,,,,,,,,16/03/2019,,,,,,,,,,,,,,,2.09,,3.16,,3.94
Caen,SaintEtienne,0,5,,,,3.7,3.26,2.32,3,,,,,,,,,,,,,,,,,16/03/2019,,,,,,,,,,,,,,,3.46,,3.17,,2.25
Guingamp,Dijon,1,0,,,,2.25,3.21,4,1,,,,,,,,,,,,,,,,,16/03/2019,,,,,,,,,,,,,,,2.2,,3.09,,3.68
Nimes,Strasbourg,2,2,,,,2.46,3.36,3.3,2,,,,,,,,,,,,,,,,,16/03/2019,,,,,,,,,,,,,,,2.37,,3.22,,3.17
Bordeaux,Rennes,1,1,,,,2.71,3.16,2.99,2,,,,,,,,,,,,,,,,,17/03/2019,,,,,,,,,,,,,,,2.65,,3.04,,2.89
Lyon,Montpellier,3,2,,,,1.5,4.9,8.5,1,,,,,,,,,,,,,,,,,17/03/2019,,,,,,,,,,,,,,,1.45,,4.6,,6.88
PSG,Marseille,3,1,,,,1.31,6.3,10.5,1,,,,,,,,,,,,,,,,,17/03/2019,,,,,,,,,,,,,,,1.29,,5.91,,9.42
Reims,Nantes,1,0,,,,2.25,3.18,4,1,,,,,,,,,,,,,,,,,17/03/2019,,,,,,,,,,,,,,,2.2,,3.09,,3.69
Rennes,Lyon,0,1,,,,4,3.9,2.1,3,,,,,,,,,,,,,,,,,29/03/2019,,,,,,,,,,,,,,,3.64,,3.7,,1.99
Marseille,Angers,2,2,,,,1.56,4.25,7.5,2,,,,,,,,,,,,,,,,,30/03/2019,,,,,,,,,,,,,,,1.53,,4.04,,6.82
Amiens,Bordeaux,0,0,,,,2.75,3.1,3.1,2,,,,,,,,,,,,,,,,,31/03/2019,,,,,,,,,,,,,,,2.64,,3,,2.97
Dijon,Nice,0,1,,,,2.7,3.2,3.2,3,,,,,,,,,,,,,,,,,31/03/2019,,,,,,,,,,,,,,,2.56,,3.03,,3.03
Monaco,Caen,0,1,,,,1.4,5.5,11,3,,,,,,,,,,,,,,,,,31/03/2019,,,,,,,,,,,,,,,1.35,,5,,9.31
Nantes,Lille,2,3,,,,3.06,3.2,2.71,3,,,,,,,,,,,,,,,,,31/03/2019,,,,,,,,,,,,,,,2.95,,3.06,,2.6
Toulouse,PSG,0,1,,,,11.5,6.55,1.31,3,,,,,,,,,,,,,,,,,31/03/2019,,,,,,,,,,,,,,,9.9,,6.03,,1.28
SaintEtienne,Nimes,2,1,,,,1.82,3.92,4.85,1,,,,,,,,,,,,,,,,,01/04/2019,,,,,,,,,,,,,,,1.76,,3.78,,4.54
Montpellier,Guingamp,2,0,,,,1.85,3.6,5.25,1,,,,,,,,,,,,,,,,,03/04/2019,,,,,,,,,,,,,,,1.81,,3.43,,4.9
Strasbourg,Reims,4,0,,,,2.75,3.2,3.4,1,,,,,,,,,,,,,,,,,03/04/2019,,,,,,,,,,,,,,,2.61,,3.03,,2.99
Bordeaux,Marseille,2,0,,,,3.7,3.42,2.23,1,,,,,,,,,,,,,,,,,05/04/2019,,,,,,,,,,,,,,,3.55,,3.3,,2.16
Amiens,SaintEtienne,2,2,,,,3.07,3.17,2.67,2,,,,,,,,,,,,,,,,,06/04/2019,,,,,,,,,,,,,,,2.97,,3.09,,2.58
Angers,Rennes,3,3,,,,2.87,3.25,2.85,2,,,,,,,,,,,,,,,,,06/04/2019,,,,,,,,,,,,,,,2.75,,3.13,,2.74
Guingamp,Monaco,1,1,,,,3.89,3.4,2.2,2,,,,,,,,,,,,,,,,,06/04/2019,,,,,,,,,,,,,,,3.68,,3.25,,2.14
Lyon,Dijon,1,3,,,,1.26,7.25,15,3,,,,,,,,,,,,,,,,,06/04/2019,,,,,,,,,,,,,,,1.23,,6.69,,12.23
Nimes,Caen,2,0,,,,1.75,3.95,5.55,1,,,,,,,,,,,,,,,,,06/04/2019,,,,,,,,,,,,,,,1.7,,3.76,,5.18
Nice,Montpellier,1,0,,,,2.8,3.1,3.02,1,,,,,,,,,,,,,,,,,07/04/2019,,,,,,,,,,,,,,,2.7,,2.97,,2.92
PSG,Strasbourg,2,2,,,,1.15,11,25,2,,,,,,,,,,,,,,,,,07/04/2019,,,,,,,,,,,,,,,1.13,,9.36,,19.47
Reims,Lille,1,1,,,,3.12,3.11,2.75,2,,,,,,,,,,,,,,,,,07/04/2019,,,,,,,,,,,,,,,2.96,,3.02,,2.64
Toulouse,Nantes,1,0,,,,2.6,3.19,3.22,1,,,,,,,,,,,,,,,,,07/04/2019,,,,,,,,,,,,,,,2.49,,3.08,,3.1
Nimes,Rennes,3,1,,,,2.81,3.47,2.7,1,,,,,,,,,,,,,,,,,09/04/2019,,,,,,,,,,,,,,,2.73,,3.34,,2.61
Dijon,Amiens,0,0,,,,2.47,3.23,3.43,2,,,,,,,,,,,,,,,,,12/04/2019,,,,,,,,,,,,,,,2.39,,3.1,,3.26
Nantes,Lyon,2,1,,,,4.3,4,1.92,1,,,,,,,,,,,,,,,,,12/04/2019,,,,,,,,,,,,,,,4.04,,3.75,,1.87
Caen,Angers,0,1,,,,3.18,3.11,2.7,3,,,,,,,,,,,,,,,,,13/04/2019,,,,,,,,,,,,,,,3.04,,3.02,,2.57
Marseille,Nimes,2,1,,,,1.62,4.5,6.2,1,,,,,,,,,,,,,,,,,13/04/2019,,,,,,,,,,,,,,,1.57,,4.29,,5.62
Monaco,Reims,0,0,,,,1.95,3.55,4.72,2,,,,,,,,,,,,,,,,,13/04/2019,,,,,,,,,,,,,,,1.9,,3.37,,4.44
Strasbourg,Guingamp,3,3,,,,2.15,3.4,4.41,2,,,,,,,,,,,,,,,,,13/04/2019,,,,,,,,,,,,,,,2.01,,3.25,,4.12
Lille,PSG,5,1,,,,4.71,4.05,1.81,1,,,,,,,,,,,,,,,,,14/04/2019,,,,,,,,,,,,,,,4.39,,3.9,,1.77
Montpellier,Toulouse,2,1,,,,1.91,3.5,4.91,1,,,,,,,,,,,,,,,,,14/04/2019,,,,,,,,,,,,,,,1.88,,3.35,,4.58
Rennes,Nice,0,0,,,,1.91,3.6,5,2,,,,,,,,,,,,,,,,,14/04/2019,,,,,,,,,,,,,,,1.85,,3.45,,4.59
SaintEtienne,Bordeaux,3,0,,,,1.8,3.8,5.31,1,,,,,,,,,,,,,,,,,14/04/2019,,,,,,,,,,,,,,,1.76,,3.62,,4.94
Nantes,PSG,3,2,,,,4.75,4.4,1.76,1,,,,,,,,,,,,,,,,,17/04/2019,,,,,,,,,,,,,,,4.44,,4.17,,1.71
Dijon,Rennes,3,2,,,,2.91,3.35,2.7,1,,,,,,,,,,,,,,,,,19/04/2019,,,,,,,,,,,,,,,2.8,,3.24,,2.61
Lyon,Angers,2,1,,,,1.35,6.05,10.5,1,,,,,,,,,,,,,,,,,19/04/2019,,,,,,,,,,,,,,,1.32,,5.48,,9.37
Guingamp,Marseille,1,3,,,,4.5,3.6,1.96,3,,,,,,,,,,,,,,,,,20/04/2019,,,,,,,,,,,,,,,4.22,,3.44,,1.91
Nice,Caen,0,1,,,,1.85,3.48,5.6,3,,,,,,,,,,,,,,,,,20/04/2019,,,,,,,,,,,,,,,1.8,,3.3,,5.21
Nimes,Bordeaux,2,1,,,,2.21,3.42,3.75,1,,,,,,,,,,,,,,,,,20/04/2019,,,,,,,,,,,,,,,2.16,,3.29,,3.53
Strasbourg,Montpellier,1,3,,,,2.7,3.29,3.03,3,,,,,,,,,,,,,,,,,20/04/2019,,,,,,,,,,,,,,,2.58,,3.17,,2.88
Nantes,Amiens,3,2,,,,2.05,3.35,5,1,,,,,,,,,,,,,,,,,21/04/2019,,,,,,,,,,,,,,,1.95,,3.2,,4.46
PSG,Monaco,3,1,,,,1.55,5.05,6.5,1,,,,,,,,,,,,,,,,,21/04/2019,,,,,,,,,,,,,,,1.51,,4.74,,5.69
Reims,SaintEtienne,0,2,,,,2.7,3.2,3.11,3,,,,,,,,,,,,,,,,,21/04/2019,,,,,,,,,,,,,,,2.55,,3.08,,2.99
Toulouse,Lille,0,0,,,,3.75,3.43,2.26,2,,,,,,,,,,,,,,,,,21/04/2019,,,,,,,,,,,,,,,3.44,,3.31,,2.19
Bordeaux,Lyon,2,3,,,,5.25,4.2,1.73,3,,,,,,,,,,,,,,,,,26/04/2019,,,,,,,,,,,,,,,4.87,,4,,1.68
Amiens,Strasbourg,0,0,,,,2.2,3.51,3.8,2,,,,,,,,,,,,,,,,,28/04/2019,,,,,,,,,,,,,,,2.13,,3.32,,3.58
Angers,Reims,1,1,,,,2.7,3.23,3.01,2,,,,,,,,,,,,,,,,,28/04/2019,,,,,,,,,,,,,,,2.58,,3.11,,2.92
Caen,Dijon,1,0,,,,2.9,3.24,2.8,1,,,,,,,,,,,,,,,,,28/04/2019,,,,,,,,,,,,,,,2.8,,3.12,,2.69
Lille,Nimes,5,0,,,,1.55,4.62,7,1,,,,,,,,,,,,,,,,,28/04/2019,,,,,,,,,,,,,,,1.51,,4.3,,6.46
Marseille,Nantes,1,2,,,,1.55,4.47,7.5,3,,,,,,,,,,,,,,,,,28/04/2019,,,,,,,,,,,,,,,1.51,,4.18,,6.69
Nice,Guingamp,3,0,,,,2.14,3.25,4.24,1,,,,,,,,,,,,,,,,,28/04/2019,,,,,,,,,,,,,,,2.08,,3.13,,4.01
SaintEtienne,Toulouse,2,0,,,,1.55,4.66,7,1,,,,,,,,,,,,,,,,,28/04/2019,,,,,,,,,,,,,,,1.51,,4.3,,6.36
Montpellier,PSG,3,2,,,,4.33,3.95,1.95,1,,,,,,,,,,,,,,,,,30/04/2019,,,,,,,,,,,,,,,3.81,,3.78,,1.91
Rennes,Monaco,2,2,,,,3.5,3.74,2.3,2,,,,,,,,,,,,,,,,,01/05/2019,,,,,,,,,,,,,,,3.15,,3.5,,2.24
Strasbourg,Marseille,1,1,,,,4.19,3.7,2.05,2,,,,,,,,,,,,,,,,,03/05/2019,,,,,,,,,,,,,,,3.81,,3.54,,1.98
