Strasbourg,SaintEtienne,1,1,,,,2.85,3.4,2.83,2,,,,,,,,,,,,,,,,,19/08/2018,,,,,,,,,,,,,,,2.68,,3.2,,2.7
Toulouse,Bordeaux,2,1,,,,2.7,3.28,3.1,1,,,,,,,,,,,,,,,,,19/08/2018,,,,,,,,,,,,,,,2.57,,3.09,,2.91
Lyon,Strasbourg,2,0,,,,1.33,6.5,12,1,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,,1.28,,5.8,,10.41
Amiens,Reims,4,1,,,,2.85,3.25,2.94,1,,,,,,,,,,,,,,,,,25/08/2018,,,,,,,,,,,,,,,2.67,,3.07,,2.83
Montpellier,SaintEtienne,0,0,,,,2.52,3.28,3.27,2,,,,,,,,,,,,,,,,,25/08/2018,,,,,,,,,,,,,,,2.41,,3.09,,3.16
Nantes,Caen,1,1,,,,2.05,3.4,4.6,2,,,,,,,,,,,,,,,,,25/08/2018,,,,,,,,,,,,,,,1.95,,3.23,,4.37
Nice,Dijon,0,4,,,,1.95,3.74,4.56,3,,,,,,,,,,,,,,,,,25/08/2018,,,,,,,,,,,,,,,1.88,,3.53,,4.22
PSG,Angers,3,1,,,,1.09,14,51,1,,,,,,,,,,,,,,,,,25/08/2018,,,,,,,,,,,,,,,1.07,,11.8,,31.45
Toulouse,Nimes,1,0,,,,2.4,3.64,3.5,1,,,,,,,,,,,,,,,,,25/08/2018,,,,,,,,,,,,,,,2.29,,3.41,,3.11
Bordeaux,Monaco,2,1,,,,3.1,3.58,2.48,1,,,,,,,,,,,,,,,,,26/08/2018,,,,,,,,,,,,,,,2.93,,3.36,,2.4
Lille,Guingamp,3,0,,,,2.14,3.62,3.9,1,,,,,,,,,,,,,,,,,26/08/2018,,,,,,,,,,,,,,,2.04,,3.43,,3.69
Marseille,Rennes,2,2,,,,1.54,4.89,7.5,2,,,,,,,,,,,,,,,,,26/08/2018,,,,,,,,,,,,,,,1.48,,4.5,,6.31
Lyon,Nice,0,1,,,,1.45,5.5,10,3,,,,,,,,,,,,,,,,,31/08/2018,,,,,,,,,,,,,,,1.35,,5.12,,8.59
Angers,Lille,1,0,,,,2.55,3.3,3.13,1,,,,,,,,,,,,,,,,,01/09/2018,,,,,,,,,,,,,,,2.45,,3.19,,2.98
Dijon,Caen,0,2,,,,2,3.51,4.6,3,,,,,,,,,,,,,,,,,01/09/2018,,,,,,,,,,,,,,,1.9,,3.4,,4.27
Guingamp,Toulouse,1,2,,,,2.2,3.62,3.9,3,,,,,,,,,,,,,,,,,01/09/2018,,,,,,,,,,,,,,,2.05,,3.42,,3.65
Nimes,PSG,2,4,,,,14,7.64,1.25,3,,,,,,,,,,,,,,,,,01/09/2018,,,,,,,,,,,,,,,11.58,,7.03,,1.21
Reims,Montpellier,0,1,,,,2.7,3.2,3.1,3,,,,,,,,,,,,,,,,,01/09/2018,,,,,,,,,,,,,,,2.57,,3.07,,2.94
Strasbourg,Nantes,2,3,,,,2.43,3.25,3.7,3,,,,,,,,,,,,,,,,,01/09/2018,,,,,,,,,,,,,,,2.31,,3.08,,3.36
Monaco,Marseille,2,3,,,,2.8,3.85,2.7,3,,,,,,,,,,,,,,,,,02/09/2018,,,,,,,,,,,,,,,2.67,,3.56,,2.52
Rennes,Bordeaux,2,0,,,,2.17,3.4,3.9,1,,,,,,,,,,,,,,,,,02/09/2018,,,,,,,,,,,,,,,2.09,,3.25,,3.68
SaintEtienne,Amiens,0,0,,,,1.71,3.87,6.32,2,,,,,,,,,,,,,,,,,02/09/2018,,,,,,,,,,,,,,,1.64,,3.71,,5.75
Nice,Rennes,2,1,,,,2.75,3.28,3,1,,,,,,,,,,,,,,,,,14/09/2018,,,,,,,,,,,,,,,2.62,,3.12,,2.86
PSG,SaintEtienne,4,0,,,,1.29,7,14,1,,,,,,,,,,,,,,,,,14/09/2018,,,,,,,,,,,,,,,1.25,,6.16,,11.68
Amiens,Lille,2,3,,,,3.45,3.32,2.42,3,,,,,,,,,,,,,,,,,15/09/2018,,,,,,,,,,,,,,,3.27,,3.15,,2.34
Caen,Lyon,2,2,,,,5.75,4,1.74,2,,,,,,,,,,,,,,,,,15/09/2018,,,,,,,,,,,,,,,5.26,,3.74,,1.69
Dijon,Angers,1,3,,,,2.21,3.6,3.7,3,,,,,,,,,,,,,,,,,15/09/2018,,,,,,,,,,,,,,,2.12,,3.41,,3.51
Montpellier,Strasbourg,1,1,,,,1.99,3.5,4.6,2,,,,,,,,,,,,,,,,,15/09/2018,,,,,,,,,,,,,,,1.92,,3.35,,4.33
Toulouse,Monaco,1,1,,,,3,3.59,2.54,2,,,,,,,,,,,,,,,,,15/09/2018,,,,,,,,,,,,,,,2.87,,3.42,,2.45
Bordeaux,Nimes,3,3,,,,1.91,3.7,4.73,2,,,,,,,,,,,,,,,,,16/09/2018,,,,,,,,,,,,,,,1.85,,3.55,,4.39
Marseille,Guingamp,4,0,,,,1.33,6.31,11,1,,,,,,,,,,,,,,,,,16/09/2018,,,,,,,,,,,,,,,1.3,,5.8,,9.16
Nantes,Reims,0,0,,,,2.05,3.67,4.5,2,,,,,,,,,,,,,,,,,16/09/2018,,,,,,,,,,,,,,,1.96,,3.38,,4.15
Monaco,Nimes,1,1,,,,1.88,4,5.5,2,,,,,,,,,,,,,,,,,21/09/2018,,,,,,,,,,,,,,,1.79,,3.75,,4.44
Angers,Toulouse,0,0,,,,2.28,3.36,3.7,2,,,,,,,,,,,,,,,,,22/09/2018,,,,,,,,,,,,,,,2.17,,3.23,,3.5
Lille,Nantes,2,1,,,,1.93,3.75,4.6,1,,,,,,,,,,,,,,,,,22/09/2018,,,,,,,,,,,,,,,1.86,,3.49,,4.33
Montpellier,Nice,1,0,,,,2.36,3.13,3.75,1,,,,,,,,,,,,,,,,,22/09/2018,,,,,,,,,,,,,,,2.27,,3.03,,3.53
Reims,Dijon,0,0,,,,2.21,3.45,3.8,2,,,,,,,,,,,,,,,,,22/09/2018,,,,,,,,,,,,,,,2.14,,3.32,,3.51
SaintEtienne,Caen,2,1,,,,1.73,3.75,6.5,1,,,,,,,,,,,,,,,,,22/09/2018,,,,,,,,,,,,,,,1.68,,3.56,,5.58
Strasbourg,Amiens,3,1,,,,1.85,3.5,5.5,1,,,,,,,,,,,,,,,,,22/09/2018,,,,,,,,,,,,,,,1.8,,3.35,,4.98
Guingamp,Bordeaux,1,3,,,,2.5,3.29,3.5,3,,,,,,,,,,,,,,,,,23/09/2018,,,,,,,,,,,,,,,2.4,,3.19,,3.07
Lyon,Marseille,4,2,,,,2.17,3.85,3.8,1,,,,,,,,,,,,,,,,,23/09/2018,,,,,,,,,,,,,,,2.06,,3.64,,3.36
Rennes,PSG,1,3,,,,8.5,5.34,1.43,3,,,,,,,,,,,,,,,,,23/09/2018,,,,,,,,,,,,,,,7.26,,4.97,,1.39
Monaco,Angers,0,1,,,,1.85,3.85,5.01,3,,,,,,,,,,,,,,,,,25/09/2018,,,,,,,,,,,,,,,1.76,,3.7,,4.65
Nantes,Nice,1,2,,,,2.4,3.31,3.4,3,,,,,,,,,,,,,,,,,25/09/2018,,,,,,,,,,,,,,,2.32,,3.22,,3.23
Toulouse,SaintEtienne,2,3,,,,2.68,3.22,3.1,3,,,,,,,,,,,,,,,,,25/09/2018,,,,,,,,,,,,,,,2.57,,3.1,,2.93
Amiens,Rennes,2,1,,,,3.3,3.35,2.45,1,,,,,,,,,,,,,,,,,26/09/2018,,,,,,,,,,,,,,,3.19,,3.18,,2.37
Bordeaux,Lille,1,0,,,,2.54,3.32,3.1,1,,,,,,,,,,,,,,,,,26/09/2018,,,,,,,,,,,,,,,2.47,,3.2,,2.99
Caen,Montpellier,2,2,,,,3.08,3.14,2.7,2,,,,,,,,,,,,,,,,,26/09/2018,,,,,,,,,,,,,,,2.97,,3.03,,2.59
Dijon,Lyon,0,3,,,,6,4.51,1.67,3,,,,,,,,,,,,,,,,,26/09/2018,,,,,,,,,,,,,,,5.43,,4.27,,1.58
Marseille,Strasbourg,3,2,,,,1.45,4.94,8,1,,,,,,,,,,,,,,,,,26/09/2018,,,,,,,,,,,,,,,1.43,,4.69,,7.19
Nimes,Guingamp,0,0,,,,1.98,3.85,4.01,2,,,,,,,,,,,,,,,,,26/09/2018,,,,,,,,,,,,,,,1.94,,3.61,,3.84
PSG,Reims,4,1,,,,1.14,9.5,29,1,,,,,,,,,,,,,,,,,26/09/2018,,,,,,,,,,,,,,,1.13,,8.7,,20.38
SaintEtienne,Monaco,2,0,,,,2.1,3.75,4.1,1,,,,,,,,,,,,,,,,,28/09/2018,,,,,,,,,,,,,,,2.01,,3.5,,3.73
Angers,Guingamp,0,1,,,,2.15,3.3,4.05,3,,,,,,,,,,,,,,,,,29/09/2018,,,,,,,,,,,,,,,2.12,,3.19,,3.79
Caen,Amiens,1,0,,,,2.16,3.4,3.95,1,,,,,,,,,,,,,,,,,29/09/2018,,,,,,,,,,,,,,,2.1,,3.23,,3.77
Lyon,Nantes,1,1,,,,1.35,5.75,10.97,2,,,,,,,,,,,,,,,,,29/09/2018,,,,,,,,,,,,,,,1.32,,5.36,,9.51
Nice,PSG,0,3,,,,10,5.75,1.37,3,,,,,,,,,,,,,,,,,29/09/2018,,,,,,,,,,,,,,,8.49,,5.48,,1.33
Reims,Bordeaux,0,0,,,,2.46,3.26,3.35,2,,,,,,,,,,,,,,,,,29/09/2018,,,,,,,,,,,,,,,2.38,,3.16,,3.2
Strasbourg,Dijon,3,0,,,,1.95,3.9,4.2,1,,,,,,,,,,,,,,,,,29/09/2018,,,,,,,,,,,,,,,1.92,,3.61,,3.96
Lille,Marseille,3,0,,,,3.1,3.65,2.49,1,,,,,,,,,,,,,,,,,30/09/2018,,,,,,,,,,,,,,,2.88,,3.5,,2.39
Montpellier,Nimes,3,0,,,,1.95,3.6,4.5,1,,,,,,,,,,,,,,,,,30/09/2018,,,,,,,,,,,,,,,1.91,,3.44,,4.22
Rennes,Toulouse,1,1,,,,2.05,3.57,4.26,2,,,,,,,,,,,,,,,,,30/09/2018,,,,,,,,,,,,,,,1.95,,3.44,,4.06
Toulouse,Nice,1,1,,,,2.44,3.41,3.27,2,,,,,,,,,,,,,,,,,05/10/2018,,,,,,,,,,,,,,,2.35,,3.27,,3.13
Amiens,Dijon,1,0,,,,2.53,3.36,3.12,1,,,,,,,,,,,,,,,,,06/10/2018,,,,,,,,,,,,,,,2.43,,3.24,,3.02
Angers,Strasbourg,2,2,,,,2.4,3.36,3.35,2,,,,,,,,,,,,,,,,,06/10/2018,,,,,,,,,,,,,,,2.34,,3.19,,3.22
Guingamp,Montpellier,1,1,,,,2.85,3.15,2.91,2,,,,,,,,,,,,,,,,,06/10/2018,,,,,,,,,,,,,,,2.75,,3.04,,2.81
Lille,SaintEtienne,3,1,,,,2.1,3.69,4,1,,,,,,,,,,,,,,,,,06/10/2018,,,,,,,,,,,,,,,2.01,,3.47,,3.8
Nimes,Reims,0,0,,,,2.33,3.4,3.43,2,,,,,,,,,,,,,,,,,06/10/2018,,,,,,,,,,,,,,,2.27,,3.28,,3.3
Bordeaux,Nantes,3,0,,,,2.38,3.25,3.6,1,,,,,,,,,,,,,,,,,07/10/2018,,,,,,,,,,,,,,,2.29,,3.16,,3.36
Marseille,Caen,2,0,,,,1.4,5.75,10.5,1,,,,,,,,,,,,,,,,,07/10/2018,,,,,,,,,,,,,,,1.33,,5.32,,8.88
Monaco,Rennes,1,2,,,,2.2,3.6,3.75,3,,,,,,,,,,,,,,,,,07/10/2018,,,,,,,,,,,,,,,2.1,,3.44,,3.51
PSG,Lyon,5,0,,,,1.36,6.1,9,1,,,,,,,,,,,,,,,,,07/10/2018,,,,,,,,,,,,,,,1.33,,5.74,,7.95
Lyon,Nimes,2,0,,,,1.37,5.95,10,1,,,,,,,,,,,,,,,,,19/10/2018,,,,,,,,,,,,,,,1.33,,5.45,,8.58
Caen,Guingamp,0,0,,,,2.23,3.32,3.8,2,,,,,,,,,,,,,,,,,20/10/2018,,,,,,,,,,,,,,,2.17,,3.18,,3.63
Dijon,Lille,1,2,,,,3.55,3.6,2.27,3,,,,,,,,,,,,,,,,,20/10/2018,,,,,,,,,,,,,,,3.28,,3.44,,2.19
Nantes,Toulouse,4,0,,,,2.06,3.47,4.2,1,,,,,,,,,,,,,,,,,20/10/2018,,,,,,,,,,,,,,,2,,3.32,,3.96
PSG,Amiens,5,0,,,,1.12,12,41,1,,,,,,,,,,,,,,,,,20/10/2018,,,,,,,,,,,,,,,1.1,,10.49,,24.5
Reims,Angers,1,1,,,,2.3,3.15,3.9,2,,,,,,,,,,,,,,,,,20/10/2018,,,,,,,,,,,,,,,2.22,,3.04,,3.67
Strasbourg,Monaco,2,1,,,,2.74,3.55,2.8,1,,,,,,,,,,,,,,,,,20/10/2018,,,,,,,,,,,,,,,2.61,,3.39,,2.69
Montpellier,Bordeaux,2,0,,,,2.18,3.25,4.15,1,,,,,,,,,,,,,,,,,21/10/2018,,,,,,,,,,,,,,,2.1,,3.12,,3.85
Nice,Marseille,0,1,,,,3.5,3.84,2.17,3,,,,,,,,,,,,,,,,,21/10/2018,,,,,,,,,,,,,,,3.3,,3.58,,2.12
SaintEtienne,Rennes,1,1,,,,2.3,3.4,3.75,2,,,,,,,,,,,,,,,,,21/10/2018,,,,,,,,,,,,,,,2.21,,3.24,,3.43
Nimes,SaintEtienne,1,1,,,,2.8,3.4,2.8,2,,,,,,,,,,,,,,,,,26/10/2018,,,,,,,,,,,,,,,2.68,,3.29,,2.68
Amiens,Nantes,1,2,,,,3.12,3.23,2.6,3,,,,,,,,,,,,,,,,,27/10/2018,,,,,,,,,,,,,,,2.99,,3.12,,2.53
Angers,Lyon,1,2,,,,4.1,3.75,2,3,,,,,,,,,,,,,,,,,27/10/2018,,,,,,,,,,,,,,,3.89,,3.58,,1.95
Guingamp,Strasbourg,1,1,,,,2.37,3.4,3.45,2,,,,,,,,,,,,,,,,,27/10/2018,,,,,,,,,,,,,,,2.26,,3.27,,3.27
Lille,Caen,1,0,,,,1.55,4.35,8,1,,,,,,,,,,,,,,,,,27/10/2018,,,,,,,,,,,,,,,1.49,,4.11,,7.24
Monaco,Dijon,2,2,,,,1.75,4.24,5.25,2,,,,,,,,,,,,,,,,,27/10/2018,,,,,,,,,,,,,,,1.69,,3.99,,4.78
Toulouse,Montpellier,0,3,,,,2.95,3.2,2.85,3,,,,,,,,,,,,,,,,,27/10/2018,,,,,,,,,,,,,,,2.83,,3.03,,2.71
Bordeaux,Nice,0,1,,,,2.4,3.35,3.45,3,,,,,,,,,,,,,,,,,28/10/2018,,,,,,,,,,,,,,,2.3,,3.22,,3.24
Marseille,PSG,0,2,,,,7,5.25,1.51,3,,,,,,,,,,,,,,,,,28/10/2018,,,,,,,,,,,,,,,5.99,,4.92,,1.46
Rennes,Reims,0,2,,,,1.8,3.75,5.75,3,,,,,,,,,,,,,,,,,28/10/2018,,,,,,,,,,,,,,,1.73,,3.56,,5.11
PSG,Lille,2,1,,,,1.25,8.65,16.3,1,,,,,,,,,,,,,,,,,02/11/2018,,,,,,,,,,,,,,,1.19,,7.58,,13.57
Caen,Rennes,1,2,,,,3.75,3.3,2.5,3,,,,,,,,,,,,,,,,,03/11/2018,,,,,,,,,,,,,,,3.5,,3.17,,2.22
Dijon,Nimes,0,4,,,,2.33,3.5,3.44,3,,,,,,,,,,,,,,,,,03/11/2018,,,,,,,,,,,,,,,2.23,,3.37,,3.27
Lyon,Bordeaux,1,1,,,,1.55,5,7.5,2,,,,,,,,,,,,,,,,,03/11/2018,,,,,,,,,,,,,,,1.45,,4.73,,6.79
Nice,Amiens,1,0,,,,1.77,3.89,5.75,1,,,,,,,,,,,,,,,,,03/11/2018,,,,,,,,,,,,,,,1.72,,3.66,,5.14
Reims,Monaco,1,0,,,,2.7,3.36,2.95,1,,,,,,,,,,,,,,,,,03/11/2018,,,,,,,,,,,,,,,2.57,,3.25,,2.82
Strasbourg,Toulouse,1,1,,,,2.05,3.75,4.33,2,,,,,,,,,,,,,,,,,03/11/2018,,,,,,,,,,,,,,,1.92,,3.55,,4.05
Montpellier,Marseille,3,0,,,,3.05,3.32,2.6,1,,,,,,,,,,,,,,,,,04/11/2018,,,,,,,,,,,,,,,2.93,,3.22,,2.5
Nantes,Guingamp,5,0,,,,1.91,3.6,5,1,,,,,,,,,,,,,,,,,04/11/2018,,,,,,,,,,,,,,,1.84,,3.45,,4.6
SaintEtienne,Angers,4,3,,,,2.12,3.59,4.2,1,,,,,,,,,,,,,,,,,04/11/2018,,,,,,,,,,,,,,,2.01,,3.41,,3.88
Lille,Strasbourg,0,0,,,,1.8,3.85,5.4,2,,,,,,,,,,,,,,,,,09/11/2018,,,,,,,,,,,,,,,1.74,,3.65,,5.02
Angers,Montpellier,1,0,,,,3.05,3.22,2.75,1,,,,,,,,,,,,,,,,,10/11/2018,,,,,,,,,,,,,,,2.9,,3.07,,2.63
Guingamp,Lyon,2,4,,,,5.25,4.15,1.75,3,,,,,,,,,,,,,,,,,10/11/2018,,,,,,,,,,,,,,,4.93,,3.94,,1.69
Nimes,Nice,0,1,,,,2.55,3.42,3.25,3,,,,,,,,,,,,,,,,,10/11/2018,,,,,,,,,,,,,,,2.44,,3.3,,2.95
SaintEtienne,Reims,2,0,,,,1.91,3.72,4.75,1,,,,,,,,,,,,,,,,,10/11/2018,,,,,,,,,,,,,,,1.84,,3.52,,4.49
Toulouse,Amiens,0,1,,,,2.25,3.3,3.9,3,,,,,,,,,,,,,,,,,10/11/2018,,,,,,,,,,,,,,,2.17,,3.17,,3.65
Bordeaux,Caen,0,0,,,,1.91,3.65,5,2,,,,,,,,,,,,,,,,,11/11/2018,,,,,,,,,,,,,,,1.83,,3.48,,4.61
Marseille,Dijon,2,0,,,,1.38,5.4,11,1,,,,,,,,,,,,,,,,,11/11/2018,,,,,,,,,,,,,,,1.36,,5.13,,8.45
Monaco,PSG,0,4,,,,14,7.75,1.26,3,,,,,,,,,,,,,,,,,11/11/2018,,,,,,,,,,,,,,,10.67,,7.04,,1.23
Rennes,Nantes,1,1,,,,2.25,3.35,3.99,2,,,,,,,,,,,,,,,,,11/11/2018,,,,,,,,,,,,,,,2.15,,3.23,,3.67
Lyon,SaintEtienne,1,0,,,,1.66,4.45,5.75,1,,,,,,,,,,,,,,,,,23/11/2018,,,,,,,,,,,,,,,1.61,,4.18,,5.18
Caen,Monaco,0,1,,,,3.3,3.35,2.45,3,,,,,,,,,,,,,,,,,24/11/2018,,,,,,,,,,,,,,,3.15,,3.21,,2.37
Dijon,Bordeaux,0,0,,,,2.92,3.45,2.65,2,,,,,,,,,,,,,,,,,24/11/2018,,,,,,,,,,,,,,,2.82,,3.3,,2.53
Nantes,Angers,1,1,,,,2,3.45,4.5,2,,,,,,,,,,,,,,,,,24/11/2018,,,,,,,,,,,,,,,1.96,,3.32,,4.18
PSG,Toulouse,1,0,,,,1.18,9.5,21,1,,,,,,,,,,,,,,,,,24/11/2018,,,,,,,,,,,,,,,1.14,,8.53,,17.28
Reims,Guingamp,2,1,,,,2.06,3.3,4.56,1,,,,,,,,,,,,,,,,,24/11/2018,,,,,,,,,,,,,,,1.99,,3.19,,4.25
Strasbourg,Nimes,0,1,,,,2.15,3.5,3.9,3,,,,,,,,,,,,,,,,,24/11/2018,,,,,,,,,,,,,,,2.09,,3.36,,3.66
Amiens,Marseille,1,3,,,,4.8,3.75,1.86,3,,,,,,,,,,,,,,,,,25/11/2018,,,,,,,,,,,,,,,4.52,,3.59,,1.81
Montpellier,Rennes,2,2,,,,2.35,3.2,3.75,2,,,,,,,,,,,,,,,,,25/11/2018,,,,,,,,,,,,,,,2.25,,3.07,,3.53
Nice,Lille,2,0,,,,2.85,3.3,3,1,,,,,,,,,,,,,,,,,25/11/2018,,,,,,,,,,,,,,,2.65,,3.15,,2.81
SaintEtienne,Nantes,3,0,,,,2.15,3.47,4.05,1,,,,,,,,,,,,,,,,,30/11/2018,,,,,,,,,,,,,,,2.07,,3.3,,3.8
Angers,Caen,1,1,,,,1.85,3.77,5.5,2,,,,,,,,,,,,,,,,,01/12/2018,,,,,,,,,,,,,,,1.76,,3.56,,4.97
Guingamp,Nice,0,0,,,,3.1,3.26,2.85,2,,,,,,,,,,,,,,,,,01/12/2018,,,,,,,,,,,,,,,2.73,,3.15,,2.73
Lille,Lyon,2,2,,,,2.85,3.5,2.67,2,,,,,,,,,,,,,,,,,01/12/2018,,,,,,,,,,,,,,,2.76,,3.36,,2.55
Monaco,Montpellier,1,2,,,,2.75,3.41,2.84,3,,,,,,,,,,,,,,,,,01/12/2018,,,,,,,,,,,,,,,2.66,,3.25,,2.73
Nimes,Amiens,3,0,,,,2.05,3.6,4.31,1,,,,,,,,,,,,,,,,,01/12/2018,,,,,,,,,,,,,,,1.96,,3.37,,4.07
Bordeaux,PSG,2,2,,,,11,6.05,1.35,2,,,,,,,,,,,,,,,,,02/12/2018,,,,,,,,,,,,,,,8.89,,5.69,,1.31
Marseille,Reims,0,0,,,,1.45,5,8.65,2,,,,,,,,,,,,,,,,,02/12/2018,,,,,,,,,,,,,,,1.41,,4.6,,7.92
Rennes,Strasbourg,1,4,,,,1.8,4.08,5.25,3,,,,,,,,,,,,,,,,,02/12/2018,,,,,,,,,,,,,,,1.71,,3.82,,4.83
Toulouse,Dijon,2,2,,,,2.15,3.5,3.85,2,,,,,,,,,,,,,,,,,02/12/2018,,,,,,,,,,,,,,,2.07,,3.38,,3.68
Amiens,Monaco,0,2,,,,3.02,3.31,2.65,3,,,,,,,,,,,,,,,,,04/12/2018,,,,,,,,,,,,,,,2.9,,3.2,,2.55
Montpellier,Lille,0,1,,,,2.3,3.28,3.81,3,,,,,,,,,,,,,,,,,04/12/2018,,,,,,,,,,,,,,,2.16,,3.18,,3.65
Nice,Angers,0,0,,,,2.1,3.35,4.4,2,,,,,,,,,,,,,,,,,04/12/2018,,,,,,,,,,,,,,,2.04,,3.17,,4.07
Bordeaux,SaintEtienne,3,2,,,,2.64,3.2,3.1,1,,,,,,,,,,,,,,,,,05/12/2018,,,,,,,,,,,,,,,2.54,,3.09,,3
Caen,Nimes,1,2,,,,2.86,3.3,2.75,3,,,,,,,,,,,,,,,,,05/12/2018,,,,,,,,,,,,,,,2.77,,3.16,,2.68
Dijon,Guingamp,2,1,,,,2.32,3.35,3.57,1,,,,,,,,,,,,,,,,,05/12/2018,,,,,,,,,,,,,,,2.26,,3.21,,3.37
Lyon,Rennes,0,2,,,,1.6,4.55,6.5,3,,,,,,,,,,,,,,,,,05/12/2018,,,,,,,,,,,,,,,1.54,,4.32,,5.84
Nantes,Marseille,3,2,,,,3.2,3.4,2.43,1,,,,,,,,,,,,,,,,,05/12/2018,,,,,,,,,,,,,,,3.1,,3.27,,2.36
Reims,Toulouse,0,1,,,,2,3.5,4.75,3,,,,,,,,,,,,,,,,,05/12/2018,,,,,,,,,,,,,,,1.93,,3.31,,4.35
Strasbourg,PSG,1,1,,,,9.5,5.75,1.4,2,,,,,,,,,,,,,,,,,05/12/2018,,,,,,,,,,,,,,,8.19,,5.41,,1.34
Guingamp,Amiens,1,2,,,,2.28,3.37,4.2,3,,,,,,,,,,,,,,,,,08/12/2018,,,,,,,,,,,,,,,2.04,,3.24,,3.99
Rennes,Dijon,2,0,,,,1.58,4.42,6.7,1,,,,,,,,,,,,,,,,,08/12/2018,,,,,,,,,,,,,,,1.54,,4.13,,6.23
Lille,Reims,1,1,,,,1.81,3.78,5.75,2,,,,,,,,,,,,,,,,,09/12/2018,,,,,,,,,,,,,,,1.75,,3.53,,5.11
Strasbourg,Caen,2,2,,,,1.8,3.7,5.35,2,,,,,,,,,,,,,,,,,09/12/2018,,,,,,,,,,,,,,,1.76,,3.51,,5.04
Reims,Strasbourg,2,1,,,,2.3,3.26,3.65,1,,,,,,,,,,,,,,,,,15/12/2018,,,,,,,,,,,,,,,2.24,,3.16,,3.5
Lyon,Monaco,3,0,,,,1.5,5.25,7.5,1,,,,,,,,,,,,,,,,,16/12/2018,,,,,,,,,,,,,,,1.44,,4.75,,6.77
Nice,SaintEtienne,1,1,,,,2.33,3.4,3.65,2,,,,,,,,,,,,,,,,,16/12/2018,,,,,,,,,,,,,,,2.24,,3.23,,3.4
Nimes,Lille,2,3,,,,2.6,3.38,3.2,3,,,,,,,,,,,,,,,,,16/12/2018,,,,,,,,,,,,,,,2.46,,3.24,,2.97
Caen,Toulouse,2,1,,,,2.6,3.17,3.33,1,,,,,,,,,,,,,,,,,18/12/2018,,,,,,,,,,,,,,,2.48,,3.06,,3.14
Angers,Marseille,1,1,,,,3.75,3.54,2.18,2,,,,,,,,,,,,,,,,,22/12/2018,,,,,,,,,,,,,,,3.51,,3.41,,2.12
Lille,Toulouse,1,2,,,,1.72,4,5.75,3,,,,,,,,,,,,,,,,,22/12/2018,,,,,,,,,,,,,,,1.68,,3.79,,5.29
