AthBilbao,Alaves,157.445597203647,,0,0,,1.97,3.3,4.5,2,,0.36,0.49,0.15,,0.7092,1.617,0.675,,33.5615622586218,,,,,0.56,0.22,0.23,,,,,,,,,10/04/2021,15:15
Eibar,Levante,10.5671849463013,,0,1,,2.4,3.4,3.15,3,,0.27,0.48,0.25,,0.648,1.632,0.7875,,33.5615622586218,,,,,0.31,0.4,0.29,,,,,,,,,10/04/2021,17:30
RealMadrid,Barcelona,0.659470671621421,,2,1,,2.87,3.9,2.45,1,,0.26,0.48,0.26,,0.7462,1.872,0.637,,33.5615622586218,,,,,0.3,0.4,0.3,,,,,,,,,10/04/2021,20:00
Villarreal,Osasuna,95.3707931187175,,1,2,,1.75,3.75,5.25,3,,0.33,0.49,0.19,,0.5775,1.8375,0.9975,,33.5615622586218,,,,,0.44,0.31,0.25,,,,,,,,,11/04/2021,13:00
Valencia,Sociedad,101.738404572989,,2,2,,3.2,3.4,2.47,2,,0.33,0.49,0.18,,1.056,1.666,0.4446,,33.5615622586218,,,,,0.45,0.3,0.25,,,,,,,,,11/04/2021,15:15
Valladolid,Granada,57.002555401195,,1,2,,2.3,3.15,3.6,3,,0.3,0.48,0.22,,0.69,1.512,0.792,,33.5615622586218,,,,,0.37,0.36,0.27,,,,,,,,,11/04/2021,17:30
Betis,AthMadrid,-111.161342280035,,1,1,,3.7,3.25,2.2,2,,0.19,0.46,0.35,,0.703,1.495,0.77,,33.5615622586218,,,,,0.21,0.4,0.4,,,,,,,,,11/04/2021,20:00
Celta,Sevilla,-87.5142624421492,,3,4,,4,3.45,2.1,3,,0.2,0.46,0.33,,0.8,1.587,0.693,,33.5615622586218,,,,,0.22,0.4,0.37,,,,,,,,,12/04/2021,20:00
Osasuna,Elche,168.640465886268,,2,0,,2,3.25,4.5,1,,0.37,0.49,0.14,,0.74,1.5925,0.63,,33.5615622586218,,,,,0.58,0.2,0.22,,,,,,,,,18/04/2021,13:00
Sociedad,Sevilla,-38.3769911183167,,1,2,,2.75,3.2,2.85,3,,0.23,0.47,0.29,,0.6325,1.504,0.8265,,33.5615622586218,,,,,0.26,0.41,0.33,,,,,,,,,18/04/2021,13:00
Alaves,Huesca,99.9457408553772,,1,0,,2.75,3,2.9,1,,0.33,0.49,0.19,,0.9075,1.47,0.551,,33.5615622586218,,,,,0.45,0.3,0.25,,,,,,,,,18/04/2021,15:15
AthMadrid,Eibar,295.993942199839,,5,0,,1.43,4.4,10,1,,0.43,0.49,0.08,,0.6149,2.156,0.8,,33.5615622586218,,,,,0.73,0.13,0.13,,,,,,,,,18/04/2021,15:15
Betis,Valencia,108.161558831702,,2,2,,1.8,3.95,4.45,2,,0.33,0.49,0.18,,0.594,1.9355,0.801,,33.5615622586218,,,,,0.46,0.29,0.25,,,,,,,,,18/04/2021,17:30
Cadiz,Celta,-52.4601887614667,,0,0,,3.9,3.4,2.05,2,,0.23,0.47,0.3,,0.897,1.598,0.615,,33.5615622586218,,,,,0.25,0.41,0.34,,,,,,,,,18/04/2021,17:30
Getafe,RealMadrid,-161.549937127643,,0,0,,4.3,3.7,2,2,,0.16,0.44,0.4,,0.688,1.628,0.8,,33.5615622586218,,,,,0.18,0.37,0.45,,,,,,,,,18/04/2021,20:00
Levante,Villarreal,-19.0924494917338,,1,5,,4.75,4.1,1.76,3,,0.25,0.48,0.28,,1.1875,1.968,0.4928,,33.5615622586218,,,,,0.28,0.41,0.31,,,,,,,,,18/04/2021,20:00
Levante,Sevilla,-84.1493512192717,,0,1,,7,4.75,1.58,3,,0.2,0.46,0.33,,1.4,2.185,0.5214,,33.5615622586218,,,,,0.23,0.4,0.37,,,,,,,,,21/04/2021,18:00
Osasuna,Valencia,43.4165681230425,,3,1,,2.75,3.15,2.95,1,,0.29,0.48,0.23,,0.7975,1.512,0.6785,,33.5615622586218,,,,,0.35,0.38,0.27,,,,,,,,,21/04/2021,18:00
Betis,AthBilbao,67.4871448803549,,0,0,,1.95,3.65,4.1,2,,0.31,0.48,0.21,,0.6045,1.752,0.861,,33.5615622586218,,,,,0.39,0.35,0.26,,,,,,,,,21/04/2021,19:00
Alaves,Villarreal,-75.4222218536895,,2,1,,5.2,3.95,1.85,1,,0.21,0.47,0.32,,1.092,1.8565,0.592,,33.5615622586218,,,,,0.23,0.41,0.36,,,,,,,,,21/04/2021,20:00
Elche,Valladolid,-10.616124560883,,1,1,,3.25,3,2.7,2,,0.25,0.48,0.27,,0.8125,1.44,0.729,,33.5615622586218,,,,,0.29,0.41,0.31,,,,,,,,,21/04/2021,20:00
Cadiz,RealMadrid,-278.555232376397,,0,3,,10,5.35,1.39,3,,0.1,0.39,0.51,,1,2.0865,0.7089,,33.5615622586218,,,,,0.12,0.27,0.61,,,,,,,,,21/04/2021,21:00
AthMadrid,Huesca,368.290730938045,,2,0,,1.4,4.8,10,1,,0.46,0.49,0.05,,0.644,2.352,0.5,,33.5615622586218,,,,,0.78,0.13,0.09,,,,,,,,,22/04/2021,18:00
Granada,Eibar,84.7559128490175,,4,1,,2.4,3.2,3.5,1,,0.32,0.48,0.2,,0.768,1.536,0.7,,33.5615622586218,,,,,0.42,0.33,0.26,,,,,,,,,22/04/2021,20:00
Sociedad,Celta,95.1968436836928,,2,1,,1.86,3.85,4.6,1,,0.33,0.49,0.19,,0.6138,1.8865,0.874,,33.5615622586218,,,,,0.44,0.31,0.25,,,,,,,,,22/04/2021,20:00
Barcelona,Getafe,333.781020961169,,5,2,,1.22,7,15.5,1,,0.45,0.49,0.07,,0.549,3.43,1.085,,33.5615622586218,,,,,0.76,0.13,0.11,,,,,,,,,22/04/2021,21:00
Elche,Levante,-43.9001368092831,,1,0,,2.85,3.3,2.72,1,,0.23,0.47,0.3,,0.6555,1.551,0.816,,33.5615622586218,,,,,0.26,0.41,0.33,,,,,,,,,24/04/2021,13:00
Valladolid,Cadiz,70.2215012413185,,1,1,,1.83,3.55,5.4,2,,0.31,0.48,0.21,,0.5673,1.704,1.134,,33.5615622586218,,,,,0.39,0.35,0.26,,,,,,,,,24/04/2021,15:15
Valencia,Alaves,232.996925068327,,1,1,,2.07,3.45,3.95,2,,0.4,0.49,0.11,,0.828,1.6905,0.4345,,33.5615622586218,,,,,0.67,0.15,0.18,,,,,,,,,24/04/2021,17:30
RealMadrid,Betis,283.14240298206,,0,0,,1.53,4.7,6.75,2,,0.43,0.49,0.08,,0.6579,2.303,0.54,,33.5615622586218,,,,,0.72,0.14,0.14,,,,,,,,,24/04/2021,20:00
Huesca,Getafe,-51.4430362870021,,0,2,,2.95,2.85,2.95,3,,0.23,0.47,0.3,,0.6785,1.3395,0.885,,33.5615622586218,,,,,0.25,0.41,0.34,,,,,,,,,25/04/2021,13:00
Villarreal,Barcelona,-158.677980442578,,1,2,,5.4,4.7,1.7,3,,0.16,0.45,0.4,,0.864,2.115,0.68,,33.5615622586218,,,,,0.18,0.37,0.45,,,,,,,,,25/04/2021,15:15
Celta,Osasuna,15.0681205413168,,2,1,,1.9,3.7,4.8,1,,0.27,0.48,0.25,,0.513,1.776,1.2,,33.5615622586218,,,,,0.31,0.4,0.29,,,,,,,,,25/04/2021,17:30
Sevilla,Granada,233.468053489702,,2,1,,1.45,4.7,7.5,1,,0.4,0.49,0.11,,0.58,2.303,0.825,,33.5615622586218,,,,,0.67,0.15,0.18,,,,,,,,,25/04/2021,17:30
AthBilbao,AthMadrid,-110.418209109146,,2,1,,4.8,3.45,2.05,1,,0.19,0.46,0.35,,0.912,1.587,0.7175,,33.5615622586218,,,,,0.21,0.4,0.4,,,,,,,,,25/04/2021,20:00
Eibar,Sociedad,-90.03863400004,,0,1,,4.3,3.55,1.92,3,,0.2,0.46,0.34,,0.86,1.633,0.6528,,33.5615622586218,,,,,0.22,0.4,0.37,,,,,,,,,26/04/2021,20:00
AthBilbao,Valladolid,138.970339714404,,2,2,,1.87,3.4,5,2,,0.35,0.49,0.16,,0.6545,1.666,0.8,,33.5615622586218,,,,,0.52,0.24,0.23,,,,,,,,,28/04/2021,18:00
Barcelona,Granada,400.963664543275,,1,2,,1.16,10,22,3,,0.47,0.49,0.05,,0.5452,4.9,1.1,,33.5615622586218,,,,,0.79,0.13,0.08,,,,,,,,,29/04/2021,18:00
Celta,Levante,57.1369231915637,,2,0,,1.86,3.9,4.6,1,,0.3,0.48,0.22,,0.558,1.872,1.012,,33.5615622586218,,,,,0.37,0.36,0.27,,,,,,,,,30/04/2021,20:00
Eibar,Alaves,33.5957271043487,,3,0,,2.43,3.15,3.3,1,,0.28,0.48,0.23,,0.6804,1.512,0.759,,33.5615622586218,,,,,0.34,0.38,0.28,,,,,,,,,01/05/2021,13:00
Elche,AthMadrid,-221.986392386493,,0,1,,9.5,4.6,1.47,3,,0.13,0.42,0.45,,1.235,1.932,0.6615,,33.5615622586218,,,,,0.15,0.32,0.53,,,,,,,,,01/05/2021,15:15
Huesca,Sociedad,-131.487736574485,,1,0,,3.85,3.3,2.15,1,,0.17,0.45,0.37,,0.6545,1.485,0.7955,,33.5615622586218,,,,,0.2,0.39,0.42,,,,,,,,,01/05/2021,17:30
RealMadrid,Osasuna,252.157615844981,,2,0,,1.35,5.5,9.5,1,,0.41,0.49,0.1,,0.5535,2.695,0.95,,33.5615622586218,,,,,0.69,0.14,0.16,,,,,,,,,01/05/2021,20:00
Valladolid,Betis,-4.37305782159501,,1,1,,3.7,3.5,2.2,2,,0.26,0.48,0.26,,0.962,1.68,0.572,,33.5615622586218,,,,,0.29,0.41,0.3,,,,,,,,,02/05/2021,13:00
Villarreal,Getafe,61.0558909124475,,1,0,,2.15,3.3,4.4,1,,0.3,0.48,0.21,,0.645,1.584,0.924,,33.5615622586218,,,,,0.38,0.36,0.27,,,,,,,,,02/05/2021,15:15
Granada,Cadiz,146.839061533837,,0,1,,1.88,3.45,5,3,,0.36,0.49,0.15,,0.6768,1.6905,0.75,,33.5615622586218,,,,,0.54,0.23,0.23,,,,,,,,,02/05/2021,17:30
Valencia,Barcelona,-85.4764435282643,,2,3,,8.75,6,1.32,3,,0.2,0.46,0.33,,1.75,2.76,0.4356,,33.5615622586218,,,,,0.23,0.4,0.37,,,,,,,,,02/05/2021,20:00
Sevilla,AthBilbao,166.755023920027,,0,1,,1.6,4,6.5,3,,0.37,0.49,0.14,,0.592,1.96,0.91,,33.5615622586218,,,,,0.57,0.21,0.22,,,,,,,,,03/05/2021,20:00
Sociedad,Elche,242.855599171677,,2,0,,1.5,4.5,9,1,,0.41,0.49,0.1,,0.615,2.205,0.9,,33.5615622586218,,,,,0.68,0.15,0.17,,,,,,,,,07/05/2021,20:00
Alaves,Levante,57.981103833552,,2,2,,2.15,3.35,3.7,2,,0.3,0.48,0.22,,0.645,1.608,0.814,,33.5615622586218,,,,,0.37,0.36,0.27,,,,,,,,,08/05/2021,13:00
Barcelona,AthMadrid,142.944920973594,,0,0,,1.78,4,4.85,2,,0.36,0.49,0.16,,0.6408,1.96,0.776,,33.5615622586218,,,,,0.53,0.24,0.23,,,,,,,,,08/05/2021,15:15
Cadiz,Huesca,33.8797712126816,,2,1,,4.3,3.25,2.02,1,,0.28,0.48,0.23,,1.204,1.56,0.4646,,33.5615622586218,,,,,0.34,0.38,0.28,,,,,,,,,08/05/2021,17:30
AthBilbao,Osasuna,93.3925324062466,,2,2,,1.8,3.85,5.3,2,,0.32,0.49,0.19,,0.576,1.8865,1.007,,33.5615622586218,,,,,0.43,0.31,0.25,,,,,,,,,08/05/2021,20:00
Getafe,Eibar,102.243724447461,,0,1,,2.17,3.15,4.2,3,,0.33,0.49,0.18,,0.7161,1.5435,0.756,,33.5615622586218,,,,,0.45,0.3,0.25,,,,,,,,,09/05/2021,13:00
Valencia,Valladolid,192.694846148209,,3,0,,2.2,3.25,3.75,1,,0.38,0.49,0.13,,0.836,1.5925,0.4875,,33.5615622586218,,,,,0.62,0.18,0.2,,,,,,,,,09/05/2021,15:15
Villarreal,Celta,104.700958849915,,2,4,,1.75,4.2,5.1,3,,0.33,0.49,0.18,,0.5775,2.058,0.918,,33.5615622586218,,,,,0.46,0.3,0.25,,,,,,,,,09/05/2021,17:30
RealMadrid,Sevilla,112.213629266669,,2,2,,1.93,3.95,4.1,2,,0.34,0.49,0.18,,0.6562,1.9355,0.738,,33.5615622586218,,,,,0.47,0.28,0.25,,,,,,,,,09/05/2021,20:00
Betis,Granada,120.446917150616,,2,1,,1.82,3.75,4.75,1,,0.34,0.49,0.17,,0.6188,1.8375,0.8075,,33.5615622586218,,,,,0.49,0.27,0.24,,,,,,,,,10/05/2021,20:00
Osasuna,Cadiz,106.949108594626,,3,2,,1.86,3.65,4.6,1,,0.33,0.49,0.18,,0.6138,1.7885,0.828,,33.5615622586218,,,,,0.46,0.29,0.25,,,,,,,,,11/05/2021,18:00
Elche,Alaves,23.1360906089294,,0,2,,2.97,3.05,2.85,3,,0.28,0.48,0.24,,0.8316,1.464,0.684,,33.5615622586218,,,,,0.32,0.39,0.28,,,,,,,,,11/05/2021,19:00
Levante,Barcelona,-207.232050720989,,3,3,,13.5,8.25,1.21,2,,0.13,0.43,0.44,,1.755,3.5475,0.5324,,33.5615622586218,,,,,0.15,0.34,0.51,,,,,,,,,11/05/2021,21:00
Sevilla,Valencia,197.609890109771,,1,0,,1.63,4.35,5.9,1,,0.39,0.49,0.12,,0.6357,2.1315,0.708,,33.5615622586218,,,,,0.62,0.17,0.2,,,,,,,,,12/05/2021,18:00
Celta,Getafe,38.0325897988507,,1,0,,2.88,3,2.9,1,,0.29,0.48,0.23,,0.8352,1.44,0.667,,33.5615622586218,,,,,0.34,0.38,0.28,,,,,,,,,12/05/2021,19:00
Huesca,AthBilbao,-73.7346645466198,,1,0,,2.65,3.25,2.95,1,,0.21,0.47,0.32,,0.5565,1.5275,0.944,,33.5615622586218,,,,,0.23,0.41,0.36,,,,,,,,,12/05/2021,19:00
AthMadrid,Sociedad,208.455657641593,,2,1,,1.74,3.8,6.05,1,,0.39,0.49,0.12,,0.6786,1.862,0.726,,33.5615622586218,,,,,0.64,0.17,0.19,,,,,,,,,12/05/2021,21:00
Valladolid,Villarreal,-99.6085826052349,,0,2,,4.5,3.8,1.96,3,,0.19,0.46,0.34,,0.855,1.748,0.6664,,33.5615622586218,,,,,0.22,0.4,0.38,,,,,,,,,13/05/2021,18:00
Eibar,Betis,-2.48422904798258,,1,1,,2.95,3.4,2.6,2,,0.26,0.48,0.26,,0.767,1.632,0.676,,33.5615622586218,,,,,0.3,0.41,0.3,,,,,,,,,13/05/2021,19:00
Granada,RealMadrid,-172.480877535899,,1,4,,8.5,5.75,1.38,3,,0.15,0.44,0.41,,1.275,2.53,0.5658,,33.5615622586218,,,,,0.17,0.36,0.47,,,,,,,,,13/05/2021,21:00
Alaves,Granada,71.3017513423874,,4,2,,1.96,3.5,4.9,1,,0.31,0.48,0.21,,0.6076,1.68,1.029,,33.5615622586218,,,,,0.39,0.34,0.26,,,,,,,,,16/05/2021,17:30
AthBilbao,RealMadrid,-135.618220598486,,0,1,,6.2,4.7,1.59,3,,0.17,0.45,0.38,,1.054,2.115,0.6042,,33.5615622586218,,,,,0.19,0.38,0.42,,,,,,,,,16/05/2021,17:30
AthMadrid,Osasuna,276.425735533443,,2,1,,1.22,7,17.5,1,,0.42,0.49,0.09,,0.5124,3.43,1.575,,33.5615622586218,,,,,0.72,0.14,0.15,,,,,,,,,16/05/2021,17:30
Barcelona,Celta,330.730378270636,,1,2,,1.26,7.5,12,3,,0.44,0.49,0.07,,0.5544,3.675,0.84,,33.5615622586218,,,,,0.76,0.13,0.11,,,,,,,,,16/05/2021,17:30
Betis,Huesca,198.477782977087,,1,0,,2.09,3.6,4.1,1,,0.39,0.49,0.12,,0.8151,1.764,0.492,,33.5615622586218,,,,,0.63,0.17,0.2,,,,,,,,,16/05/2021,17:30
Cadiz,Elche,100.509859641316,,1,3,,3.6,3.25,2.25,3,,0.33,0.49,0.18,,1.188,1.5925,0.405,,33.5615622586218,,,,,0.45,0.3,0.25,,,,,,,,,16/05/2021,17:30
Getafe,Levante,77.7578559110305,,2,1,,1.69,4.1,6.15,1,,0.31,0.48,0.2,,0.5239,1.968,1.23,,33.5615622586218,,,,,0.41,0.34,0.26,,,,,,,,,16/05/2021,17:30
Sociedad,Valladolid,137.962124174304,,4,1,,1.53,4.5,7.75,1,,0.35,0.49,0.16,,0.5355,2.205,1.24,,33.5615622586218,,,,,0.52,0.24,0.24,,,,,,,,,16/05/2021,17:30
Valencia,Eibar,184.297506360917,,4,1,,2.95,3.5,3.2,1,,0.38,0.49,0.13,,1.121,1.715,0.416,,33.5615622586218,,,,,0.6,0.19,0.21,,,,,,,,,16/05/2021,17:30
Villarreal,Sevilla,-77.6709743463457,,4,0,,2.25,3.65,3.22,1,,0.21,0.47,0.33,,0.4725,1.7155,1.0626,,33.5615622586218,,,,,0.23,0.41,0.36,,,,,,,,,16/05/2021,17:30
Levante,Cadiz,130.855629305828,,2,2,,1.78,4.2,4.7,2,,0.35,0.49,0.16,,0.623,2.058,0.752,,33.5615622586218,,,,,0.51,0.25,0.24,,,,,,,,,21/05/2021,20:00
Celta,Betis,69.2170102362902,,2,3,,3.45,3.75,2.17,3,,0.31,0.48,0.21,,1.0695,1.8,0.4557,,33.5615622586218,,,,,0.39,0.35,0.26,,,,,,,,,22/05/2021,17:00
Eibar,Barcelona,-266.30534438246,,0,1,,4.95,4.8,1.68,3,,0.11,0.4,0.5,,0.5445,1.92,0.84,,33.5615622586218,,,,,0.13,0.28,0.59,,,,,,,,,22/05/2021,17:00
Elche,AthBilbao,-78.8987901505045,,2,0,,2.13,3.5,3.7,1,,0.21,0.47,0.33,,0.4473,1.645,1.221,,33.5615622586218,,,,,0.23,0.41,0.36,,,,,,,,,22/05/2021,17:00
Huesca,Valencia,2.99085021744645,,0,0,,1.85,3.85,4.6,2,,0.26,0.48,0.26,,0.481,1.848,1.196,,33.5615622586218,,,,,0.3,0.4,0.3,,,,,,,,,22/05/2021,17:00
Osasuna,Sociedad,-17.7296185710081,,0,1,,5.75,4.6,1.59,3,,0.25,0.48,0.28,,1.4375,2.208,0.4452,,33.5615622586218,,,,,0.28,0.41,0.31,,,,,,,,,22/05/2021,17:00
RealMadrid,Villarreal,167.799047969307,,2,1,,1.58,4.9,6,1,,0.37,0.49,0.14,,0.5846,2.401,0.84,,33.5615622586218,,,,,0.58,0.2,0.22,,,,,,,,,22/05/2021,17:00
Valladolid,AthMadrid,-214.914333191615,,1,2,,9.75,5.75,1.34,3,,0.13,0.42,0.45,,1.2675,2.415,0.603,,33.5615622586218,,,,,0.15,0.33,0.52,,,,,,,,,22/05/2021,17:00
Granada,Getafe,43.6665635130275,,0,0,,3.1,3.3,2.5,2,,0.29,0.48,0.23,,0.899,1.584,0.575,,33.5615622586218,,,,,0.35,0.38,0.27,,,,,,,,,23/05/2021,17:30
Sevilla,Alaves,235.482249652475,,1,0,,1.5,5.4,8.05,1,,0.41,0.49,0.1,,0.615,2.646,0.805,,33.5615622586218,,,,,0.67,0.15,0.17,,,,,,,,,23/05/2021,20:00
