Metz,Reims,1,1,-60,,,2.38,3.1,3.6,2,,0.24422,0.41025,0.34553,,0.5812,1.2718,1.2439,,435.163638090303,2.63865259892246,,,0.244221978906798,0.410250377517891,0.345527643575312
Bordeaux,Angers,1,1,-17,,,3.41,3.2,2.5,2,,0.28112,0.40945,0.30944,,0.9586,1.3102,0.7736,,553.430745106678,2.74306328212564,,,0.281115955835613,0.40944559370686,0.309438450457526
Rennes,Nantes,1,0,77,,,1.88,3.8,6,1,,0.40492,0.33583,0.25925,,0.7612,1.2762,1.5555,,725.119296018668,2.86040946221313,,,0.404916819529427,0.335833437950143,0.25924974252043
Nantes,Lyon,0,1,-188,,,4.4,4,1.78,3,,0.16434,0.3495,0.48616,,0.7231,1.398,0.8654,,725.119296018668,2.86040946221313,,,0.164339770311517,0.349499625053484,0.486160604634999
Nice,Bordeaux,4,0,58,,,1.85,3.7,4.75,1,,0.37271,0.36043,0.26686,,0.6895,1.3336,1.2676,,628.92049858813,2.79859575004518,,,0.372707041013015,0.360428425794264,0.266864533192721
Marseille,SaintEtienne,3,1,79,,,1.75,3.95,5.25,1,,0.40803,0.33338,0.25859,,0.714,1.3169,1.3576,,551.217330121995,2.74132286321386,,,0.408027668005184,0.333381581267903,0.258590750726913
Troyes,Monaco,1,2,-111,,,5.1,3.85,1.78,3,,0.20905,0.39518,0.39577,,1.0662,1.5214,0.7045,,504.837068538431,2.70315123623339,,,0.20905031931827,0.395179827614142,0.395769853067588
Lens,Lorient,2,2,112,,,1.63,4.3,6,2,,0.46951,0.28407,0.24641,,0.7653,1.2215,1.4785,,504.837068538431,2.70315123623339,,,0.469510086484231,0.284074927614815,0.246414985900954
Strasbourg,Brest,3,1,56,,,2,3.65,4,1,,0.3699,0.36248,0.26762,,0.7398,1.323,1.0705,,504.837068538431,2.70315123623339,,,0.369900123423795,0.362478491561469,0.267621385014735
Clermont,Metz,2,2,-58,,,1.68,3.9,5.75,2,,0.24563,0.41051,0.34385,,0.4127,1.601,1.9771,,443.295240186272,2.64669306815488,,,0.245633670858078,0.410514191614852,0.343852137527071
Angers,Rennes,2,0,-54,,,2.95,3.15,2.75,1,,0.24937,0.41109,0.33954,,0.7356,1.2949,0.9337,,443.295240186272,2.64669306815488,,,0.249369651538439,0.411092155554701,0.339538192906859
Lille,Montpellier,2,1,109,,,1.7,4.25,6.3,1,,0.46333,0.28903,0.24764,,0.7877,1.2284,1.5602,,382.483320793264,2.58261250133177,,,0.463327567055513,0.289028631779233,0.247643801165254
Reims,PSG,,,,,,16,8,1.22,2,,,,,,,,,,,,,,,,
