Brest,Rennes,0,0,-52.3998240847907,,94.8984730725683,3.4,3.3,2.44,2,,0.225097951948204,0.470553591389827,0.304348456661969,,0.765333036623895,1.55282685158643,0.742610234255205,,,,,,,,,,14/09/2019,19:00,,,,,,,,,,,,,,,3.2,3.21,2.34
Dijon,Nimes,0,0,9.67785768265662,,147.360897161636,2.85,3.5,2.68,2,,0.267889730292753,0.478736635431255,0.253373634275992,,0.763485731334346,1.67557822400939,0.67904133985966,,,,,,,,,,14/09/2019,19:00,,,,,,,,,,,,,,,2.72,3.35,2.6
Montpellier,Nice,2,1,31.4704226081114,,147.360897161636,2.15,3.5,4.75,1,,0.283009264746827,0.480875181483839,0.236115553769334,,0.608469919205678,1.68306313519344,1.12154888040434,,,,,,,,,,14/09/2019,19:00,,,,,,,,,,,,,,,1.94,3.28,4.37
Nantes,Reims,1,0,28.2292664645552,,147.360897161636,2.25,3.1,4.25,1,,0.280766598731132,0.480577446669866,0.238655954599001,,0.631724847145047,1.48979008467659,1.01428780704576,,,,,,,,,,15/09/2019,14:00,,,,,,,,,,,,,,,2.16,3,3.91
SaintEtienne,Toulouse,2,2,176.739636113139,,147.360897161636,1.71,4.2,5.75,2,,0.375450576261386,0.488810723919871,0.135738699818742,,0.642020485406971,2.05300504046346,0.780497523957768,,,,,,,,,,15/09/2019,16:00,,,,,,,,,,,,,,,1.65,3.93,5.21
Monaco,Marseille,3,4,-18.499829665735,,147.360897161636,2.6,3.69,3,3,,0.248324393129063,0.475446806742966,0.27622880012797,,0.645643422135565,1.75439871688155,0.828686400383911,,,,,,,,,,15/09/2019,20:00,,,,,,,,,,,,,,,2.41,3.53,2.83
Strasbourg,Nantes,2,1,18.7558520884534,,147.360897161636,2.65,3.11,3.17,1,,0.274197486275149,0.479667250325532,0.246135263399319,,0.726623338629145,1.4917651485124,0.780248784975841,,,,,,,,,,20/09/2019,19:45,,,,,,,,,,,,,,,2.56,3.02,3.05
Marseille,Montpellier,1,1,156.695693135331,,113.016369447127,2.04,3.4,4.47,2,,0.364061394296202,0.488219933522719,0.147718672181079,,0.742685244364253,1.65994777397724,0.660302464649422,,,,,,,,,,21/09/2019,16:30,,,,,,,,,,,,,,,1.98,3.27,4.14
Bordeaux,Brest,2,2,142.565400675073,,113.016369447127,1.85,3.65,5.5,2,,0.35571480823933,0.487722440925234,0.156562750835436,,0.658072395242761,1.7801869093771,0.861095129594898,,,,,,,,,,21/09/2019,19:00,,,,,,,,,,,,,,,1.77,3.48,5.03
Metz,Amiens,1,2,117.608731375923,,113.016369447127,2.17,3.2,4.32,3,,0.340376602365567,0.486666506465768,0.172956891168665,,0.73861722713328,1.55733282069046,0.747173769848633,,,,,,,,,,21/09/2019,19:00,,,,,,,,,,,,,,,2.09,3.08,4.04
Nice,Dijon,2,1,184.973098563155,,113.016369447127,1.81,3.8,5.75,1,,0.379970052767331,0.489016274112609,0.13101367312006,,0.687745795508869,1.85826184162791,0.753328620440345,,,,,,,,,,21/09/2019,19:00,,,,,,,,,,,,,,,1.75,3.64,4.91
Nimes,Toulouse,1,0,102.592879829232,,113.016369447127,2.09,3.6,3.92,1,,0.330813242756455,0.485912829692434,0.183273927551111,,0.691399677360991,1.74928618689276,0.718433796000356,,,,,,,,,,21/09/2019,19:00,,,,,,,,,,,,,,,2.03,3.45,3.73
Reims,Monaco,0,0,5.73900349452765,,113.016369447127,2.69,3.32,2.94,2,,0.265151141409615,0.478314232858854,0.256534625731531,,0.713256570391865,1.58800325309139,0.7542117996507,,,,,,,,,,21/09/2019,19:00,,,,,,,,,,,,,,,2.6,3.18,2.84
