PSG,1817.90844727
Lyon,1745.08325195
Lille,1667.22070312
Saint-Etienne,1657.31176758
Rennes,1638.76721191
Marseille,1622.68981934
Nice,1611.23156738
Montpellier,1609.75708008
Reims,1597.90234375
Nantes,1566.88500977
Nimes,1560.3470459
Angers,1559.17175293
Strasbourg,1558.77661133
Bordeaux,1545.84094238
Monaco,1542.95141602
Metz,1539.12915039
Brest,1512.41955566
Amiens,1510.94177246
Toulouse,1501.88366699
Dijon,1486.41210938
