Lille,Brest,267.74916829,0.7795793649,0.0535086914,0.1669119436
Bordeaux,Marseille,-98.54310862,0.2328869544,0.3564336321,0.4106794134
Marseille,Nice,39.552386839,0.3645826649,0.3450718694,0.2903454656
Brest,Lyon,-134.6871094,0.2144064254,0.3200551100,0.4655384645
Montpellier,Rennes,-38.98414490,0.2718934599,0.3878087541,0.3402977859
SaintEtienne,Reims,37.873478590,0.3617585538,0.3473472125,0.2908942336
Nantes,Marseille,-111.4717558,0.2259905681,0.3447007181,0.4293087137
Nice,Metz,14.571728511,0.3270306926,0.3722514675,0.3007178398
Lens,Dijon,94.654059327,0.4808233411,0.2403396639,0.2788369949
Strasbourg,Angers,1.1283470198,0.3104127649,0.3811841564,0.3084030786
Nimes,Bordeaux,-71.37303480,0.2488805467,0.3757805858,0.3753388674
Lorient,Lille,-143.2272247,0.2103359373,0.3099510018,0.4797130608
PSG,Monaco,262.06798158,0.7741998511,0.0545294265,0.1712707223
Nimes,Lorient,33.353146818,0.3543781884,0.3531499315,0.2924718800
Bordeaux,Metz,-17.23560021,0.2910071803,0.3876321634,0.3213606562
Dijon,PSG,-307.8711108,0.1321206175,0.0904725163,0.7774068661
Monaco,Brest,173.96416422,0.6583642564,0.0997803183,0.2418554252
Lorient,SaintEtienne,-39.56590801,0.2714291839,0.3877145273,0.3408562887
Rennes,Nice,54.086324383,0.3909428679,0.3227069368,0.2863501952
Reims,Montpellier,17.777378476,0.3313389962,0.3695522618,0.2991087419
Nimes,Nantes,-19.14303652,0.2891792374,0.3879529885,0.3228677740
Angers,Lens,28.038958743,0.3461101825,0.3593683338,0.2945214836
Lille,Strasbourg,182.09318874,0.6724481596,0.0918158797,0.2357359606
Marseille,Lyon,-94.67384332,0.2350290429,0.3596433913,0.4053275657
SaintEtienne,Lens,62.039012731,0.4068107642,0.3085499086,0.2846393271
Lyon,Rennes,60.333502528,0.4033238753,0.3116923233,0.2849838013
Nice,Nimes,55.643977022,0.3939716482,0.3200355998,0.2859927519
Brest,Dijon,148.13204690,0.6076158385,0.1333846358,0.2589995256
Metz,Angers,-12.89568523,0.2952892953,0.3866669173,0.3180437873
Montpellier,Lorient,161.32276375,0.6346816282,0.1145637088,0.2507546629
Lille,Marseille,69.202481708,0.4219360162,0.2947680155,0.2832959682
Bordeaux,PSG,-250.4944931,0.1607231488,0.1595809275,0.6796959236
Nantes,Reims,-25.24258603,0.2835427855,0.3885695587,0.3278876557
Strasbourg,Monaco,-23.42767341,0.2851876375,0.3884501420,0.3263622204
Marseille,Rennes,7.2119260721,0.3176541997,0.3776090820,0.3047367182
Reims,Lyon,-131.1570353,0.2161146114,0.3240771814,0.4598082071
Marseille,Brest,184.31015308,0.6761395663,0.0898361265,0.2340243071
Angers,SaintEtienne,15.785697660,0.3286457404,0.3712558017,0.3000984578
Nimes,Montpellier,-66.45692271,0.2520504507,0.3784364956,0.3695130536
Rennes,Strasbourg,74.223175030,0.4329729698,0.2846022191,0.2824248110
Lorient,Nice,-52.96828686,0.2612976586,0.3842513173,0.3544510240
Dijon,Bordeaux,-63.67315797,0.2538902353,0.3798165336,0.3662932310
Lens,Metz,-42.55391131,0.2690784500,0.3871549365,0.3437666134
Monaco,Lille,-32.72407591,0.2770322305,0.3885106165,0.3344571529
SaintEtienne,Monaco,19.623594806,0.3338846911,0.3678947912,0.2982205176
PSG,Nantes,282.89405929,0.7930789785,0.0512953313,0.1556256901
Metz,Rennes,-83.40295805,0.2415084679,0.3681544977,0.3903370343
Nice,Marseille,-62.50008977,0.2546756770,0.3803706877,0.3649536352
Strasbourg,Lens,16.800534988,0.3300112443,0.3703986954,0.2995900602
Brest,Angers,18.945049745,0.3329435134,0.3685127708,0.2985437157
Montpellier,Bordeaux,59.081746382,0.4007935131,0.3139626183,0.2852438685
Nantes,Lorient,69.773762655,0.4231744198,0.2936309586,0.2831946215
Dijon,Reims,-100.0451705,0.2320657195,0.3551492703,0.4127850101
Lyon,PSG,-96.86433174,0.2338115605,0.3578438460,0.4083445934
Lille,Nimes,220.23877510,0.7280854383,0.0669940613,0.2049205003
Monaco,Metz,63.878529859,0.4106217548,0.3050986881,0.2842795570
PSG,Lille,117.22520061,0.5361632114,0.1907919256,0.2730448629
Lens,Lyon,-178.6125776,0.1940639869,0.2633402557,0.5425957573
Lorient,Brest,79.804213821,0.4456224423,0.2728917389,0.2814858187
Angers,Montpellier,-18.29225839,0.2899905830,0.3878175739,0.3221918430
Bordeaux,Strasbourg,7.9246811477,0.3185319923,0.3771403978,0.3043276098
Reims,Rennes,-28.83687254,0.2803621929,0.3886502788,0.3309875282
Marseille,Dijon,224.33009564,0.7331818919,0.0652663962,0.2015517118
Nimes,SaintEtienne,-49.50745475,0.2638157916,0.3853762597,0.3508079486
Nantes,Nice,-54.96192771,0.2598756681,0.3835332823,0.3565910495
Strasbourg,PSG,-250.4585604,0.1607405467,0.1596305471,0.6796289061
Metz,Lille,-163.2813820,0.2010352144,0.2843579003,0.5146068852
Nice,Reims,4.7971095982,0.3147267150,0.3791186527,0.3061546322
SaintEtienne,Bordeaux,32.408602763,0.3528767064,0.3543027892,0.2928205043
Rennes,Nantes,80.745383089,0.4477917565,0.2708804522,0.2813277912
Montpellier,Marseille,-3.534621716,0.3051524232,0.3834226454,0.3114249313
Brest,Nimes,65.893992079,0.4148559303,0.3012460765,0.2838979931
Monaco,Dijon,233.02161136,0.7435433797,0.0620315418,0.1944250784
Lens,Lorient,82.553985848,0.4519875203,0.2669897297,0.2810227499
Lyon,Angers,130.10982257,0.5670617586,0.1648018229,0.2681364184
Angers,Rennes,-68.02509350,0.2510285677,0.3776193341,0.3713520981
Lille,Montpellier,134.24961139,0.5766984632,0.1570299872,0.2662715495
PSG,SaintEtienne,210.98362318,0.7159961654,0.0714584697,0.2125453648
Marseille,Lorient,197.60073606,0.6970019220,0.0795214367,0.2234766412
Brest,Lens,20.735822355,0.3354414937,0.3668596079,0.2976988983
Dijon,Nice,-124.8619958,0.2192037148,0.3310134274,0.4497828577
Reims,Metz,23.559707722,0.3394738348,0.3641064831,0.2964196820
